Year,Géographie,Type de famille économique,data.Demographic characteristics,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2018,Terre-Neuve-et-Labrador,,Noirs,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Noirs,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Noirs,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Filipino,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Arab,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Arab,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Arab,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Arab,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Arab,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Arab,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Latin American,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Southeast Asian,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Other visible minority,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Pas une minorité visible,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Population autochtone,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Not a visible minority nor Indigenous,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Sécurité alimentaire,10,82.4
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Insécurité alimentaire,10,17.6
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Insécurité alimentaire marginale,10,6.3
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Insécurité alimentaire modérée ou grave,10,11.3
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Insécurité alimentaire modérée,10,7.5
2018,Terre-Neuve-et-Labrador,,All persons aged 15 years and over,Insécurité alimentaire grave,10,3.9
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Sécurité alimentaire,10,82.5
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Insécurité alimentaire,10,17.5
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Insécurité alimentaire marginale,10,8.1
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,10,9.4
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Indigenous population aged 15 years and over,Insécurité alimentaire grave,10,5.8
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Sécurité alimentaire,10,80.3
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Insécurité alimentaire,10,19.7
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Insécurité alimentaire marginale,10,10.0
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Insécurité alimentaire modérée ou grave,10,9.7
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,First Nations aged 15 years and over,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Sécurité alimentaire,10,85.0
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Métis aged 15 years and over,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Sécurité alimentaire,10,82.4
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire,10,17.6
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire marginale,10,6.1
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,10,11.5
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée,10,7.8
2018,Terre-Neuve-et-Labrador,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire grave,10,3.7
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Sécurité alimentaire,10,70.7
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Immigrants aged 15 years and over,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Sécurité alimentaire,10,65.8
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Sécurité alimentaire,10,82.9
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Insécurité alimentaire,10,17.1
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Insécurité alimentaire marginale,10,6.2
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée ou grave,10,11.0
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée,10,7.0
2018,Terre-Neuve-et-Labrador,,Persons aged 15 years and over born in Canada,Insécurité alimentaire grave,10,4.0
2018,Île-du-Prince-Édouard,,Toutes les personnes,Sécurité alimentaire,11,82.7
2018,Île-du-Prince-Édouard,,Toutes les personnes,Insécurité alimentaire,11,17.3
2018,Île-du-Prince-Édouard,,Toutes les personnes,Insécurité alimentaire marginale,11,5.0
2018,Île-du-Prince-Édouard,,Toutes les personnes,Insécurité alimentaire modérée ou grave,11,12.3
2018,Île-du-Prince-Édouard,,Toutes les personnes,Insécurité alimentaire modérée,11,7.4
2018,Île-du-Prince-Édouard,,Toutes les personnes,Insécurité alimentaire grave,11,4.9
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Sécurité alimentaire,11,75.5
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Insécurité alimentaire,11,24.5
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Insécurité alimentaire marginale,11,7.5
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Insécurité alimentaire modérée ou grave,11,17.0
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Insécurité alimentaire modérée,11,10.4
2018,Île-du-Prince-Édouard,,Personnes de moins de 18 ans,Insécurité alimentaire grave,11,6.6
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Sécurité alimentaire,11,82.0
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Insécurité alimentaire,11,18.0
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Insécurité alimentaire marginale,11,4.6
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée ou grave,11,13.4
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée,11,8.2
2018,Île-du-Prince-Édouard,,Personnes de 18 à 64 ans,Insécurité alimentaire grave,11,5.2
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Sécurité alimentaire,11,83.8
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Insécurité alimentaire,11,16.2
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Insécurité alimentaire marginale,11,
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Insécurité alimentaire modérée ou grave,11,13.4
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Insécurité alimentaire modérée,11,9.5
2018,Île-du-Prince-Édouard,,Persons 18 to 24 years,Insécurité alimentaire grave,11,
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Sécurité alimentaire,11,73.6
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Insécurité alimentaire,11,26.4
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Insécurité alimentaire marginale,11,7.9
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Insécurité alimentaire modérée ou grave,11,18.5
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Insécurité alimentaire modérée,11,11.2
2018,Île-du-Prince-Édouard,,Persons 25 to 34 years,Insécurité alimentaire grave,11,7.3
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Sécurité alimentaire,11,81.6
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Insécurité alimentaire,11,18.4
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Insécurité alimentaire marginale,11,5.5
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Insécurité alimentaire modérée ou grave,11,13.0
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Insécurité alimentaire modérée,11,6.4
2018,Île-du-Prince-Édouard,,Persons 35 to 44 years,Insécurité alimentaire grave,11,6.6
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Sécurité alimentaire,11,84.8
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Insécurité alimentaire,11,15.2
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Insécurité alimentaire marginale,11,3.3
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Insécurité alimentaire modérée ou grave,11,11.9
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Insécurité alimentaire modérée,11,7.0
2018,Île-du-Prince-Édouard,,Persons 45 to 54 years,Insécurité alimentaire grave,11,5.0
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Sécurité alimentaire,11,85.4
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Insécurité alimentaire,11,14.6
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Insécurité alimentaire marginale,11,3.5
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Insécurité alimentaire modérée ou grave,11,11.1
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Insécurité alimentaire modérée,11,7.5
2018,Île-du-Prince-Édouard,,Persons 55 to 64 years,Insécurité alimentaire grave,11,3.6
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Sécurité alimentaire,11,92.3
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Insécurité alimentaire,11,7.7
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Insécurité alimentaire marginale,11,3.6
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Insécurité alimentaire modérée ou grave,11,4.1
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Insécurité alimentaire modérée,11,
2018,Île-du-Prince-Édouard,,Personnes de 65 ans et plus,Insécurité alimentaire grave,11,2.1
2018,Île-du-Prince-Édouard,,Hommes,Sécurité alimentaire,11,83.4
2018,Île-du-Prince-Édouard,,Hommes,Insécurité alimentaire,11,16.6
2018,Île-du-Prince-Édouard,,Hommes,Insécurité alimentaire marginale,11,4.7
2018,Île-du-Prince-Édouard,,Hommes,Insécurité alimentaire modérée ou grave,11,12.0
2018,Île-du-Prince-Édouard,,Hommes,Insécurité alimentaire modérée,11,7.1
2018,Île-du-Prince-Édouard,,Hommes,Insécurité alimentaire grave,11,4.9
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Sécurité alimentaire,11,78.0
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Insécurité alimentaire,11,22.0
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Insécurité alimentaire marginale,11,6.1
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée ou grave,11,15.9
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée,11,9.2
2018,Île-du-Prince-Édouard,,"Hommes, moins de 18 ans",Insécurité alimentaire grave,11,
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Sécurité alimentaire,11,82.6
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Insécurité alimentaire,11,17.4
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Insécurité alimentaire marginale,11,4.4
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,11,13.0
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée,11,7.8
2018,Île-du-Prince-Édouard,,"Hommes, 18 à 64 ans",Insécurité alimentaire grave,11,5.2
2018,Île-du-Prince-Édouard,,"Hommes, 65 ans et plus",Sécurité alimentaire,11,92.0
2018,Île-du-Prince-Édouard,,"Hommes, 65 ans et plus",Insécurité alimentaire,11,8.0
