Year,Âge au décès,Sexe,Principales causes de décès,Value
2021,25 à 34 ans,Femmes,Diabète sucré,0.8
2021,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2021,25 à 34 ans,Femmes,Maladies du coeur,2.0
2021,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.6
2021,25 à 34 ans,Femmes,Grippe et pneumopathie,0.3
2021,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2021,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.9
2021,25 à 34 ans,Femmes,Accidents (blessures involontaires),23.1
2021,25 à 34 ans,Femmes,Lésions auto-infligées,7.1
2021,35 à 44 ans,Les deux sexes,Tumeurs malignes,22.1
2021,35 à 44 ans,Les deux sexes,Diabète sucré,2.3
2021,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Les deux sexes,Maladies du coeur,10.2
2021,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.2
2021,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,0.8
2021,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,6.6
2021,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),48.4
2021,35 à 44 ans,Les deux sexes,Lésions auto-infligées,13.1
2021,35 à 44 ans,Hommes,Tumeurs malignes,17.9
2021,35 à 44 ans,Hommes,Diabète sucré,3.1
2021,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Hommes,Maladies du coeur,14.6
2021,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.4
2021,35 à 44 ans,Hommes,Grippe et pneumopathie,1.2
2021,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2021,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,7.7
2021,35 à 44 ans,Hommes,Accidents (blessures involontaires),71.6
2021,35 à 44 ans,Hommes,Lésions auto-infligées,20.6
2021,35 à 44 ans,Femmes,Tumeurs malignes,26.3
2021,35 à 44 ans,Femmes,Diabète sucré,1.5
2021,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.1
2021,35 à 44 ans,Femmes,Maladies du coeur,5.7
2021,35 à 44 ans,Femmes,Maladies cérébrovasculaires,2.0
2021,35 à 44 ans,Femmes,Grippe et pneumopathie,0.4
2021,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2021,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,5.5
2021,35 à 44 ans,Femmes,Accidents (blessures involontaires),25.1
2021,35 à 44 ans,Femmes,Lésions auto-infligées,5.6
2021,45 à 54 ans,Les deux sexes,Tumeurs malignes,70.0
2021,45 à 54 ans,Les deux sexes,Diabète sucré,6.3
2021,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2021,45 à 54 ans,Les deux sexes,Maladies du coeur,34.6
2021,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,6.3
2021,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,1.8
2021,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.5
2021,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,13.4
2021,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),46.0
2021,45 à 54 ans,Les deux sexes,Lésions auto-infligées,13.7
2021,45 à 54 ans,Hommes,Tumeurs malignes,65.3
2021,45 à 54 ans,Hommes,Diabète sucré,8.5
2021,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2021,45 à 54 ans,Hommes,Maladies du coeur,53.9
2021,45 à 54 ans,Hommes,Maladies cérébrovasculaires,7.5
2021,45 à 54 ans,Hommes,Grippe et pneumopathie,2.4
2021,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.1
2021,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,17.7
2021,45 à 54 ans,Hommes,Accidents (blessures involontaires),71.6
2021,45 à 54 ans,Hommes,Lésions auto-infligées,20.9
2021,45 à 54 ans,Femmes,Tumeurs malignes,74.6
2021,45 à 54 ans,Femmes,Diabète sucré,4.2
2021,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.2
2021,45 à 54 ans,Femmes,Maladies du coeur,15.5
2021,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.2
2021,45 à 54 ans,Femmes,Grippe et pneumopathie,1.2
2021,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.9
2021,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,9.2
2021,45 à 54 ans,Femmes,Accidents (blessures involontaires),20.7
2021,45 à 54 ans,Femmes,Lésions auto-infligées,6.7
2021,55 à 64 ans,Les deux sexes,Tumeurs malignes,230.6
2021,55 à 64 ans,Les deux sexes,Diabète sucré,16.6
2021,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.0
2021,55 à 64 ans,Les deux sexes,Maladies du coeur,100.5
2021,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,16.2
2021,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,4.6
2021,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,17.3
2021,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,24.4
2021,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),44.5
2021,55 à 64 ans,Les deux sexes,Lésions auto-infligées,13.2
2021,55 à 64 ans,Hommes,Tumeurs malignes,243.2
2021,55 à 64 ans,Hommes,Diabète sucré,21.7
2021,55 à 64 ans,Hommes,Maladie d'Alzheimer,1.2
2021,55 à 64 ans,Hommes,Maladies du coeur,151.9
2021,55 à 64 ans,Hommes,Maladies cérébrovasculaires,18.6
2021,55 à 64 ans,Hommes,Grippe et pneumopathie,5.9
2021,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,20.2
2021,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,32.9
2021,55 à 64 ans,Hommes,Accidents (blessures involontaires),67.8
2021,55 à 64 ans,Hommes,Lésions auto-infligées,20.0
2021,55 à 64 ans,Femmes,Tumeurs malignes,218.2
2021,55 à 64 ans,Femmes,Diabète sucré,11.6
2021,55 à 64 ans,Femmes,Maladie d'Alzheimer,0.9
2021,55 à 64 ans,Femmes,Maladies du coeur,49.9
2021,55 à 64 ans,Femmes,Maladies cérébrovasculaires,13.8
2021,55 à 64 ans,Femmes,Grippe et pneumopathie,3.2
2021,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,14.4
2021,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,16.1
2021,55 à 64 ans,Femmes,Accidents (blessures involontaires),21.5
2021,55 à 64 ans,Femmes,Lésions auto-infligées,6.5
2021,65 à 74 ans,Les deux sexes,Tumeurs malignes,571.0
2021,65 à 74 ans,Les deux sexes,Diabète sucré,41.6
2021,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,9.1
2021,65 à 74 ans,Les deux sexes,Maladies du coeur,238.3
2021,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,48.7
2021,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,12.0
2021,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,66.0
2021,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,31.4
2021,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),45.9
2021,65 à 74 ans,Les deux sexes,Lésions auto-infligées,9.6
2021,65 à 74 ans,Hommes,Tumeurs malignes,655.5
2021,65 à 74 ans,Hommes,Diabète sucré,50.8
2021,65 à 74 ans,Hommes,Maladie d'Alzheimer,8.4
2021,65 à 74 ans,Hommes,Maladies du coeur,338.4
2021,65 à 74 ans,Hommes,Maladies cérébrovasculaires,55.9
2021,65 à 74 ans,Hommes,Grippe et pneumopathie,15.2
2021,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,74.1
2021,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,42.3
2021,65 à 74 ans,Hommes,Accidents (blessures involontaires),65.3
2021,65 à 74 ans,Hommes,Lésions auto-infligées,15.4
2021,65 à 74 ans,Femmes,Tumeurs malignes,492.1
2021,65 à 74 ans,Femmes,Diabète sucré,33.1
2021,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.7
2021,65 à 74 ans,Femmes,Maladies du coeur,144.8
2021,65 à 74 ans,Femmes,Maladies cérébrovasculaires,42.0
2021,65 à 74 ans,Femmes,Grippe et pneumopathie,9.1
2021,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,58.4
2021,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,21.3
2021,65 à 74 ans,Femmes,Accidents (blessures involontaires),27.7
2021,65 à 74 ans,Femmes,Lésions auto-infligées,4.2
2021,75 à 84 ans,Les deux sexes,Tumeurs malignes,1164.6
2021,75 à 84 ans,Les deux sexes,Diabète sucré,101.0
2021,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,66.6
2021,75 à 84 ans,Les deux sexes,Maladies du coeur,655.2
2021,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,184.6
2021,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,44.9
2021,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,175.2
2021,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,33.8
2021,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),123.8
2021,75 à 84 ans,Les deux sexes,Lésions auto-infligées,8.7
2021,75 à 84 ans,Hommes,Tumeurs malignes,1395.0
2021,75 à 84 ans,Hommes,Diabète sucré,123.7
2021,75 à 84 ans,Hommes,Maladie d'Alzheimer,58.5
2021,75 à 84 ans,Hommes,Maladies du coeur,840.7
2021,75 à 84 ans,Hommes,Maladies cérébrovasculaires,203.8
2021,75 à 84 ans,Hommes,Grippe et pneumopathie,58.4
2021,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,198.6
2021,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,43.8
2021,75 à 84 ans,Hommes,Accidents (blessures involontaires),143.0
2021,75 à 84 ans,Hommes,Lésions auto-infligées,14.6
2021,75 à 84 ans,Femmes,Tumeurs malignes,969.2
2021,75 à 84 ans,Femmes,Diabète sucré,81.8
2021,75 à 84 ans,Femmes,Maladie d'Alzheimer,73.5
2021,75 à 84 ans,Femmes,Maladies du coeur,497.9
2021,75 à 84 ans,Femmes,Maladies cérébrovasculaires,168.3
2021,75 à 84 ans,Femmes,Grippe et pneumopathie,33.5
2021,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,155.4
2021,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,25.4
2021,75 à 84 ans,Femmes,Accidents (blessures involontaires),107.5
2021,75 à 84 ans,Femmes,Lésions auto-infligées,3.7
2021,85 ans et plus,Les deux sexes,Tumeurs malignes,2084.9
2021,85 ans et plus,Les deux sexes,Diabète sucré,268.9
2021,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,430.3
2021,85 ans et plus,Les deux sexes,Maladies du coeur,2851.3
2021,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,734.9
2021,85 ans et plus,Les deux sexes,Grippe et pneumopathie,266.5
2021,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,414.3
2021,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,32.0
2021,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),643.5
2021,85 ans et plus,Les deux sexes,Lésions auto-infligées,9.3
2021,85 ans et plus,Hommes,Tumeurs malignes,2826.1
2021,85 ans et plus,Hommes,Diabète sucré,324.6
2021,85 ans et plus,Hommes,Maladie d'Alzheimer,336.7
2021,85 ans et plus,Hommes,Maladies du coeur,3216.5
2021,85 ans et plus,Hommes,Maladies cérébrovasculaires,707.6
2021,85 ans et plus,Hommes,Grippe et pneumopathie,325.8
2021,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,516.9
2021,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,45.1
2021,85 ans et plus,Hommes,Accidents (blessures involontaires),675.9
2021,85 ans et plus,Hommes,Lésions auto-infligées,19.4
2021,85 ans et plus,Femmes,Tumeurs malignes,1657.4
2021,85 ans et plus,Femmes,Diabète sucré,236.7
2021,85 ans et plus,Femmes,Maladie d'Alzheimer,484.2
2021,85 ans et plus,Femmes,Maladies du coeur,2640.7
2021,85 ans et plus,Femmes,Maladies cérébrovasculaires,750.7
2021,85 ans et plus,Femmes,Grippe et pneumopathie,232.3
2021,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,355.2
2021,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,24.4
2021,85 ans et plus,Femmes,Accidents (blessures involontaires),624.9
2021,85 ans et plus,Femmes,Lésions auto-infligées,3.5
2022,Tous les âges,Les deux sexes,Tumeurs malignes,215.8
2022,Tous les âges,Les deux sexes,Diabète sucré,20.0
2022,Tous les âges,Les deux sexes,Maladie d'Alzheimer,14.2
2022,Tous les âges,Les deux sexes,Maladies du coeur,152.2
2022,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,36.4
2022,Tous les âges,Les deux sexes,Grippe et pneumopathie,15.8
2022,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,32.5
2022,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,12.1
2022,Tous les âges,Les deux sexes,Accidents (blessures involontaires),54.2
2022,Tous les âges,Les deux sexes,Lésions auto-infligées,10.8
2022,Tous les âges,Hommes,Tumeurs malignes,228.2
2022,Tous les âges,Hommes,Diabète sucré,22.7
2022,Tous les âges,Hommes,Maladie d'Alzheimer,9.2
2022,Tous les âges,Hommes,Maladies du coeur,169.7
2022,Tous les âges,Hommes,Maladies cérébrovasculaires,32.7
2022,Tous les âges,Hommes,Grippe et pneumopathie,16.0
2022,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,32.7
2022,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,15.3
2022,Tous les âges,Hommes,Accidents (blessures involontaires),65.4
2022,Tous les âges,Hommes,Lésions auto-infligées,16.2
2022,Tous les âges,Femmes,Tumeurs malignes,203.4
2022,Tous les âges,Femmes,Diabète sucré,17.3
2022,Tous les âges,Femmes,Maladie d'Alzheimer,19.1
2022,Tous les âges,Femmes,Maladies du coeur,134.9
2022,Tous les âges,Femmes,Maladies cérébrovasculaires,40.1
2022,Tous les âges,Femmes,Grippe et pneumopathie,15.7
2022,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,32.4
2022,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,8.9
2022,Tous les âges,Femmes,Accidents (blessures involontaires),43.1
2022,Tous les âges,Femmes,Lésions auto-infligées,5.5
2022,1 à 14 ans,Les deux sexes,Tumeurs malignes,2.2
2022,1 à 14 ans,Les deux sexes,Diabète sucré,0.1
2022,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2022,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2022,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.1
2022,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.5
2022,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2022,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2022,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),2.7
2022,1 à 14 ans,Les deux sexes,Lésions auto-infligées,1.6
2022,1 à 14 ans,Hommes,Tumeurs malignes,2.2
2022,1 à 14 ans,Hommes,Diabète sucré,0.3
2022,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2022,1 à 14 ans,Hommes,Maladies du coeur,0.3
2022,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.2
2022,1 à 14 ans,Hommes,Grippe et pneumopathie,0.6
2022,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2022,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.1
2022,1 à 14 ans,Hommes,Accidents (blessures involontaires),3.1
2022,1 à 14 ans,Hommes,Lésions auto-infligées,1.1
2022,1 à 14 ans,Femmes,Tumeurs malignes,2.1
2022,1 à 14 ans,Femmes,Diabète sucré,0.0
2022,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2022,1 à 14 ans,Femmes,Maladies du coeur,0.4
2022,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.1
2022,1 à 14 ans,Femmes,Grippe et pneumopathie,0.6
2022,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.0
2022,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2022,1 à 14 ans,Femmes,Accidents (blessures involontaires),2.2
2022,1 à 14 ans,Femmes,Lésions auto-infligées,2.1
2022,15 à 24 ans,Les deux sexes,Tumeurs malignes,2.9
2022,15 à 24 ans,Les deux sexes,Diabète sucré,0.4
2022,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2022,15 à 24 ans,Les deux sexes,Maladies du coeur,1.0
2022,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2022,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.5
2022,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.0
2022,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.1
2022,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),19.4
2022,15 à 24 ans,Les deux sexes,Lésions auto-infligées,10.5
2022,15 à 24 ans,Hommes,Tumeurs malignes,3.2
2022,15 à 24 ans,Hommes,Diabète sucré,0.5
2022,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2022,15 à 24 ans,Hommes,Maladies du coeur,1.3
2022,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.2
2022,15 à 24 ans,Hommes,Grippe et pneumopathie,0.3
2022,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2022,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.1
2022,15 à 24 ans,Hommes,Accidents (blessures involontaires),25.3
2022,15 à 24 ans,Hommes,Lésions auto-infligées,13.3
2022,15 à 24 ans,Femmes,Tumeurs malignes,2.6
2022,15 à 24 ans,Femmes,Diabète sucré,0.4
2022,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2022,15 à 24 ans,Femmes,Maladies du coeur,0.7
2022,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.3
2022,15 à 24 ans,Femmes,Grippe et pneumopathie,0.6
2022,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2022,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.2
2022,15 à 24 ans,Femmes,Accidents (blessures involontaires),13.2
2022,15 à 24 ans,Femmes,Lésions auto-infligées,7.5
2022,25 à 34 ans,Les deux sexes,Tumeurs malignes,6.4
2022,25 à 34 ans,Les deux sexes,Diabète sucré,1.0
2022,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2022,25 à 34 ans,Les deux sexes,Maladies du coeur,3.2
2022,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.6
2022,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.6
2022,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2022,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,1.9
2022,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),38.2
2022,25 à 34 ans,Les deux sexes,Lésions auto-infligées,12.6
2022,25 à 34 ans,Hommes,Tumeurs malignes,6.0
2022,25 à 34 ans,Hommes,Diabète sucré,1.3
2022,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2022,25 à 34 ans,Hommes,Maladies du coeur,4.6
2022,25 à 34 ans,Hommes,Maladies cérébrovasculaires,0.6
2022,25 à 34 ans,Hommes,Grippe et pneumopathie,0.6
2022,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2022,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,1.8
2022,25 à 34 ans,Hommes,Accidents (blessures involontaires),54.8
2022,25 à 34 ans,Hommes,Lésions auto-infligées,18.1
2022,25 à 34 ans,Femmes,Tumeurs malignes,6.8
2022,25 à 34 ans,Femmes,Diabète sucré,0.7
2022,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2022,25 à 34 ans,Femmes,Maladies du coeur,1.8
2022,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.6
2022,25 à 34 ans,Femmes,Grippe et pneumopathie,0.7
2022,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2022,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.9
2022,25 à 34 ans,Femmes,Accidents (blessures involontaires),20.8
2022,25 à 34 ans,Femmes,Lésions auto-infligées,6.8
2022,35 à 44 ans,Les deux sexes,Tumeurs malignes,21.1
2022,35 à 44 ans,Les deux sexes,Diabète sucré,2.6
2022,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2022,35 à 44 ans,Les deux sexes,Maladies du coeur,10.2
2022,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.0
2022,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.0
2022,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.4
2022,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,5.5
2022,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),45.9
2022,35 à 44 ans,Les deux sexes,Lésions auto-infligées,14.6
2022,35 à 44 ans,Hommes,Tumeurs malignes,17.2
2022,35 à 44 ans,Hommes,Diabète sucré,3.4
2022,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.0
2022,35 à 44 ans,Hommes,Maladies du coeur,14.1
2022,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.4
2022,35 à 44 ans,Hommes,Grippe et pneumopathie,1.0
2022,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2022,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,6.8
2022,35 à 44 ans,Hommes,Accidents (blessures involontaires),69.8
2022,35 à 44 ans,Hommes,Lésions auto-infligées,21.2
2022,35 à 44 ans,Femmes,Tumeurs malignes,25.0
2022,35 à 44 ans,Femmes,Diabète sucré,1.9
2022,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.0
2022,35 à 44 ans,Femmes,Maladies du coeur,6.3
2022,35 à 44 ans,Femmes,Maladies cérébrovasculaires,1.6
2022,35 à 44 ans,Femmes,Grippe et pneumopathie,1.1
2022,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.4
2022,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,4.1
