Year,Geography,Economic family type,Value
2014,British Columbia,Non-elderly females not in an economic family,31900.0
2015,British Columbia,Non-elderly females not in an economic family,25600.0
2016,British Columbia,Non-elderly females not in an economic family,29600.0
2017,British Columbia,Non-elderly females not in an economic family,28700.0
2018,British Columbia,Non-elderly females not in an economic family,31200.0
2019,British Columbia,Non-elderly females not in an economic family,29600.0
2010,"Québec, Quebec",Economic families and persons not in an economic family,58100.0
2011,"Québec, Quebec",Economic families and persons not in an economic family,59900.0
2012,"Québec, Quebec",Economic families and persons not in an economic family,53200.0
2013,"Québec, Quebec",Economic families and persons not in an economic family,56900.0
2014,"Québec, Quebec",Economic families and persons not in an economic family,53000.0
2015,"Québec, Quebec",Economic families and persons not in an economic family,51000.0
2016,"Québec, Quebec",Economic families and persons not in an economic family,55400.0
2017,"Québec, Quebec",Economic families and persons not in an economic family,65900.0
2018,"Québec, Quebec",Economic families and persons not in an economic family,60600.0
2019,"Québec, Quebec",Economic families and persons not in an economic family,59000.0
2010,"Québec, Quebec",Economic families,82800.0
2011,"Québec, Quebec",Economic families,81700.0
2012,"Québec, Quebec",Economic families,73900.0
2013,"Québec, Quebec",Economic families,84500.0
2014,"Québec, Quebec",Economic families,76000.0
2015,"Québec, Quebec",Economic families,77300.0
2016,"Québec, Quebec",Economic families,81700.0
2017,"Québec, Quebec",Economic families,84200.0
2018,"Québec, Quebec",Economic families,84800.0
2019,"Québec, Quebec",Economic families,88000.0
2010,"Québec, Quebec",Elderly families,59300.0
2011,"Québec, Quebec",Elderly families,61000.0
2012,"Québec, Quebec",Elderly families,57600.0
2013,"Québec, Quebec",Elderly families,56000.0
2014,"Québec, Quebec",Elderly families,59900.0
2015,"Québec, Quebec",Elderly families,62300.0
2016,"Québec, Quebec",Elderly families,56400.0
2017,"Québec, Quebec",Elderly families,64400.0
2018,"Québec, Quebec",Elderly families,65300.0
2019,"Québec, Quebec",Elderly families,65000.0
2010,"Québec, Quebec",Elderly couples,56200.0
2011,"Québec, Quebec",Elderly couples,60900.0
2012,"Québec, Quebec",Elderly couples,60300.0
2013,"Québec, Quebec",Elderly couples,56000.0
2014,"Québec, Quebec",Elderly couples,56700.0
2015,"Québec, Quebec",Elderly couples,61600.0
2016,"Québec, Quebec",Elderly couples,52400.0
2017,"Québec, Quebec",Elderly couples,63100.0
2018,"Québec, Quebec",Elderly couples,64900.0
2019,"Québec, Quebec",Elderly couples,66800.0
2010,"Québec, Quebec",Other elderly families,
2011,"Québec, Quebec",Other elderly families,
2012,"Québec, Quebec",Other elderly families,
2013,"Québec, Quebec",Other elderly families,
2014,"Québec, Quebec",Other elderly families,
2015,"Québec, Quebec",Other elderly families,
2016,"Québec, Quebec",Other elderly families,
2017,"Québec, Quebec",Other elderly families,
2018,"Québec, Quebec",Other elderly families,
2019,"Québec, Quebec",Other elderly families,
2010,"Québec, Quebec",Non-elderly families,86000.0
2011,"Québec, Quebec",Non-elderly families,85900.0
2012,"Québec, Quebec",Non-elderly families,77500.0
2013,"Québec, Quebec",Non-elderly families,90800.0
2014,"Québec, Quebec",Non-elderly families,81500.0
2015,"Québec, Quebec",Non-elderly families,86400.0
2016,"Québec, Quebec",Non-elderly families,90300.0
2017,"Québec, Quebec",Non-elderly families,90400.0
2018,"Québec, Quebec",Non-elderly families,88800.0
2019,"Québec, Quebec",Non-elderly families,97300.0
2010,"Québec, Quebec",Couples,69800.0
2011,"Québec, Quebec",Couples,73800.0
2012,"Québec, Quebec",Couples,70500.0
2013,"Québec, Quebec",Couples,84500.0
2014,"Québec, Quebec",Couples,77800.0
2015,"Québec, Quebec",Couples,79600.0
2016,"Québec, Quebec",Couples,76800.0
2017,"Québec, Quebec",Couples,79500.0
2018,"Québec, Quebec",Couples,78000.0
2019,"Québec, Quebec",Couples,83100.0
2010,"Québec, Quebec",Couples with children,97500.0
2011,"Québec, Quebec",Couples with children,104100.0
2012,"Québec, Quebec",Couples with children,98900.0
2013,"Québec, Quebec",Couples with children,104300.0
2014,"Québec, Quebec",Couples with children,97900.0
2015,"Québec, Quebec",Couples with children,106400.0
2016,"Québec, Quebec",Couples with children,108700.0
2017,"Québec, Quebec",Couples with children,105600.0
2018,"Québec, Quebec",Couples with children,106200.0
2019,"Québec, Quebec",Couples with children,112500.0
2010,"Québec, Quebec",Couples with other relatives,119300.0
2011,"Québec, Quebec",Couples with other relatives,
2012,"Québec, Quebec",Couples with other relatives,
2013,"Québec, Quebec",Couples with other relatives,111700.0
2014,"Québec, Quebec",Couples with other relatives,
2015,"Québec, Quebec",Couples with other relatives,
2016,"Québec, Quebec",Couples with other relatives,
2017,"Québec, Quebec",Couples with other relatives,115400.0
2018,"Québec, Quebec",Couples with other relatives,121900.0
2019,"Québec, Quebec",Couples with other relatives,
2010,"Québec, Quebec",Lone-parent families,
2011,"Québec, Quebec",Lone-parent families,
2012,"Québec, Quebec",Lone-parent families,
2013,"Québec, Quebec",Lone-parent families,
2014,"Québec, Quebec",Lone-parent families,
2015,"Québec, Quebec",Lone-parent families,61300.0
2016,"Québec, Quebec",Lone-parent families,53200.0
2017,"Québec, Quebec",Lone-parent families,62800.0
2018,"Québec, Quebec",Lone-parent families,58400.0
2019,"Québec, Quebec",Lone-parent families,71200.0
2010,"Québec, Quebec",Male lone-parent families,
2011,"Québec, Quebec",Male lone-parent families,
2012,"Québec, Quebec",Male lone-parent families,
2013,"Québec, Quebec",Male lone-parent families,
2014,"Québec, Quebec",Male lone-parent families,
2015,"Québec, Quebec",Male lone-parent families,
2016,"Québec, Quebec",Male lone-parent families,
2017,"Québec, Quebec",Male lone-parent families,
2018,"Québec, Quebec",Male lone-parent families,
2019,"Québec, Quebec",Male lone-parent families,
2010,"Québec, Quebec",Female lone-parent families,
2011,"Québec, Quebec",Female lone-parent families,
2012,"Québec, Quebec",Female lone-parent families,
2013,"Québec, Quebec",Female lone-parent families,
2014,"Québec, Quebec",Female lone-parent families,
2015,"Québec, Quebec",Female lone-parent families,
2016,"Québec, Quebec",Female lone-parent families,50000.0
2017,"Québec, Quebec",Female lone-parent families,65500.0
2018,"Québec, Quebec",Female lone-parent families,58400.0
2019,"Québec, Quebec",Female lone-parent families,
2010,"Québec, Quebec",Other non-elderly families,
2011,"Québec, Quebec",Other non-elderly families,
2012,"Québec, Quebec",Other non-elderly families,
2013,"Québec, Quebec",Other non-elderly families,
2014,"Québec, Quebec",Other non-elderly families,
2015,"Québec, Quebec",Other non-elderly families,
2016,"Québec, Quebec",Other non-elderly families,
2017,"Québec, Quebec",Other non-elderly families,72900.0
2018,"Québec, Quebec",Other non-elderly families,64000.0
2019,"Québec, Quebec",Other non-elderly families,
2010,"Québec, Quebec",Persons not in an economic family,30800.0
2011,"Québec, Quebec",Persons not in an economic family,32500.0
2012,"Québec, Quebec",Persons not in an economic family,28400.0
2013,"Québec, Quebec",Persons not in an economic family,31300.0
2014,"Québec, Quebec",Persons not in an economic family,32500.0
2015,"Québec, Quebec",Persons not in an economic family,30300.0
2016,"Québec, Quebec",Persons not in an economic family,29500.0
2017,"Québec, Quebec",Persons not in an economic family,32900.0
2018,"Québec, Quebec",Persons not in an economic family,31700.0
2019,"Québec, Quebec",Persons not in an economic family,28500.0
2010,"Québec, Quebec",Elderly persons not in an economic family,29400.0
2011,"Québec, Quebec",Elderly persons not in an economic family,29700.0
2012,"Québec, Quebec",Elderly persons not in an economic family,21400.0
2013,"Québec, Quebec",Elderly persons not in an economic family,29600.0
2014,"Québec, Quebec",Elderly persons not in an economic family,37300.0
2015,"Québec, Quebec",Elderly persons not in an economic family,26700.0
2016,"Québec, Quebec",Elderly persons not in an economic family,25200.0
2017,"Québec, Quebec",Elderly persons not in an economic family,25500.0
2018,"Québec, Quebec",Elderly persons not in an economic family,27600.0
2019,"Québec, Quebec",Elderly persons not in an economic family,25500.0
2010,"Québec, Quebec",Elderly males not in an economic family,
2011,"Québec, Quebec",Elderly males not in an economic family,
2012,"Québec, Quebec",Elderly males not in an economic family,
2013,"Québec, Quebec",Elderly males not in an economic family,
2014,"Québec, Quebec",Elderly males not in an economic family,
2015,"Québec, Quebec",Elderly males not in an economic family,
2016,"Québec, Quebec",Elderly males not in an economic family,26200.0
2017,"Québec, Quebec",Elderly males not in an economic family,30100.0
2018,"Québec, Quebec",Elderly males not in an economic family,27300.0
2019,"Québec, Quebec",Elderly males not in an economic family,26300.0
2010,"Québec, Quebec",Elderly females not in an economic family,25900.0
2011,"Québec, Quebec",Elderly females not in an economic family,24300.0
2012,"Québec, Quebec",Elderly females not in an economic family,
2013,"Québec, Quebec",Elderly females not in an economic family,29100.0
2014,"Québec, Quebec",Elderly females not in an economic family,30200.0
2015,"Québec, Quebec",Elderly females not in an economic family,27800.0
2016,"Québec, Quebec",Elderly females not in an economic family,24200.0
2017,"Québec, Quebec",Elderly females not in an economic family,25400.0
2018,"Québec, Quebec",Elderly females not in an economic family,27600.0
2019,"Québec, Quebec",Elderly females not in an economic family,24900.0
2010,"Québec, Quebec",Non-elderly persons not in an economic family,30800.0
2011,"Québec, Quebec",Non-elderly persons not in an economic family,32700.0
2012,"Québec, Quebec",Non-elderly persons not in an economic family,31700.0
2013,"Québec, Quebec",Non-elderly persons not in an economic family,32000.0
2014,"Québec, Quebec",Non-elderly persons not in an economic family,28600.0
2015,"Québec, Quebec",Non-elderly persons not in an economic family,33900.0
2016,"Québec, Quebec",Non-elderly persons not in an economic family,32500.0
2017,"Québec, Quebec",Non-elderly persons not in an economic family,35600.0
2018,"Québec, Quebec",Non-elderly persons not in an economic family,35500.0
2019,"Québec, Quebec",Non-elderly persons not in an economic family,33700.0
2010,"Québec, Quebec",Non-elderly males not in an economic family,36100.0
2011,"Québec, Quebec",Non-elderly males not in an economic family,33700.0
2012,"Québec, Quebec",Non-elderly males not in an economic family,28100.0
2013,"Québec, Quebec",Non-elderly males not in an economic family,24800.0
2014,"Québec, Quebec",Non-elderly males not in an economic family,32500.0
2015,"Québec, Quebec",Non-elderly males not in an economic family,30300.0
2016,"Québec, Quebec",Non-elderly males not in an economic family,32300.0
2017,"Québec, Quebec",Non-elderly males not in an economic family,38200.0
2018,"Québec, Quebec",Non-elderly males not in an economic family,35500.0
2019,"Québec, Quebec",Non-elderly males not in an economic family,34400.0
2010,"Québec, Quebec",Non-elderly females not in an economic family,30800.0
2011,"Québec, Quebec",Non-elderly females not in an economic family,32500.0
2012,"Québec, Quebec",Non-elderly females not in an economic family,32100.0
2013,"Québec, Quebec",Non-elderly females not in an economic family,35700.0
2014,"Québec, Quebec",Non-elderly females not in an economic family,25100.0
2015,"Québec, Quebec",Non-elderly females not in an economic family,36800.0
2016,"Québec, Quebec",Non-elderly females not in an economic family,32500.0
2017,"Québec, Quebec",Non-elderly females not in an economic family,31800.0
2018,"Québec, Quebec",Non-elderly females not in an economic family,35200.0
2019,"Québec, Quebec",Non-elderly females not in an economic family,32000.0
