Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,53.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,22.4
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,21.4
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,20.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,33.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,36.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,34.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre,,28.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,40.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,25.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,29.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,27.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,28.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Innovations soutenant d'autres avantages environnementaux,,17.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations offrant des avantages quelconques pour l'environnement,,64.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,49.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,28.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,25.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,24.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,35.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,4.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,51.1
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,47.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre,,31.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,34.9
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,12.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,14.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,17.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,16.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations soutenant d'autres avantages environnementaux,,21.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations offrant des avantages quelconques pour l'environnement,,79.9
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,64.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,46.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,55.2
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,24.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,51.1
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,16.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,66.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,55.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre,,58.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,41.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,23.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,17.3
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,13.8
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,23.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations soutenant d'autres avantages environnementaux,,16.8
2020/2022,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,63.1
