Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2020,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",13,88.89
2020,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",13,33.33
2020,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Wastewater assets,All rural municipalities,13,74.58
2020,New Brunswick,Wastewater assets,"Rural municipalities, population less than 5000",13,72.73
2020,New Brunswick,Wastewater assets,"Rural municipalities, population greater than 5000",13,100.0
2020,New Brunswick,Solid waste assets,All municipalities,13,40.91
2020,New Brunswick,Solid waste assets,All urban municipalities,13,50.0
2020,New Brunswick,Solid waste assets,"Urban municipalities, population less than 5000",13,
2020,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",13,
2020,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",13,50.0
2020,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Solid waste assets,All rural municipalities,13,40.0
2020,New Brunswick,Solid waste assets,"Rural municipalities, population less than 5000",13,42.11
2020,New Brunswick,Solid waste assets,"Rural municipalities, population greater than 5000",13,0.0
2020,New Brunswick,Roads,All municipalities,13,72.63
2020,New Brunswick,Roads,All urban municipalities,13,84.0
2020,New Brunswick,Roads,"Urban municipalities, population less than 5000",13,91.67
2020,New Brunswick,Roads,"Urban municipalities, population greater than 5000 to 30,000",13,90.0
2020,New Brunswick,Roads,"Urban municipalities, population greater than 30,000 to 100,000",13,33.33
2020,New Brunswick,Roads,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Roads,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Roads,All rural municipalities,13,70.0
2020,New Brunswick,Roads,"Rural municipalities, population less than 5000",13,69.7
2020,New Brunswick,Roads,"Rural municipalities, population greater than 5000",13,75.0
2020,New Brunswick,Bridges and tunnels,All municipalities,13,21.74
2020,New Brunswick,Bridges and tunnels,All urban municipalities,13,0.0
2020,New Brunswick,Bridges and tunnels,"Urban municipalities, population less than 5000",13,0.0
2020,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",13,0.0
2020,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",13,0.0
2020,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Bridges and tunnels,All rural municipalities,13,26.32
2020,New Brunswick,Bridges and tunnels,"Rural municipalities, population less than 5000",13,27.78
2020,New Brunswick,Bridges and tunnels,"Rural municipalities, population greater than 5000",13,0.0
2020,New Brunswick,Social and affordable housing,All municipalities,13,
2020,New Brunswick,Social and affordable housing,All urban municipalities,13,
2020,New Brunswick,Social and affordable housing,"Urban municipalities, population less than 5000",13,
2020,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",13,
2020,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",13,
2020,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Social and affordable housing,All rural municipalities,13,
2020,New Brunswick,Social and affordable housing,"Rural municipalities, population less than 5000",13,
2020,New Brunswick,Social and affordable housing,"Rural municipalities, population greater than 5000",13,
2020,New Brunswick,"Culture, recreation and sports facilities",All municipalities,13,63.27
2020,New Brunswick,"Culture, recreation and sports facilities",All urban municipalities,13,62.5
2020,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",13,70.0
2020,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",13,80.0
2020,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",13,0.0
2020,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,"Culture, recreation and sports facilities",All rural municipalities,13,63.51
2020,New Brunswick,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",13,63.24
2020,New Brunswick,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",13,50.0
2020,New Brunswick,Shelters and homeless services assets,All municipalities,13,
2020,New Brunswick,Shelters and homeless services assets,All urban municipalities,13,
2020,New Brunswick,Shelters and homeless services assets,"Urban municipalities, population less than 5000",13,
2020,New Brunswick,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",13,
2020,New Brunswick,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",13,
2020,New Brunswick,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Shelters and homeless services assets,All rural municipalities,13,
2020,New Brunswick,Shelters and homeless services assets,"Rural municipalities, population less than 5000",13,
2020,New Brunswick,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",13,
2020,New Brunswick,Active transportation assets,All municipalities,13,
2020,New Brunswick,Active transportation assets,All urban municipalities,13,
2020,New Brunswick,Active transportation assets,"Urban municipalities, population less than 5000",13,
2020,New Brunswick,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",13,
2020,New Brunswick,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",13,
2020,New Brunswick,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Active transportation assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Active transportation assets,All rural municipalities,13,
2020,New Brunswick,Active transportation assets,"Rural municipalities, population less than 5000",13,
2020,New Brunswick,Active transportation assets,"Rural municipalities, population greater than 5000",13,
2020,Quebec,Public transit assets,All municipalities,24,30.43
2020,Quebec,Public transit assets,All urban municipalities,24,40.91
2020,Quebec,Public transit assets,"Urban municipalities, population less than 5000",24,0.0
2020,Quebec,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",24,0.0
2020,Quebec,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",24,50.0
2020,Quebec,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",24,66.67
2020,Quebec,Public transit assets,"Urban municipalities, population greater than 200,000",24,100.0
2020,Quebec,Public transit assets,All rural municipalities,24,24.0
2020,Quebec,Public transit assets,"Rural municipalities, population less than 5000",24,16.67
2020,Quebec,Public transit assets,"Rural municipalities, population greater than 5000",24,50.0
2020,Quebec,Potable water assets,All municipalities,24,45.95
2020,Quebec,Potable water assets,All urban municipalities,24,64.6
2020,Quebec,Potable water assets,"Urban municipalities, population less than 5000",24,55.32
2020,Quebec,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",24,70.89
2020,Quebec,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",24,66.67
2020,Quebec,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",24,80.0
2020,Quebec,Potable water assets,"Urban municipalities, population greater than 200,000",24,60.0
2020,Quebec,Potable water assets,All rural municipalities,24,41.54
2020,Quebec,Potable water assets,"Rural municipalities, population less than 5000",24,41.16
2020,Quebec,Potable water assets,"Rural municipalities, population greater than 5000",24,46.88
2020,Quebec,Stormwater assets,All municipalities,24,53.31
2020,Quebec,Stormwater assets,All urban municipalities,24,74.34
2020,Quebec,Stormwater assets,"Urban municipalities, population less than 5000",24,60.47
2020,Quebec,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",24,76.0
2020,Quebec,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",24,86.96
2020,Quebec,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",24,100.0
2020,Quebec,Stormwater assets,"Urban municipalities, population greater than 200,000",24,100.0
2020,Quebec,Stormwater assets,All rural municipalities,24,48.15
2020,Quebec,Stormwater assets,"Rural municipalities, population less than 5000",24,47.1
2020,Quebec,Stormwater assets,"Rural municipalities, population greater than 5000",24,56.25
2020,Quebec,Wastewater assets,All municipalities,24,46.15
2020,Quebec,Wastewater assets,All urban municipalities,24,66.46
2020,Quebec,Wastewater assets,"Urban municipalities, population less than 5000",24,51.11
2020,Quebec,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",24,67.95
2020,Quebec,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",24,79.17
2020,Quebec,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",24,80.0
2020,Quebec,Wastewater assets,"Urban municipalities, population greater than 200,000",24,100.0
2020,Quebec,Wastewater assets,All rural municipalities,24,41.34
