Year,Age at time of death,Sex,Leading causes of death,Value
2024,25 to 34 years,Females,Diabetes mellitus,0.4
2024,25 to 34 years,Females,Alzheimer's disease,0.0
2024,25 to 34 years,Females,Diseases of heart,1.9
2024,25 to 34 years,Females,Cerebrovascular diseases,0.6
2024,25 to 34 years,Females,Influenza and pneumonia,0.8
2024,25 to 34 years,Females,Chronic lower respiratory diseases,0.3
2024,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.8
2024,25 to 34 years,Females,Accidents (unintentional injuries),18.1
2024,25 to 34 years,Females,Intentional self-harm (suicide),5.9
2024,35 to 44 years,Both sexes,Malignant neoplasms,21.4
2024,35 to 44 years,Both sexes,Diabetes mellitus,2.3
2024,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2024,35 to 44 years,Both sexes,Diseases of heart,7.6
2024,35 to 44 years,Both sexes,Cerebrovascular diseases,2.1
2024,35 to 44 years,Both sexes,Influenza and pneumonia,1.6
2024,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.5
2024,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,4.8
2024,35 to 44 years,Both sexes,Accidents (unintentional injuries),38.9
2024,35 to 44 years,Both sexes,Intentional self-harm (suicide),11.6
2024,35 to 44 years,Males,Malignant neoplasms,18.6
2024,35 to 44 years,Males,Diabetes mellitus,3.1
2024,35 to 44 years,Males,Alzheimer's disease,0.0
2024,35 to 44 years,Males,Diseases of heart,10.7
2024,35 to 44 years,Males,Cerebrovascular diseases,2.4
2024,35 to 44 years,Males,Influenza and pneumonia,1.8
2024,35 to 44 years,Males,Chronic lower respiratory diseases,0.5
2024,35 to 44 years,Males,Chronic liver disease and cirrhosis,5.8
2024,35 to 44 years,Males,Accidents (unintentional injuries),57.0
2024,35 to 44 years,Males,Intentional self-harm (suicide),17.5
2024,35 to 44 years,Females,Malignant neoplasms,24.2
2024,35 to 44 years,Females,Diabetes mellitus,1.5
2024,35 to 44 years,Females,Alzheimer's disease,0.1
2024,35 to 44 years,Females,Diseases of heart,4.4
2024,35 to 44 years,Females,Cerebrovascular diseases,1.8
2024,35 to 44 years,Females,Influenza and pneumonia,1.4
2024,35 to 44 years,Females,Chronic lower respiratory diseases,0.4
2024,35 to 44 years,Females,Chronic liver disease and cirrhosis,3.7
2024,35 to 44 years,Females,Accidents (unintentional injuries),20.2
2024,35 to 44 years,Females,Intentional self-harm (suicide),5.6
2024,45 to 54 years,Both sexes,Malignant neoplasms,69.5
2024,45 to 54 years,Both sexes,Diabetes mellitus,6.0
2024,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2024,45 to 54 years,Both sexes,Diseases of heart,29.5
2024,45 to 54 years,Both sexes,Cerebrovascular diseases,5.9
2024,45 to 54 years,Both sexes,Influenza and pneumonia,3.7
2024,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.6
2024,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,9.8
2024,45 to 54 years,Both sexes,Accidents (unintentional injuries),38.2
2024,45 to 54 years,Both sexes,Intentional self-harm (suicide),13.3
2024,45 to 54 years,Males,Malignant neoplasms,63.6
2024,45 to 54 years,Males,Diabetes mellitus,7.5
2024,45 to 54 years,Males,Alzheimer's disease,0.1
2024,45 to 54 years,Males,Diseases of heart,45.0
2024,45 to 54 years,Males,Cerebrovascular diseases,6.1
2024,45 to 54 years,Males,Influenza and pneumonia,4.0
2024,45 to 54 years,Males,Chronic lower respiratory diseases,2.9
2024,45 to 54 years,Males,Chronic liver disease and cirrhosis,11.7
2024,45 to 54 years,Males,Accidents (unintentional injuries),58.5
2024,45 to 54 years,Males,Intentional self-harm (suicide),20.1
2024,45 to 54 years,Females,Malignant neoplasms,75.3
2024,45 to 54 years,Females,Diabetes mellitus,4.4
2024,45 to 54 years,Females,Alzheimer's disease,0.1
2024,45 to 54 years,Females,Diseases of heart,14.1
2024,45 to 54 years,Females,Cerebrovascular diseases,5.8
2024,45 to 54 years,Females,Influenza and pneumonia,3.4
2024,45 to 54 years,Females,Chronic lower respiratory diseases,2.4
2024,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.9
2024,45 to 54 years,Females,Accidents (unintentional injuries),18.2
2024,45 to 54 years,Females,Intentional self-harm (suicide),6.7
2024,55 to 64 years,Both sexes,Malignant neoplasms,214.6
2024,55 to 64 years,Both sexes,Diabetes mellitus,15.4
2024,55 to 64 years,Both sexes,Alzheimer's disease,1.2
2024,55 to 64 years,Both sexes,Diseases of heart,95.4
2024,55 to 64 years,Both sexes,Cerebrovascular diseases,16.9
2024,55 to 64 years,Both sexes,Influenza and pneumonia,9.5
2024,55 to 64 years,Both sexes,Chronic lower respiratory diseases,21.0
2024,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,20.4
2024,55 to 64 years,Both sexes,Accidents (unintentional injuries),39.6
2024,55 to 64 years,Both sexes,Intentional self-harm (suicide),13.4
2024,55 to 64 years,Males,Malignant neoplasms,226.8
2024,55 to 64 years,Males,Diabetes mellitus,20.7
2024,55 to 64 years,Males,Alzheimer's disease,1.1
2024,55 to 64 years,Males,Diseases of heart,143.9
2024,55 to 64 years,Males,Cerebrovascular diseases,21.0
2024,55 to 64 years,Males,Influenza and pneumonia,11.6
2024,55 to 64 years,Males,Chronic lower respiratory diseases,23.2
2024,55 to 64 years,Males,Chronic liver disease and cirrhosis,25.9
2024,55 to 64 years,Males,Accidents (unintentional injuries),59.6
2024,55 to 64 years,Males,Intentional self-harm (suicide),21.5
2024,55 to 64 years,Females,Malignant neoplasms,202.8
2024,55 to 64 years,Females,Diabetes mellitus,10.2
2024,55 to 64 years,Females,Alzheimer's disease,1.3
2024,55 to 64 years,Females,Diseases of heart,48.2
2024,55 to 64 years,Females,Cerebrovascular diseases,12.9
2024,55 to 64 years,Females,Influenza and pneumonia,7.4
2024,55 to 64 years,Females,Chronic lower respiratory diseases,18.8
2024,55 to 64 years,Females,Chronic liver disease and cirrhosis,15.1
2024,55 to 64 years,Females,Accidents (unintentional injuries),20.1
2024,55 to 64 years,Females,Intentional self-harm (suicide),5.6
2024,65 to 74 years,Both sexes,Malignant neoplasms,529.1
2024,65 to 74 years,Both sexes,Diabetes mellitus,33.2
2024,65 to 74 years,Both sexes,Alzheimer's disease,8.4
2024,65 to 74 years,Both sexes,Diseases of heart,233.9
2024,65 to 74 years,Both sexes,Cerebrovascular diseases,47.4
2024,65 to 74 years,Both sexes,Influenza and pneumonia,21.7
2024,65 to 74 years,Both sexes,Chronic lower respiratory diseases,74.2
2024,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,31.7
2024,65 to 74 years,Both sexes,Accidents (unintentional injuries),44.0
2024,65 to 74 years,Both sexes,Intentional self-harm (suicide),9.9
2024,65 to 74 years,Males,Malignant neoplasms,610.5
2024,65 to 74 years,Males,Diabetes mellitus,45.4
2024,65 to 74 years,Males,Alzheimer's disease,7.6
2024,65 to 74 years,Males,Diseases of heart,329.3
2024,65 to 74 years,Males,Cerebrovascular diseases,56.6
2024,65 to 74 years,Males,Influenza and pneumonia,26.4
2024,65 to 74 years,Males,Chronic lower respiratory diseases,79.3
2024,65 to 74 years,Males,Chronic liver disease and cirrhosis,43.1
2024,65 to 74 years,Males,Accidents (unintentional injuries),61.2
2024,65 to 74 years,Males,Intentional self-harm (suicide),16.2
2024,65 to 74 years,Females,Malignant neoplasms,453.3
2024,65 to 74 years,Females,Diabetes mellitus,21.9
2024,65 to 74 years,Females,Alzheimer's disease,9.1
2024,65 to 74 years,Females,Diseases of heart,145.0
2024,65 to 74 years,Females,Cerebrovascular diseases,38.8
2024,65 to 74 years,Females,Influenza and pneumonia,17.3
2024,65 to 74 years,Females,Chronic lower respiratory diseases,69.4
2024,65 to 74 years,Females,Chronic liver disease and cirrhosis,21.0
2024,65 to 74 years,Females,Accidents (unintentional injuries),28.1
2024,65 to 74 years,Females,Intentional self-harm (suicide),3.9
2024,75 to 84 years,Both sexes,Malignant neoplasms,1084.0
2024,75 to 84 years,Both sexes,Diabetes mellitus,79.9
2024,75 to 84 years,Both sexes,Alzheimer's disease,57.9
2024,75 to 84 years,Both sexes,Diseases of heart,616.6
2024,75 to 84 years,Both sexes,Cerebrovascular diseases,163.5
2024,75 to 84 years,Both sexes,Influenza and pneumonia,72.5
2024,75 to 84 years,Both sexes,Chronic lower respiratory diseases,187.0
2024,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,36.5
2024,75 to 84 years,Both sexes,Accidents (unintentional injuries),127.4
2024,75 to 84 years,Both sexes,Intentional self-harm (suicide),9.2
2024,75 to 84 years,Males,Malignant neoplasms,1278.9
2024,75 to 84 years,Males,Diabetes mellitus,99.4
2024,75 to 84 years,Males,Alzheimer's disease,52.3
2024,75 to 84 years,Males,Diseases of heart,798.2
2024,75 to 84 years,Males,Cerebrovascular diseases,174.1
2024,75 to 84 years,Males,Influenza and pneumonia,82.4
2024,75 to 84 years,Males,Chronic lower respiratory diseases,198.6
2024,75 to 84 years,Males,Chronic liver disease and cirrhosis,44.5
2024,75 to 84 years,Males,Accidents (unintentional injuries),150.9
2024,75 to 84 years,Males,Intentional self-harm (suicide),15.9
2024,75 to 84 years,Females,Malignant neoplasms,916.4
2024,75 to 84 years,Females,Diabetes mellitus,63.2
2024,75 to 84 years,Females,Alzheimer's disease,62.7
2024,75 to 84 years,Females,Diseases of heart,460.4
2024,75 to 84 years,Females,Cerebrovascular diseases,154.3
2024,75 to 84 years,Females,Influenza and pneumonia,63.9
2024,75 to 84 years,Females,Chronic lower respiratory diseases,177.1
2024,75 to 84 years,Females,Chronic liver disease and cirrhosis,29.7
2024,75 to 84 years,Females,Accidents (unintentional injuries),107.2
2024,75 to 84 years,Females,Intentional self-harm (suicide),3.5
2024,85 and over,Both sexes,Malignant neoplasms,2025.5
2024,85 and over,Both sexes,Diabetes mellitus,228.8
2024,85 and over,Both sexes,Alzheimer's disease,370.0
2024,85 and over,Both sexes,Diseases of heart,2729.6
2024,85 and over,Both sexes,Cerebrovascular diseases,665.7
2024,85 and over,Both sexes,Influenza and pneumonia,436.8
2024,85 and over,Both sexes,Chronic lower respiratory diseases,432.6
2024,85 and over,Both sexes,Chronic liver disease and cirrhosis,38.7
2024,85 and over,Both sexes,Accidents (unintentional injuries),681.0
2024,85 and over,Both sexes,Intentional self-harm (suicide),9.4
2024,85 and over,Males,Malignant neoplasms,2682.0
2024,85 and over,Males,Diabetes mellitus,278.2
2024,85 and over,Males,Alzheimer's disease,270.9
2024,85 and over,Males,Diseases of heart,3103.6
2024,85 and over,Males,Cerebrovascular diseases,660.5
2024,85 and over,Males,Influenza and pneumonia,487.0
2024,85 and over,Males,Chronic lower respiratory diseases,493.0
2024,85 and over,Males,Chronic liver disease and cirrhosis,54.7
2024,85 and over,Males,Accidents (unintentional injuries),721.5
2024,85 and over,Males,Intentional self-harm (suicide),17.6
2024,85 and over,Females,Malignant neoplasms,1631.0
2024,85 and over,Females,Diabetes mellitus,199.1
2024,85 and over,Females,Alzheimer's disease,429.5
2024,85 and over,Females,Diseases of heart,2504.9
2024,85 and over,Females,Cerebrovascular diseases,668.9
2024,85 and over,Females,Influenza and pneumonia,406.7
2024,85 and over,Females,Chronic lower respiratory diseases,396.3
2024,85 and over,Females,Chronic liver disease and cirrhosis,29.2
2024,85 and over,Females,Accidents (unintentional injuries),656.7
2024,85 and over,Females,Intentional self-harm (suicide),4.5
