Year,Geography,Age group,Sex,Household income,Highest level of education,Series,GeoCode,Value
2017,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,66.9
2017,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,68.4
2017,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,76.7
2017,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,72.9
2017,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,74.7
2017,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,76.9
2017,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,80.0
2017,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,84.1
2017,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,74.6
2017,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,75.9
2017,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,71.6
2017,Prince Edward Island,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,11,73.0
2017,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,76.3
2017,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,79.0
2017,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,78.6
2017,Prince Edward Island,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,11,88.5
2017,Prince Edward Island,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,11,70.8
2017,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,75.4
2017,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,66.3
2017,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,66.8
2017,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,67.1
2017,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,71.7
2017,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,78.9
2017,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,71.3
2017,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,66.4
2017,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,70.8
2017,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,72.3
2017,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,74.6
2017,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,74.6
2017,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,80.3
2017,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,77.3
2017,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,70.3
2017,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,71.2
2017,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,77.5
2017,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,57.8
2017,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,62.5
2017,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,63.5
2017,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,58.3
2017,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,58.5
2017,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,66.2
2017,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,59.5
2017,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,59.9
2017,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,66.7
2017,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,68.6
2017,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,71.4
2017,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,71.4
2017,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,74.7
2017,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,68.3
2017,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,69.1
2017,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,71.0
2017,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,67.0
2017,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,72.1
2017,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,72.0
2017,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,71.1
2017,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,80.8
2017,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,65.3
2017,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,70.6
2017,Manitoba,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,46,73.0
2017,Saskatchewan,"Total, 18 years and over",,First quintile,,Aged 18 years and older,47,74.3
2017,Saskatchewan,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,47,72.3
2017,Saskatchewan,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,47,71.0
2017,Saskatchewan,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,47,70.1
2017,Saskatchewan,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,47,76.3
2017,Saskatchewan,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,47,75.1
2017,Saskatchewan,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,47,71.1
2017,Saskatchewan,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,47,73.5
2017,Alberta,"Total, 18 years and over",,First quintile,,Aged 18 years and older,48,63.1
2017,Alberta,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,48,66.6
2017,Alberta,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,48,67.6
2017,Alberta,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,48,68.0
2017,Alberta,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,48,69.2
2017,Alberta,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,48,73.2
2017,Alberta,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,48,64.6
2017,Alberta,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,48,67.6
2017,British Columbia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,59,68.5
2017,British Columbia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,59,71.1
2017,British Columbia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,59,70.1
2017,British Columbia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,59,73.9
2017,British Columbia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,59,70.0
2017,British Columbia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,59,65.2
2017,British Columbia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,59,68.9
2017,British Columbia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,59,71.5
2018,Canada,"Total, 18 years and over",,First quintile,,Aged 18 years and older,,63.7
2018,Canada,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,,65.6
2018,Canada,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,,68.2
2018,Canada,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,,67.9
2018,Canada,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,,69.7
2018,Canada,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,,70.2
2018,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,66.0
2018,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,67.2
2018,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,66.5
2018,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,75.0
2018,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,80.3
2018,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,81.1
2018,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,81.9
2018,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,78.0
2018,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,84.0
2018,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,75.5
2018,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,61.9
2018,Prince Edward Island,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,11,69.3
2018,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,72.4
2018,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,70.8
2018,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,79.7
2018,Prince Edward Island,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,11,82.4
2018,Prince Edward Island,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,11,73.0
2018,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,69.4
2018,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,61.6
2018,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,69.2
2018,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,74.9
2018,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,80.4
2018,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,78.9
2018,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,74.4
2018,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,73.7
2018,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,72.9
2018,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,63.9
2018,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,69.7
2018,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,74.7
2018,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,72.2
2018,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,84.9
2018,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,69.3
2018,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,74.3
2018,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,74.2
2018,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,60.3
2018,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,59.3
2018,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,60.9
2018,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,55.5
2018,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,58.4
2018,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,67.7
2018,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,56.2
2018,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,57.9
2018,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,65.3
2018,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,66.3
2018,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,70.6
2018,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,71.7
2018,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,69.4
2018,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,72.4
2018,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,68.3
2018,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,69.1
2018,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,67.7
2018,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,75.8
2018,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,69.7
2018,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,75.8
2018,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,73.5
2018,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,71.4
2018,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,69.1
