Year,Geography,Age group,Sex,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2022,Prairie region,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,88.2
2023,Canada,25 years and over,,Total population,Less than high school,,,,31.9
2023,Canada,25 to 54 years,,Total population,Less than high school,,,,62.3
2023,Canada,25 years and over,,Total population,High school graduate or some post-secondary,,,,54.6
2023,Canada,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,77.5
2023,Canada,25 years and over,,Total population,Completed post-secondary education,,,,70.0
2023,Canada,25 to 54 years,,Total population,Completed post-secondary education,,,,88.0
2023,Canada,25 years and over,,Indigenous population,"Total, all education levels",,,,60.1
2023,Canada,25 to 54 years,,Indigenous population,"Total, all education levels",,,,74.3
2023,Canada,25 years and over,,Indigenous population,Less than high school,,,,33.5
2023,Canada,25 to 54 years,,Indigenous population,Less than high school,,,,46.0
2023,Canada,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,58.4
2023,Canada,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,68.3
2023,Canada,25 years and over,,Indigenous population,Completed post-secondary education,,,,70.2
2023,Canada,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,84.0
2023,Canada,25 years and over,,First Nations,"Total, all education levels",,,,57.6
2023,Canada,25 to 54 years,,First Nations,"Total, all education levels",,,,69.7
2023,Canada,25 years and over,,First Nations,Less than high school,,,,30.4
2023,Canada,25 to 54 years,,First Nations,Less than high school,,,,38.6
2023,Canada,25 years and over,,First Nations,High school graduate or some post-secondary,,,,54.1
2023,Canada,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,61.6
2023,Canada,25 years and over,,First Nations,Completed post-secondary education,,,,69.7
2023,Canada,25 to 54 years,,First Nations,Completed post-secondary education,,,,82.6
2023,Canada,25 years and over,,Métis,"Total, all education levels",,,,63.0
2023,Canada,25 to 54 years,,Métis,"Total, all education levels",,,,79.6
2023,Canada,25 years and over,,Métis,Less than high school,,,,37.4
2023,Canada,25 to 54 years,,Métis,Less than high school,,,,55.4
2023,Canada,25 years and over,,Métis,High school graduate or some post-secondary,,,,63.4
2023,Canada,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,77.4
2023,Canada,25 years and over,,Métis,Completed post-secondary education,,,,70.9
2023,Canada,25 to 54 years,,Métis,Completed post-secondary education,,,,85.5
2023,Canada,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,62.7
2023,Canada,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,85.1
2023,Canada,25 years and over,,Non-Indigenous population,Less than high school,,,,31.8
2023,Canada,25 to 54 years,,Non-Indigenous population,Less than high school,,,,64.0
2023,Canada,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,54.4
2023,Canada,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,78.1
2023,Canada,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,70.0
2023,Canada,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,88.2
2023,Eastern and central provinces,25 years and over,,Total population,Less than high school,,,,30.4
2023,Eastern and central provinces,25 to 54 years,,Total population,Less than high school,,,,62.2
2023,Eastern and central provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,52.7
2023,Eastern and central provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,76.8
2023,Eastern and central provinces,25 years and over,,Total population,Completed post-secondary education,,,,69.8
2023,Eastern and central provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,88.2
2023,Eastern and central provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,58.1
2023,Eastern and central provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,75.6
2023,Eastern and central provinces,25 years and over,,Indigenous population,Less than high school,,,,28.9
2023,Eastern and central provinces,25 to 54 years,,Indigenous population,Less than high school,,,,43.5
2023,Eastern and central provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,57.6
2023,Eastern and central provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,71.0
2023,Eastern and central provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,68.5
2023,Eastern and central provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,83.5
2023,Eastern and central provinces,25 years and over,,First Nations,"Total, all education levels",,,,59.2
2023,Eastern and central provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,75.2
2023,Eastern and central provinces,25 years and over,,First Nations,Less than high school,,,,28.1
2023,Eastern and central provinces,25 to 54 years,,First Nations,Less than high school,,,,37.0
2023,Eastern and central provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,56.6
2023,Eastern and central provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,66.8
2023,Eastern and central provinces,25 years and over,,First Nations,Completed post-secondary education,,,,70.2
2023,Eastern and central provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,84.1
2023,Eastern and central provinces,25 years and over,,Métis,"Total, all education levels",,,,57.9
2023,Eastern and central provinces,25 to 54 years,,Métis,"Total, all education levels",,,,76.8
2023,Eastern and central provinces,25 years and over,,Métis,Less than high school,,,,29.9
2023,Eastern and central provinces,25 to 54 years,,Métis,Less than high school,,,,48.7
2023,Eastern and central provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,59.3
2023,Eastern and central provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,77.3
2023,Eastern and central provinces,25 years and over,,Métis,Completed post-secondary education,,,,67.2
2023,Eastern and central provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,82.9
2023,Eastern and central provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,62.0
2023,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,85.1
2023,Eastern and central provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,30.5
2023,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,63.3
2023,Eastern and central provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,52.5
2023,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,77.1
2023,Eastern and central provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.8
2023,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,88.3
2023,Western provinces,25 years and over,,Total population,Less than high school,,,,35.8
2023,Western provinces,25 to 54 years,,Total population,Less than high school,,,,62.5
2023,Western provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,58.0
2023,Western provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,78.5
2023,Western provinces,25 years and over,,Total population,Completed post-secondary education,,,,70.4
2023,Western provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,87.6
2023,Western provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,61.8
2023,Western provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,73.3
2023,Western provinces,25 years and over,,Indigenous population,Less than high school,,,,38.2
2023,Western provinces,25 to 54 years,,Indigenous population,Less than high school,,,,47.7
2023,Western provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,58.9
2023,Western provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,66.8
2023,Western provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,71.9
2023,Western provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,84.4
2023,Western provinces,25 years and over,,First Nations,"Total, all education levels",,,,56.0
2023,Western provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,65.4
2023,Western provinces,25 years and over,,First Nations,Less than high school,,,,32.4
2023,Western provinces,25 to 54 years,,First Nations,Less than high school,,,,39.3
2023,Western provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,52.4
2023,Western provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,58.8
2023,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,69.0
2023,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,80.8
2023,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,67.3
2023,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,81.6
2023,Western provinces,25 years and over,,Métis,Less than high school,,,,45.5
2023,Western provinces,25 to 54 years,,Métis,Less than high school,,,,61.4
2023,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,66.0
2023,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,77.4
2023,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,74.0
2023,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,87.4
2023,Western provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,64.4
2023,Western provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,85.1
2023,Western provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,35.5
2023,Western provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,65.9
2023,Western provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,57.9
