Year,data.Geography,data.Type of work,data.National Occupational Classification (NOC),data.Age,Value
2020,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.25 to 54 years,1.0
2015,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.69
2016,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.76
2017,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.8
2018,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.94
2019,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,0.43
2020,data.New Brunswick,data.Full-time employees,data.Management occupations [0],data.55 years and over,1.04
2015,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.96
2016,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.96
2017,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.92
2018,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.88
2019,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.93
2020,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 years and over,0.88
2015,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,1.27
2016,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,0.86
2017,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,0.94
2018,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,0.83
2019,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,0.93
2020,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.15 to 24 years,0.84
2015,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.94
2016,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.91
2017,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.91
2018,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.85
2019,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.92
2020,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.25 to 54 years,0.87
2015,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.97
2016,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.97
2017,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.95
2018,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.99
2019,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.91
2020,data.New Brunswick,data.Full-time employees,data.Business - finance and administration occupations [1],data.55 years and over,0.83
2015,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,0.89
2016,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,0.81
2017,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,1.0
2018,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,0.87
2019,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,0.86
2020,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 years and over,0.98
2015,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2016,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2017,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2018,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2019,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2020,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.15 to 24 years,
2015,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,0.9
2016,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,0.8
2017,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,1.01
2018,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,0.86
2019,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,0.88
2020,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.25 to 54 years,0.99
2015,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,
2016,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,
2017,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,0.88
2018,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,0.78
2019,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,0.94
2020,data.New Brunswick,data.Full-time employees,data.Natural and applied sciences and related occupations [2],data.55 years and over,0.94
2015,data.New Brunswick,data.Full-time employees,data.Health occupations [3],data.15 years and over,0.98
2016,data.New Brunswick,data.Full-time employees,data.Health occupations [3],data.15 years and over,0.99
2017,data.New Brunswick,data.Full-time employees,data.Health occupations [3],data.15 years and over,1.08
2018,data.New Brunswick,data.Full-time employees,data.Health occupations [3],data.15 years and over,0.98
2019,data.New Brunswick,data.Full-time employees,data.Health occupations [3],data.15 years and over,0.97
