Year,Geography,Gender,Age group,Selected demographic characteristics,GeoCode,Value
2016,Nunavut,Males,15 to 24 years,Immigrants,62,40.0
2016,Nunavut,Males,15 to 24 years,Non-permanent residents,62,0.0
2016,Nunavut,Males,15 to 24 years,Total visible minority population,62,50.0
2016,Nunavut,Males,15 to 24 years,Not a visible minority,62,22.1
2016,Nunavut,Males,15 to 24 years,Indigenous identity,62,20.1
2016,Nunavut,Males,15 to 24 years,First Nations (North American Indian),62,100.0
2016,Nunavut,Males,15 to 24 years,Métis,62,100.0
2016,Nunavut,Males,15 to 24 years,Inuk (Inuit),62,20.0
2016,Nunavut,Males,15 to 24 years,Non-Indigenous identity,62,65.5
2016,Nunavut,Males,25 to 64 years,Total,62,46.6
2016,Nunavut,Males,25 to 64 years,Non immigrants,62,44.1
2016,Nunavut,Males,25 to 64 years,Immigrants,62,94.9
2016,Nunavut,Males,25 to 64 years,Non-permanent residents,62,100.0
2016,Nunavut,Males,25 to 64 years,Total visible minority population,62,95.2
2016,Nunavut,Males,25 to 64 years,Not a visible minority,62,44.7
2016,Nunavut,Males,25 to 64 years,Indigenous identity,62,31.3
2016,Nunavut,Males,25 to 64 years,First Nations (North American Indian),62,75.0
2016,Nunavut,Males,25 to 64 years,Métis,62,75.0
2016,Nunavut,Males,25 to 64 years,Inuk (Inuit),62,30.3
2016,Nunavut,Males,25 to 64 years,Non-Indigenous identity,62,92.7
2016,Nunavut,Males,65 to 74 years,Total,62,33.3
2016,Nunavut,Males,65 to 74 years,Non immigrants,62,28.1
2016,Nunavut,Males,65 to 74 years,Immigrants,62,87.5
2016,Nunavut,Males,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Males,65 to 74 years,Total visible minority population,62,100.0
2016,Nunavut,Males,65 to 74 years,Not a visible minority,62,32.0
2016,Nunavut,Males,65 to 74 years,Indigenous identity,62,16.3
2016,Nunavut,Males,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Males,65 to 74 years,Métis,62,0.0
2016,Nunavut,Males,65 to 74 years,Inuk (Inuit),62,15.2
2016,Nunavut,Males,65 to 74 years,Non-Indigenous identity,62,95.5
2016,Nunavut,Males,75 years and over,Total,62,12.1
2016,Nunavut,Males,75 years and over,Non immigrants,62,9.4
2016,Nunavut,Males,75 years and over,Immigrants,62,0.0
2016,Nunavut,Males,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Males,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Males,75 years and over,Not a visible minority,62,12.1
2016,Nunavut,Males,75 years and over,Indigenous identity,62,6.7
2016,Nunavut,Males,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Males,75 years and over,Métis,62,0.0
2016,Nunavut,Males,75 years and over,Inuk (Inuit),62,6.7
2016,Nunavut,Males,75 years and over,Non-Indigenous identity,62,50.0
2016,Nunavut,Females,Total,Total,62,41.8
2016,Nunavut,Females,Total,Non immigrants,62,39.8
2016,Nunavut,Females,Total,Immigrants,62,92.6
2016,Nunavut,Females,Total,Non-permanent residents,62,100.0
2016,Nunavut,Females,Total,Total visible minority population,62,90.8
2016,Nunavut,Females,Total,Not a visible minority,62,40.1
2016,Nunavut,Females,Total,Indigenous identity,62,31.1
2016,Nunavut,Females,Total,First Nations (North American Indian),62,77.8
2016,Nunavut,Females,Total,Métis,62,91.7
2016,Nunavut,Females,Total,Inuk (Inuit),62,30.2
2016,Nunavut,Females,Total,Non-Indigenous identity,62,93.7
2016,Nunavut,Females,15 to 24 years,Total,62,26.7
2016,Nunavut,Females,15 to 24 years,Non immigrants,62,26.5
2016,Nunavut,Females,15 to 24 years,Immigrants,62,57.1
2016,Nunavut,Females,15 to 24 years,Non-permanent residents,62,0.0
2016,Nunavut,Females,15 to 24 years,Total visible minority population,62,50.0
2016,Nunavut,Females,15 to 24 years,Not a visible minority,62,26.5
2016,Nunavut,Females,15 to 24 years,Indigenous identity,62,24.3
2016,Nunavut,Females,15 to 24 years,First Nations (North American Indian),62,100.0
2016,Nunavut,Females,15 to 24 years,Métis,62,100.0
2016,Nunavut,Females,15 to 24 years,Inuk (Inuit),62,23.9
2016,Nunavut,Females,15 to 24 years,Non-Indigenous identity,62,65.7
2016,Nunavut,Females,25 to 64 years,Total,62,48.9
2016,Nunavut,Females,25 to 64 years,Non immigrants,62,46.7
2016,Nunavut,Females,25 to 64 years,Immigrants,62,95.7
2016,Nunavut,Females,25 to 64 years,Non-permanent residents,62,100.0
2016,Nunavut,Females,25 to 64 years,Total visible minority population,62,96.9
2016,Nunavut,Females,25 to 64 years,Not a visible minority,62,47.0
2016,Nunavut,Females,25 to 64 years,Indigenous identity,62,35.9
2016,Nunavut,Females,25 to 64 years,First Nations (North American Indian),62,85.7
2016,Nunavut,Females,25 to 64 years,Métis,62,91.7
2016,Nunavut,Females,25 to 64 years,Inuk (Inuit),62,34.8
2016,Nunavut,Females,25 to 64 years,Non-Indigenous identity,62,96.8
2016,Nunavut,Females,65 to 74 years,Total,62,25.8
2016,Nunavut,Females,65 to 74 years,Non immigrants,62,22.7
2016,Nunavut,Females,65 to 74 years,Immigrants,62,100.0
2016,Nunavut,Females,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Females,65 to 74 years,Total visible minority population,62,66.7
2016,Nunavut,Females,65 to 74 years,Not a visible minority,62,24.4
2016,Nunavut,Females,65 to 74 years,Indigenous identity,62,15.0
2016,Nunavut,Females,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Females,65 to 74 years,Métis,62,0.0
2016,Nunavut,Females,65 to 74 years,Inuk (Inuit),62,15.0
2016,Nunavut,Females,65 to 74 years,Non-Indigenous identity,62,100.0
2016,Nunavut,Females,75 years and over,Total,62,8.8
2016,Nunavut,Females,75 years and over,Non immigrants,62,6.1
2016,Nunavut,Females,75 years and over,Immigrants,62,0.0
2016,Nunavut,Females,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Females,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Females,75 years and over,Not a visible minority,62,9.1
2016,Nunavut,Females,75 years and over,Indigenous identity,62,0.0
2016,Nunavut,Females,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Females,75 years and over,Métis,62,0.0
2016,Nunavut,Females,75 years and over,Inuk (Inuit),62,6.3
2016,Nunavut,Females,75 years and over,Non-Indigenous identity,62,0.0
2021,Canada,Total,Total,Indigenous identity,,67.0658882525741
2021,Canada,Total,Total,First Nations (North American Indian),,63.3002510591558
2021,Canada,Total,Total,Métis,,74.6794213143726
2021,Canada,Total,Total,Inuk (Inuit),,45.4877794025486
2021,Canada,Total,Total,Non-Indigenous identity,,82.6471930074212
2021,Canada,Men+,Total,Total,,80.4378501135503
2021,Canada,Men+,Total,Indigenous identity,,63.0010093951394
2021,Canada,Men+,Total,First Nations (North American Indian),,58.8904103904726
2021,Canada,Men+,Total,Métis,,70.9548735700114
2021,Canada,Men+,Total,Inuk (Inuit),,42.0493934142114
2021,Canada,Men+,Total,Non-Indigenous identity,,81.2276174898249
2021,Canada,Women+,Total,Total,,83.4116063826866
2021,Canada,Women+,Total,Indigenous identity,,70.7828544646281
2021,Canada,Women+,Total,First Nations (North American Indian),,67.2535429556247
2021,Canada,Women+,Total,Métis,,78.2124694670244
2021,Canada,Women+,Total,Inuk (Inuit),,48.6889874949576
2021,Canada,Women+,Total,Non-Indigenous identity,,84.0135986489364
2021,Canada,Total,15 to 24 years,Total,,66.7281741950606
2021,Canada,Total,15 to 24 years,Indigenous identity,,51.4426620801011
2021,Canada,Total,15 to 24 years,First Nations (North American Indian),,48.0136906154926
2021,Canada,Total,15 to 24 years,Métis,,59.4118283057628
2021,Canada,Total,15 to 24 years,Inuk (Inuit),,36.3449691991786
2021,Canada,Total,15 to 24 years,Non-Indigenous identity,,67.8459459494144
2021,Canada,Men+,15 to 24 years,Total,,65.1656876331759
2021,Canada,Men+,15 to 24 years,Indigenous identity,,49.1878712956286
2021,Canada,Men+,15 to 24 years,First Nations (North American Indian),,45.5089475804131
2021,Canada,Men+,15 to 24 years,Métis,,57.4503657262278
2021,Canada,Men+,15 to 24 years,Inuk (Inuit),,34.4743276283619
2021,Canada,Men+,15 to 24 years,Non-Indigenous identity,,66.3198604836929
2021,Canada,Women+,15 to 24 years,Total,,68.4001554520859
2021,Canada,Women+,15 to 24 years,Indigenous identity,,53.7997630757081
2021,Canada,Women+,15 to 24 years,First Nations (North American Indian),,50.604058799024
2021,Canada,Women+,15 to 24 years,Métis,,61.5212277360815
2021,Canada,Women+,15 to 24 years,Inuk (Inuit),,38.1938690969345
2021,Canada,Women+,15 to 24 years,Non-Indigenous identity,,69.4814223994683
2021,Canada,Total,25 to 64 years,Total,,88.3926543271232
2021,Canada,Total,25 to 64 years,Indigenous identity,,73.8945205940794
2021,Canada,Total,25 to 64 years,First Nations (North American Indian),,69.9245133094954
2021,Canada,Total,25 to 64 years,Métis,,81.9769945254352
2021,Canada,Total,25 to 64 years,Inuk (Inuit),,50.1188024710914
2021,Canada,Total,25 to 64 years,Non-Indigenous identity,,89.0840943660999
2021,Canada,Men+,25 to 64 years,Total,,86.391125469578
2021,Canada,Men+,25 to 64 years,Indigenous identity,,69.4150617136724
2021,Canada,Men+,25 to 64 years,First Nations (North American Indian),,64.999148138683
2021,Canada,Men+,25 to 64 years,Métis,,78.0544296467863
2021,Canada,Men+,25 to 64 years,Inuk (Inuit),,45.6152050683561
2021,Canada,Men+,25 to 64 years,Non-Indigenous identity,,87.164692348114
2021,Canada,Women+,25 to 64 years,Total,,90.3282342800132
2021,Canada,Women+,25 to 64 years,Indigenous identity,,77.8779267051239
2021,Canada,Women+,25 to 64 years,First Nations (North American Indian),,74.228013029316
2021,Canada,Women+,25 to 64 years,Métis,,85.569075749094
2021,Canada,Women+,25 to 64 years,Inuk (Inuit),,54.1943270971636
2021,Canada,Women+,25 to 64 years,Non-Indigenous identity,,90.9477323163519
2021,Canada,Total,65 to 74 years,Total,,78.8706456567438
2021,Canada,Total,65 to 74 years,Indigenous identity,,63.3196549702705
2021,Canada,Total,65 to 74 years,First Nations (North American Indian),,60.640256102441
2021,Canada,Total,65 to 74 years,Métis,,67.1112489660877
2021,Canada,Total,65 to 74 years,Inuk (Inuit),,42.0512820512821
2021,Canada,Total,65 to 74 years,Non-Indigenous identity,,79.3502629322368
2021,Canada,Men+,65 to 74 years,Total,,77.9016945959242
2021,Canada,Men+,65 to 74 years,Indigenous identity,,59.4994617868676
2021,Canada,Men+,65 to 74 years,First Nations (North American Indian),,56.7201426024955
2021,Canada,Men+,65 to 74 years,Métis,,62.927238414762
2021,Canada,Men+,65 to 74 years,Inuk (Inuit),,44.0140845070423
2021,Canada,Men+,65 to 74 years,Non-Indigenous identity,,78.4543729515267
2021,Canada,Women+,65 to 74 years,Total,,79.7608575480087
2021,Canada,Women+,65 to 74 years,Indigenous identity,,66.6588142913231
2021,Canada,Women+,65 to 74 years,First Nations (North American Indian),,63.8304051110788
2021,Canada,Women+,65 to 74 years,Métis,,71.1867862969005
2021,Canada,Women+,65 to 74 years,Inuk (Inuit),,40.1993355481728
2021,Canada,Women+,65 to 74 years,Non-Indigenous identity,,80.1743459547375
2021,Canada,Total,75 years and over,Total,,62.6887178647454
2021,Canada,Total,75 years and over,Indigenous identity,,44.7025495750708
2021,Canada,Total,75 years and over,First Nations (North American Indian),,43.4370529327611
2021,Canada,Total,75 years and over,Métis,,45.8686697358856
2021,Canada,Total,75 years and over,Inuk (Inuit),,25.2066115702479
2021,Canada,Total,75 years and over,Non-Indigenous identity,,63.0634173969133
2021,Canada,Men+,75 years and over,Total,,63.8248729661756
2021,Canada,Men+,75 years and over,Indigenous identity,,42.3184058281551
2021,Canada,Men+,75 years and over,First Nations (North American Indian),,40.9940526762957
2021,Canada,Men+,75 years and over,Métis,,43.7275985663082
2021,Canada,Men+,75 years and over,Inuk (Inuit),,23.5849056603774
2021,Canada,Men+,75 years and over,Non-Indigenous identity,,64.2624896892144
2021,Canada,Women+,75 years and over,Total,,61.7578812329564
2021,Canada,Women+,75 years and over,Indigenous identity,,46.5732613099257
2021,Canada,Women+,75 years and over,First Nations (North American Indian),,45.227062094532
2021,Canada,Women+,75 years and over,Métis,,47.7460901563937
2021,Canada,Women+,75 years and over,Inuk (Inuit),,27.007299270073
2021,Canada,Women+,75 years and over,Non-Indigenous identity,,62.0796420581656
2021,Newfoundland and Labrador,Total,Total,Total,10,77.7917319568624
2021,Newfoundland and Labrador,Total,Total,Indigenous identity,10,74.0838735282445
2021,Newfoundland and Labrador,Total,Total,First Nations (North American Indian),10,75.3504420961829
2021,Newfoundland and Labrador,Total,Total,Métis,10,76.2384550797649
2021,Newfoundland and Labrador,Total,Total,Inuk (Inuit),10,68.9061154177433
2021,Newfoundland and Labrador,Total,Total,Non-Indigenous identity,10,78.1451938610662
2021,Newfoundland and Labrador,Men+,Total,Total,10,75.8197788668703
2021,Newfoundland and Labrador,Men+,Total,Indigenous identity,10,70.3263274336283
2021,Newfoundland and Labrador,Men+,Total,First Nations (North American Indian),10,72.3714155666818
2021,Newfoundland and Labrador,Men+,Total,Métis,10,72.7272727272727
2021,Newfoundland and Labrador,Men+,Total,Inuk (Inuit),10,63.1205673758865
2021,Newfoundland and Labrador,Men+,Total,Non-Indigenous identity,10,76.3341187436887
2021,Newfoundland and Labrador,Women+,Total,Total,10,79.6588486140725
2021,Newfoundland and Labrador,Women+,Total,Indigenous identity,10,77.5101419878296
2021,Newfoundland and Labrador,Women+,Total,First Nations (North American Indian),10,78.009828009828
2021,Newfoundland and Labrador,Women+,Total,Métis,10,79.7029702970297
2021,Newfoundland and Labrador,Women+,Total,Inuk (Inuit),10,74.3288590604027
2021,Newfoundland and Labrador,Women+,Total,Non-Indigenous identity,10,79.868019304639
2021,Newfoundland and Labrador,Total,15 to 24 years,Total,10,65.2829088080887
2021,Newfoundland and Labrador,Total,15 to 24 years,Indigenous identity,10,62.6066718386346
2021,Newfoundland and Labrador,Total,15 to 24 years,First Nations (North American Indian),10,62.2784810126582
2021,Newfoundland and Labrador,Total,15 to 24 years,Métis,10,72.5888324873096
2021,Newfoundland and Labrador,Total,15 to 24 years,Inuk (Inuit),10,56.8888888888889
2021,Newfoundland and Labrador,Total,15 to 24 years,Non-Indigenous identity,10,65.6663332221852
2021,Newfoundland and Labrador,Men+,15 to 24 years,Total,10,63.9962651727358
2021,Newfoundland and Labrador,Men+,15 to 24 years,Indigenous identity,10,59.9695585996956
2021,Newfoundland and Labrador,Men+,15 to 24 years,First Nations (North American Indian),10,59.4805194805195
2021,Newfoundland and Labrador,Men+,15 to 24 years,Métis,10,68.5185185185185
2021,Newfoundland and Labrador,Men+,15 to 24 years,Inuk (Inuit),10,56.198347107438
2021,Newfoundland and Labrador,Men+,15 to 24 years,Non-Indigenous identity,10,64.5593869731801
2021,Newfoundland and Labrador,Women+,15 to 24 years,Total,10,66.6869547575573
2021,Newfoundland and Labrador,Women+,15 to 24 years,Indigenous identity,10,65.4028436018957
2021,Newfoundland and Labrador,Women+,15 to 24 years,First Nations (North American Indian),10,65.0246305418719
2021,Newfoundland and Labrador,Women+,15 to 24 years,Métis,10,77.2727272727273
2021,Newfoundland and Labrador,Women+,15 to 24 years,Inuk (Inuit),10,58.252427184466
2021,Newfoundland and Labrador,Women+,15 to 24 years,Non-Indigenous identity,10,66.8683108422522
2021,Newfoundland and Labrador,Total,25 to 64 years,Total,10,85.5649121496723
2021,Newfoundland and Labrador,Total,25 to 64 years,Indigenous identity,10,82.2435635472007
2021,Newfoundland and Labrador,Total,25 to 64 years,First Nations (North American Indian),10,83.2439678284182
2021,Newfoundland and Labrador,Total,25 to 64 years,Métis,10,83.1891223733004
2021,Newfoundland and Labrador,Total,25 to 64 years,Inuk (Inuit),10,77.4535809018568
2021,Newfoundland and Labrador,Total,25 to 64 years,Non-Indigenous identity,10,85.9007028071185
2021,Newfoundland and Labrador,Men+,25 to 64 years,Total,10,82.6985475896168
2021,Newfoundland and Labrador,Men+,25 to 64 years,Indigenous identity,10,78.0095610604085
2021,Newfoundland and Labrador,Men+,25 to 64 years,First Nations (North American Indian),10,79.9288256227758
2021,Newfoundland and Labrador,Men+,25 to 64 years,Métis,10,80.1566579634465
2021,Newfoundland and Labrador,Men+,25 to 64 years,Inuk (Inuit),10,70.1408450704225
2021,Newfoundland and Labrador,Men+,25 to 64 years,Non-Indigenous identity,10,83.1559757493535
2021,Newfoundland and Labrador,Women+,25 to 64 years,Total,10,88.2463495735145
2021,Newfoundland and Labrador,Women+,25 to 64 years,Indigenous identity,10,85.9622059390667
2021,Newfoundland and Labrador,Women+,25 to 64 years,First Nations (North American Indian),10,86.1850443599493
2021,Newfoundland and Labrador,Women+,25 to 64 years,Métis,10,85.9154929577465
2021,Newfoundland and Labrador,Women+,25 to 64 years,Inuk (Inuit),10,83.9598997493734
2021,Newfoundland and Labrador,Women+,25 to 64 years,Non-Indigenous identity,10,88.4825523429711
