Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2020,data.Ontario,data.Total population,data.Males,data.65 to 69 years,35,7.1
2020,data.Ontario,data.Total population,data.Males,data.70 years and over,35,4.2
2020,data.Ontario,data.Total population,data.Females,data.15 years and over,35,10.0
2020,data.Ontario,data.Total population,data.Females,data.15 to 24 years,35,22.0
2020,data.Ontario,data.Total population,data.Females,data.25 years and over,35,8.0
2020,data.Ontario,data.Total population,data.Females,data.25 to 44 years,35,8.7
2020,data.Ontario,data.Total population,data.Females,data.45 to 64 years,35,7.1
2020,data.Ontario,data.Total population,data.Females,data.45 years and over,35,7.2
2020,data.Ontario,data.Total population,data.Females,data.25 to 54 years,35,8.1
2020,data.Ontario,data.Total population,data.Females,data.55 years and over,35,7.5
2020,data.Ontario,data.Total population,data.Females,data.15 to 64 years,35,10.1
2020,data.Ontario,data.Total population,data.Females,data.15 to 19 years,35,25.3
2020,data.Ontario,data.Total population,data.Females,data.20 to 24 years,35,20.2
2020,data.Ontario,data.Total population,data.Females,data.25 to 29 years,35,10.8
2020,data.Ontario,data.Total population,data.Females,data.30 to 34 years,35,8.8
2020,data.Ontario,data.Total population,data.Females,data.35 to 39 years,35,7.9
2020,data.Ontario,data.Total population,data.Females,data.40 to 44 years,35,7.0
2020,data.Ontario,data.Total population,data.Females,data.45 to 49 years,35,7.4
2020,data.Ontario,data.Total population,data.Females,data.50 to 54 years,35,6.7
2020,data.Ontario,data.Total population,data.Females,data.55 to 59 years,35,6.8
2020,data.Ontario,data.Total population,data.Females,data.60 to 64 years,35,7.9
2020,data.Ontario,data.Total population,data.Females,data.65 years and over,35,8.4
2020,data.Ontario,data.Total population,data.Females,data.65 to 69 years,35,9.8
2020,data.Ontario,data.Total population,data.Females,data.70 years and over,35,5.5
2020,data.Manitoba,data.Total population,data.Both sexes,data.15 years and over,46,8.1
2020,data.Manitoba,data.Total population,data.Both sexes,data.15 to 24 years,46,16.3
2020,data.Manitoba,data.Total population,data.Both sexes,data.25 years and over,46,6.6
2020,data.Manitoba,data.Total population,data.Both sexes,data.25 to 44 years,46,7.2
2020,data.Manitoba,data.Total population,data.Both sexes,data.45 to 64 years,46,6.0
2020,data.Manitoba,data.Total population,data.Both sexes,data.45 years and over,46,5.9
2020,data.Manitoba,data.Total population,data.Both sexes,data.25 to 54 years,46,6.7
2020,data.Manitoba,data.Total population,data.Both sexes,data.55 years and over,46,6.4
2020,data.Manitoba,data.Total population,data.Both sexes,data.15 to 64 years,46,8.3
2020,data.Manitoba,data.Total population,data.Both sexes,data.15 to 19 years,46,20.1
2020,data.Manitoba,data.Total population,data.Both sexes,data.20 to 24 years,46,14.1
2020,data.Manitoba,data.Total population,data.Both sexes,data.25 to 29 years,46,9.4
2020,data.Manitoba,data.Total population,data.Both sexes,data.30 to 34 years,46,6.9
2020,data.Manitoba,data.Total population,data.Both sexes,data.35 to 39 years,46,6.9
2020,data.Manitoba,data.Total population,data.Both sexes,data.40 to 44 years,46,5.8
2020,data.Manitoba,data.Total population,data.Both sexes,data.45 to 49 years,46,5.8
2020,data.Manitoba,data.Total population,data.Both sexes,data.50 to 54 years,46,5.1
2020,data.Manitoba,data.Total population,data.Both sexes,data.55 to 59 years,46,6.3
2020,data.Manitoba,data.Total population,data.Both sexes,data.60 to 64 years,46,7.1
2020,data.Manitoba,data.Total population,data.Both sexes,data.65 years and over,46,5.3
2020,data.Manitoba,data.Total population,data.Both sexes,data.65 to 69 years,46,5.6
2020,data.Manitoba,data.Total population,data.Both sexes,data.70 years and over,46,4.8
2020,data.Manitoba,data.Total population,data.Males,data.15 years and over,46,8.4
2020,data.Manitoba,data.Total population,data.Males,data.15 to 24 years,46,18.3
2020,data.Manitoba,data.Total population,data.Males,data.25 years and over,46,6.6
2020,data.Manitoba,data.Total population,data.Males,data.25 to 44 years,46,7.5
2020,data.Manitoba,data.Total population,data.Males,data.45 to 64 years,46,5.9
2020,data.Manitoba,data.Total population,data.Males,data.45 years and over,46,5.8
2020,data.Manitoba,data.Total population,data.Males,data.25 to 54 years,46,6.9
2020,data.Manitoba,data.Total population,data.Males,data.55 years and over,46,5.9
2020,data.Manitoba,data.Total population,data.Males,data.15 to 64 years,46,8.6
2020,data.Manitoba,data.Total population,data.Males,data.15 to 19 years,46,21.0
2020,data.Manitoba,data.Total population,data.Males,data.20 to 24 years,46,16.8
2020,data.Manitoba,data.Total population,data.Males,data.25 to 29 years,46,10.8
2020,data.Manitoba,data.Total population,data.Males,data.30 to 34 years,46,7.1
2020,data.Manitoba,data.Total population,data.Males,data.35 to 39 years,46,6.4
2020,data.Manitoba,data.Total population,data.Males,data.40 to 44 years,46,5.8
2020,data.Manitoba,data.Total population,data.Males,data.45 to 49 years,46,5.8
2020,data.Manitoba,data.Total population,data.Males,data.50 to 54 years,46,5.2
2020,data.Manitoba,data.Total population,data.Males,data.55 to 59 years,46,5.5
2020,data.Manitoba,data.Total population,data.Males,data.60 to 64 years,46,7.2
2020,data.Manitoba,data.Total population,data.Males,data.65 years and over,46,4.8
2020,data.Manitoba,data.Total population,data.Males,data.65 to 69 years,46,
2020,data.Manitoba,data.Total population,data.Males,data.70 years and over,46,
2020,data.Manitoba,data.Total population,data.Females,data.15 years and over,46,7.8
2020,data.Manitoba,data.Total population,data.Females,data.15 to 24 years,46,14.4
2020,data.Manitoba,data.Total population,data.Females,data.25 years and over,46,6.6
2020,data.Manitoba,data.Total population,data.Females,data.25 to 44 years,46,6.9
2020,data.Manitoba,data.Total population,data.Females,data.45 to 64 years,46,6.2
2020,data.Manitoba,data.Total population,data.Females,data.45 years and over,46,6.2
2020,data.Manitoba,data.Total population,data.Females,data.25 to 54 years,46,6.5
2020,data.Manitoba,data.Total population,data.Females,data.55 years and over,46,6.9
2020,data.Manitoba,data.Total population,data.Females,data.15 to 64 years,46,7.9
2020,data.Manitoba,data.Total population,data.Females,data.15 to 19 years,46,19.2
2020,data.Manitoba,data.Total population,data.Females,data.20 to 24 years,46,11.1
2020,data.Manitoba,data.Total population,data.Females,data.25 to 29 years,46,8.0
2020,data.Manitoba,data.Total population,data.Females,data.30 to 34 years,46,6.7
2020,data.Manitoba,data.Total population,data.Females,data.35 to 39 years,46,7.4
2020,data.Manitoba,data.Total population,data.Females,data.40 to 44 years,46,5.7
2020,data.Manitoba,data.Total population,data.Females,data.45 to 49 years,46,5.8
2020,data.Manitoba,data.Total population,data.Females,data.50 to 54 years,46,4.9
2020,data.Manitoba,data.Total population,data.Females,data.55 to 59 years,46,7.2
2020,data.Manitoba,data.Total population,data.Females,data.60 to 64 years,46,7.0
2020,data.Manitoba,data.Total population,data.Females,data.65 years and over,46,6.1
2020,data.Manitoba,data.Total population,data.Females,data.65 to 69 years,46,
2020,data.Manitoba,data.Total population,data.Females,data.70 years and over,46,
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.15 years and over,47,8.4
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 24 years,47,17.6
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.25 years and over,47,6.8
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 44 years,47,7.6
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.45 to 64 years,47,6.0
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.45 years and over,47,6.0
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 54 years,47,7.0
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.55 years and over,47,6.3
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 64 years,47,8.5
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 19 years,47,23.1
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.20 to 24 years,47,14.3
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 29 years,47,9.6
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.30 to 34 years,47,8.5
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.35 to 39 years,47,6.5
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.40 to 44 years,47,5.9
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.45 to 49 years,47,5.6
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.50 to 54 years,47,5.7
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.55 to 59 years,47,5.6
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.60 to 64 years,47,7.7
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.65 years and over,47,5.5
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.65 to 69 years,47,6.3
2020,data.Saskatchewan,data.Total population,data.Both sexes,data.70 years and over,47,4.6
2020,data.Saskatchewan,data.Total population,data.Males,data.15 years and over,47,8.8
2020,data.Saskatchewan,data.Total population,data.Males,data.15 to 24 years,47,18.9
2020,data.Saskatchewan,data.Total population,data.Males,data.25 years and over,47,7.1
2020,data.Saskatchewan,data.Total population,data.Males,data.25 to 44 years,47,8.1
2020,data.Saskatchewan,data.Total population,data.Males,data.45 to 64 years,47,6.4
2020,data.Saskatchewan,data.Total population,data.Males,data.45 years and over,47,6.1
2020,data.Saskatchewan,data.Total population,data.Males,data.25 to 54 years,47,7.5
2020,data.Saskatchewan,data.Total population,data.Males,data.55 years and over,47,6.1
2020,data.Saskatchewan,data.Total population,data.Males,data.15 to 64 years,47,9.1
2020,data.Saskatchewan,data.Total population,data.Males,data.15 to 19 years,47,24.7
2020,data.Saskatchewan,data.Total population,data.Males,data.20 to 24 years,47,15.7
2020,data.Saskatchewan,data.Total population,data.Males,data.25 to 29 years,47,10.5
2020,data.Saskatchewan,data.Total population,data.Males,data.30 to 34 years,47,8.1
2020,data.Saskatchewan,data.Total population,data.Males,data.35 to 39 years,47,7.4
2020,data.Saskatchewan,data.Total population,data.Males,data.40 to 44 years,47,6.3
2020,data.Saskatchewan,data.Total population,data.Males,data.45 to 49 years,47,5.9
2020,data.Saskatchewan,data.Total population,data.Males,data.50 to 54 years,47,6.3
2020,data.Saskatchewan,data.Total population,data.Males,data.55 to 59 years,47,5.3
2020,data.Saskatchewan,data.Total population,data.Males,data.60 to 64 years,47,8.5
2020,data.Saskatchewan,data.Total population,data.Males,data.65 years and over,47,4.9
2020,data.Saskatchewan,data.Total population,data.Males,data.65 to 69 years,47,
2020,data.Saskatchewan,data.Total population,data.Males,data.70 years and over,47,
2020,data.Saskatchewan,data.Total population,data.Females,data.15 years and over,47,7.9
2020,data.Saskatchewan,data.Total population,data.Females,data.15 to 24 years,47,16.1
2020,data.Saskatchewan,data.Total population,data.Females,data.25 years and over,47,6.4
2020,data.Saskatchewan,data.Total population,data.Females,data.25 to 44 years,47,7.0
2020,data.Saskatchewan,data.Total population,data.Females,data.45 to 64 years,47,5.7
2020,data.Saskatchewan,data.Total population,data.Females,data.45 years and over,47,5.8
2020,data.Saskatchewan,data.Total population,data.Females,data.25 to 54 years,47,6.5
2020,data.Saskatchewan,data.Total population,data.Females,data.55 years and over,47,6.4
2020,data.Saskatchewan,data.Total population,data.Females,data.15 to 64 years,47,7.9
2020,data.Saskatchewan,data.Total population,data.Females,data.15 to 19 years,47,21.4
2020,data.Saskatchewan,data.Total population,data.Females,data.20 to 24 years,47,12.7
2020,data.Saskatchewan,data.Total population,data.Females,data.25 to 29 years,47,8.6
2020,data.Saskatchewan,data.Total population,data.Females,data.30 to 34 years,47,9.0
2020,data.Saskatchewan,data.Total population,data.Females,data.35 to 39 years,47,5.5
2020,data.Saskatchewan,data.Total population,data.Females,data.40 to 44 years,47,5.1
2020,data.Saskatchewan,data.Total population,data.Females,data.45 to 49 years,47,5.2
2020,data.Saskatchewan,data.Total population,data.Females,data.50 to 54 years,47,5.4
2020,data.Saskatchewan,data.Total population,data.Females,data.55 to 59 years,47,6.1
2020,data.Saskatchewan,data.Total population,data.Females,data.60 to 64 years,47,6.7
2020,data.Saskatchewan,data.Total population,data.Females,data.65 years and over,47,6.9
2020,data.Saskatchewan,data.Total population,data.Females,data.65 to 69 years,47,
2020,data.Saskatchewan,data.Total population,data.Females,data.70 years and over,47,
2020,data.Alberta,data.Total population,data.Both sexes,data.15 years and over,48,11.3
2020,data.Alberta,data.Total population,data.Both sexes,data.15 to 24 years,48,24.2
2020,data.Alberta,data.Total population,data.Both sexes,data.25 years and over,48,9.4
2020,data.Alberta,data.Total population,data.Both sexes,data.25 to 44 years,48,9.5
2020,data.Alberta,data.Total population,data.Both sexes,data.45 to 64 years,48,9.4
2020,data.Alberta,data.Total population,data.Both sexes,data.45 years and over,48,9.2
2020,data.Alberta,data.Total population,data.Both sexes,data.25 to 54 years,48,9.1
2020,data.Alberta,data.Total population,data.Both sexes,data.55 years and over,48,10.3
2020,data.Alberta,data.Total population,data.Both sexes,data.15 to 64 years,48,11.5
2020,data.Alberta,data.Total population,data.Both sexes,data.15 to 19 years,48,29.6
2020,data.Alberta,data.Total population,data.Both sexes,data.20 to 24 years,48,21.1
2020,data.Alberta,data.Total population,data.Both sexes,data.25 to 29 years,48,12.0
2020,data.Alberta,data.Total population,data.Both sexes,data.30 to 34 years,48,9.1
2020,data.Alberta,data.Total population,data.Both sexes,data.35 to 39 years,48,9.2
2020,data.Alberta,data.Total population,data.Both sexes,data.40 to 44 years,48,7.9
2020,data.Alberta,data.Total population,data.Both sexes,data.45 to 49 years,48,7.5
