Year,Geography,Economic family type,GeoCode,Value
2020,Newfoundland and Labrador,Non-elderly females not in an economic family,10,36500.0
2020,Prince Edward Island,Economic families and persons not in an economic family,11,65600.0
2020,Prince Edward Island,Economic families,11,87000.0
2020,Prince Edward Island,Elderly families,11,69900.0
2020,Prince Edward Island,Elderly couples,11,66300.0
2020,Prince Edward Island,Other elderly families,11,97800.0
2020,Prince Edward Island,Non-elderly families,11,93600.0
2020,Prince Edward Island,Couples,11,88200.0
2020,Prince Edward Island,Couples with children,11,106300.0
2020,Prince Edward Island,Couples with other relatives,11,128800.0
2020,Prince Edward Island,Lone-parent families,11,55200.0
2020,Prince Edward Island,Male lone-parent families,11,
2020,Prince Edward Island,Female lone-parent families,11,55200.0
2020,Prince Edward Island,Other non-elderly families,11,77500.0
2020,Prince Edward Island,Persons not in an economic family,11,33600.0
2020,Prince Edward Island,Elderly persons not in an economic family,11,31700.0
2020,Prince Edward Island,Elderly males not in an economic family,11,31000.0
2020,Prince Edward Island,Elderly females not in an economic family,11,32400.0
2020,Prince Edward Island,Non-elderly persons not in an economic family,11,35100.0
2020,Prince Edward Island,Non-elderly males not in an economic family,11,32400.0
2020,Prince Edward Island,Non-elderly females not in an economic family,11,37700.0
2020,Nova Scotia,Economic families and persons not in an economic family,12,63400.0
2020,Nova Scotia,Economic families,12,89600.0
2020,Nova Scotia,Elderly families,12,70400.0
2020,Nova Scotia,Elderly couples,12,67500.0
2020,Nova Scotia,Other elderly families,12,83900.0
2020,Nova Scotia,Non-elderly families,12,96400.0
2020,Nova Scotia,Couples,12,87100.0
2020,Nova Scotia,Couples with children,12,108100.0
2020,Nova Scotia,Couples with other relatives,12,142100.0
2020,Nova Scotia,Lone-parent families,12,61000.0
2020,Nova Scotia,Male lone-parent families,12,68600.0
2020,Nova Scotia,Female lone-parent families,12,57400.0
2020,Nova Scotia,Other non-elderly families,12,82200.0
2020,Nova Scotia,Persons not in an economic family,12,34100.0
2020,Nova Scotia,Elderly persons not in an economic family,12,32000.0
2020,Nova Scotia,Elderly males not in an economic family,12,34100.0
2020,Nova Scotia,Elderly females not in an economic family,12,30800.0
2020,Nova Scotia,Non-elderly persons not in an economic family,12,35100.0
2020,Nova Scotia,Non-elderly males not in an economic family,12,36800.0
2020,Nova Scotia,Non-elderly females not in an economic family,12,32900.0
2020,New Brunswick,Economic families and persons not in an economic family,13,62700.0
2020,New Brunswick,Economic families,13,86700.0
2020,New Brunswick,Elderly families,13,70000.0
2020,New Brunswick,Elderly couples,13,68400.0
2020,New Brunswick,Other elderly families,13,81100.0
2020,New Brunswick,Non-elderly families,13,95300.0
2020,New Brunswick,Couples,13,81700.0
2020,New Brunswick,Couples with children,13,115000.0
2020,New Brunswick,Couples with other relatives,13,137100.0
2020,New Brunswick,Lone-parent families,13,61200.0
2020,New Brunswick,Male lone-parent families,13,
2020,New Brunswick,Female lone-parent families,13,62100.0
2020,New Brunswick,Other non-elderly families,13,73800.0
2020,New Brunswick,Persons not in an economic family,13,33300.0
2020,New Brunswick,Elderly persons not in an economic family,13,29900.0
2020,New Brunswick,Elderly males not in an economic family,13,32500.0
2020,New Brunswick,Elderly females not in an economic family,13,28100.0
2020,New Brunswick,Non-elderly persons not in an economic family,13,35800.0
2020,New Brunswick,Non-elderly males not in an economic family,13,37800.0
2020,New Brunswick,Non-elderly females not in an economic family,13,34000.0
2020,Quebec,Economic families and persons not in an economic family,24,65900.0
2020,Quebec,Economic families,24,94600.0
2020,Quebec,Elderly families,24,67600.0
2020,Quebec,Elderly couples,24,66100.0
2020,Quebec,Other elderly families,24,75700.0
2020,Quebec,Non-elderly families,24,104500.0
2020,Quebec,Couples,24,90800.0
2020,Quebec,Couples with children,24,116900.0
2020,Quebec,Couples with other relatives,24,143700.0
2020,Quebec,Lone-parent families,24,71800.0
2020,Quebec,Male lone-parent families,24,75800.0
2020,Quebec,Female lone-parent families,24,71200.0
2020,Quebec,Other non-elderly families,24,91600.0
2020,Quebec,Persons not in an economic family,24,36100.0
2020,Quebec,Elderly persons not in an economic family,24,31100.0
2020,Quebec,Elderly males not in an economic family,24,32600.0
2020,Quebec,Elderly females not in an economic family,24,30100.0
2020,Quebec,Non-elderly persons not in an economic family,24,39300.0
2020,Quebec,Non-elderly males not in an economic family,24,41300.0
2020,Quebec,Non-elderly females not in an economic family,24,36500.0
2020,Ontario,Economic families and persons not in an economic family,35,77400.0
2020,Ontario,Economic families,35,106700.0
2020,Ontario,Elderly families,35,79000.0
2020,Ontario,Elderly couples,35,77100.0
2020,Ontario,Other elderly families,35,89200.0
2020,Ontario,Non-elderly families,35,114400.0
2020,Ontario,Couples,35,99700.0
2020,Ontario,Couples with children,35,125300.0
2020,Ontario,Couples with other relatives,35,154600.0
2020,Ontario,Lone-parent families,35,65700.0
2020,Ontario,Male lone-parent families,35,72600.0
2020,Ontario,Female lone-parent families,35,64700.0
2020,Ontario,Other non-elderly families,35,102200.0
2020,Ontario,Persons not in an economic family,35,38700.0
2020,Ontario,Elderly persons not in an economic family,35,37200.0
2020,Ontario,Elderly males not in an economic family,35,40000.0
2020,Ontario,Elderly females not in an economic family,35,36100.0
2020,Ontario,Non-elderly persons not in an economic family,35,39200.0
2020,Ontario,Non-elderly males not in an economic family,35,41800.0
2020,Ontario,Non-elderly females not in an economic family,35,35700.0
2020,Prairie provinces,Economic families and persons not in an economic family,,80500.0
2020,Prairie provinces,Economic families,,108000.0
2020,Prairie provinces,Elderly families,,82300.0
2020,Prairie provinces,Elderly couples,,78600.0
2020,Prairie provinces,Other elderly families,,101400.0
2020,Prairie provinces,Non-elderly families,,115400.0
2020,Prairie provinces,Couples,,103400.0
2020,Prairie provinces,Couples with children,,125900.0
2020,Prairie provinces,Couples with other relatives,,159100.0
2020,Prairie provinces,Lone-parent families,,69600.0
2020,Prairie provinces,Male lone-parent families,,90700.0
2020,Prairie provinces,Female lone-parent families,,65800.0
2020,Prairie provinces,Other non-elderly families,,90500.0
2020,Prairie provinces,Persons not in an economic family,,39800.0
2020,Prairie provinces,Elderly persons not in an economic family,,35400.0
2020,Prairie provinces,Elderly males not in an economic family,,36300.0
2020,Prairie provinces,Elderly females not in an economic family,,34100.0
2020,Prairie provinces,Non-elderly persons not in an economic family,,41900.0
2020,Prairie provinces,Non-elderly males not in an economic family,,44200.0
2020,Prairie provinces,Non-elderly females not in an economic family,,40000.0
2020,Manitoba,Economic families and persons not in an economic family,46,69500.0
2020,Manitoba,Economic families,46,93700.0
2020,Manitoba,Elderly families,46,75700.0
2020,Manitoba,Elderly couples,46,73200.0
2020,Manitoba,Other elderly families,46,92900.0
2020,Manitoba,Non-elderly families,46,100100.0
2020,Manitoba,Couples,46,88900.0
2020,Manitoba,Couples with children,46,110900.0
2020,Manitoba,Couples with other relatives,46,145000.0
2020,Manitoba,Lone-parent families,46,59400.0
2020,Manitoba,Male lone-parent families,46,59400.0
2020,Manitoba,Female lone-parent families,46,58400.0
2020,Manitoba,Other non-elderly families,46,78600.0
2020,Manitoba,Persons not in an economic family,46,37400.0
2020,Manitoba,Elderly persons not in an economic family,46,37100.0
2020,Manitoba,Elderly males not in an economic family,46,40300.0
2020,Manitoba,Elderly females not in an economic family,46,35800.0
2020,Manitoba,Non-elderly persons not in an economic family,46,38200.0
2020,Manitoba,Non-elderly males not in an economic family,46,39000.0
2020,Manitoba,Non-elderly females not in an economic family,46,37100.0
2020,Saskatchewan,Economic families and persons not in an economic family,47,74700.0
2020,Saskatchewan,Economic families,47,100100.0
2020,Saskatchewan,Elderly families,47,77200.0
2020,Saskatchewan,Elderly couples,47,77300.0
2020,Saskatchewan,Other elderly families,47,76300.0
2020,Saskatchewan,Non-elderly families,47,107600.0
2020,Saskatchewan,Couples,47,98900.0
2020,Saskatchewan,Couples with children,47,120200.0
2020,Saskatchewan,Couples with other relatives,47,139900.0
2020,Saskatchewan,Lone-parent families,47,61100.0
2020,Saskatchewan,Male lone-parent families,47,62200.0
2020,Saskatchewan,Female lone-parent families,47,60500.0
2020,Saskatchewan,Other non-elderly families,47,86900.0
2020,Saskatchewan,Persons not in an economic family,47,37200.0
2020,Saskatchewan,Elderly persons not in an economic family,47,34900.0
2020,Saskatchewan,Elderly males not in an economic family,47,36000.0
2020,Saskatchewan,Elderly females not in an economic family,47,34100.0
2020,Saskatchewan,Non-elderly persons not in an economic family,47,39600.0
2020,Saskatchewan,Non-elderly males not in an economic family,47,41200.0
2020,Saskatchewan,Non-elderly females not in an economic family,47,36700.0
2020,Alberta,Economic families and persons not in an economic family,48,85700.0
2020,Alberta,Economic families,48,114700.0
2020,Alberta,Elderly families,48,86900.0
2020,Alberta,Elderly couples,48,82200.0
2020,Alberta,Other elderly families,48,113300.0
2020,Alberta,Non-elderly families,48,122800.0
2020,Alberta,Couples,48,109600.0
2020,Alberta,Couples with children,48,132600.0
2020,Alberta,Couples with other relatives,48,162300.0
2020,Alberta,Lone-parent families,48,82800.0
2020,Alberta,Male lone-parent families,48,119300.0
2020,Alberta,Female lone-parent families,48,76000.0
2020,Alberta,Other non-elderly families,48,97800.0
2020,Alberta,Persons not in an economic family,48,41500.0
2020,Alberta,Elderly persons not in an economic family,48,34700.0
2020,Alberta,Elderly males not in an economic family,48,35800.0
2020,Alberta,Elderly females not in an economic family,48,33700.0
2020,Alberta,Non-elderly persons not in an economic family,48,44700.0
2020,Alberta,Non-elderly males not in an economic family,48,47600.0
2020,Alberta,Non-elderly females not in an economic family,48,42000.0
2020,British Columbia,Economic families and persons not in an economic family,59,74400.0
2020,British Columbia,Economic families,59,104000.0
2020,British Columbia,Elderly families,59,80300.0
2020,British Columbia,Elderly couples,59,77200.0
2020,British Columbia,Other elderly families,59,110800.0
2020,British Columbia,Non-elderly families,59,111200.0
2020,British Columbia,Couples,59,94700.0
2020,British Columbia,Couples with children,59,123300.0
2020,British Columbia,Couples with other relatives,59,159600.0
2020,British Columbia,Lone-parent families,59,69800.0
2020,British Columbia,Male lone-parent families,59,68500.0
2020,British Columbia,Female lone-parent families,59,71000.0
2020,British Columbia,Other non-elderly families,59,95500.0
2020,British Columbia,Persons not in an economic family,59,40400.0
2020,British Columbia,Elderly persons not in an economic family,59,40100.0
2020,British Columbia,Elderly males not in an economic family,59,47300.0
2020,British Columbia,Elderly females not in an economic family,59,36600.0
2020,British Columbia,Non-elderly persons not in an economic family,59,40400.0
2020,British Columbia,Non-elderly males not in an economic family,59,42800.0
2020,British Columbia,Non-elderly females not in an economic family,59,38900.0
2020,"Québec, Quebec",Economic families and persons not in an economic family,,72300.0
2020,"Québec, Quebec",Economic families,,102100.0
2020,"Québec, Quebec",Elderly families,,74600.0
2020,"Québec, Quebec",Elderly couples,,76700.0
2020,"Québec, Quebec",Other elderly families,,
2020,"Québec, Quebec",Non-elderly families,,111700.0
2020,"Québec, Quebec",Couples,,100300.0
2020,"Québec, Quebec",Couples with children,,127000.0
2020,"Québec, Quebec",Couples with other relatives,,137700.0
2020,"Québec, Quebec",Lone-parent families,,87700.0
2020,"Québec, Quebec",Male lone-parent families,,
2020,"Québec, Quebec",Female lone-parent families,,87700.0
2020,"Québec, Quebec",Other non-elderly families,,99900.0
2020,"Québec, Quebec",Persons not in an economic family,,39700.0
2020,"Québec, Quebec",Elderly persons not in an economic family,,36000.0
2020,"Québec, Quebec",Elderly males not in an economic family,,37300.0
2020,"Québec, Quebec",Elderly females not in an economic family,,36000.0
2020,"Québec, Quebec",Non-elderly persons not in an economic family,,41500.0
2020,"Québec, Quebec",Non-elderly males not in an economic family,,44300.0
2020,"Québec, Quebec",Non-elderly females not in an economic family,,36800.0
2020,"Montréal, Quebec",Economic families and persons not in an economic family,,69400.0
2020,"Montréal, Quebec",Economic families,,98400.0
2020,"Montréal, Quebec",Elderly families,,70700.0
2020,"Montréal, Quebec",Elderly couples,,69600.0
2020,"Montréal, Quebec",Other elderly families,,80100.0
2020,"Montréal, Quebec",Non-elderly families,,106400.0
2020,"Montréal, Quebec",Couples,,95700.0
2020,"Montréal, Quebec",Couples with children,,113500.0
2020,"Montréal, Quebec",Couples with other relatives,,146500.0
2020,"Montréal, Quebec",Lone-parent families,,70000.0
2020,"Montréal, Quebec",Male lone-parent families,,
2020,"Montréal, Quebec",Female lone-parent families,,70900.0
2020,"Montréal, Quebec",Other non-elderly families,,93200.0
2020,"Montréal, Quebec",Persons not in an economic family,,36600.0
2020,"Montréal, Quebec",Elderly persons not in an economic family,,31100.0
2020,"Montréal, Quebec",Elderly males not in an economic family,,32400.0
