Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,45 to 54 years,Sex unknown,47,1.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,55 years and over,"Total, sex of accused",47,83.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,55 years and over,Males,47,83.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,55 years and over,Females,47,113.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,55 years and over,Sex unknown,47,24.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Other ages,"Total, sex of accused",47,10.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Other ages,Males,47,13.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Other ages,Females,47,1.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Other ages,Sex unknown,47,57.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Age not applicable,"Total, sex of accused",47,
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,Age not applicable,Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,"Total, age of accused","Total, sex of accused",47,71.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,"Total, age of accused",Males,47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,"Total, age of accused",Females,47,57.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,"Total, age of accused",Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,"Total, age of accused",Sex unknown,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,18 to 24 years,"Total, sex of accused",47,66.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,18 to 24 years,Males,47,73.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,18 to 24 years,Females,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,18 to 24 years,Sex unknown,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,25 to 34 years,"Total, sex of accused",47,77.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,25 to 34 years,Males,47,79.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,25 to 34 years,Females,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,25 to 34 years,Sex unknown,47,79.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,35 to 44 years,"Total, sex of accused",47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,35 to 44 years,Males,47,80.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,35 to 44 years,Females,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,35 to 44 years,Sex unknown,47,91.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,45 to 54 years,"Total, sex of accused",47,71.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,45 to 54 years,Males,47,88.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,45 to 54 years,Females,47,36.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,45 to 54 years,Sex unknown,47,172.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,55 years and over,"Total, sex of accused",47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,55 years and over,Males,47,87.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,55 years and over,Females,47,33.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,55 years and over,Sex unknown,47,75.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Other ages,"Total, sex of accused",47,43.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Other ages,Males,47,40.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Other ages,Females,47,94.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Other ages,Sex unknown,47,43.0
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Age not applicable,"Total, sex of accused",47,
2022/2023,Adult criminal courts,Saskatchewan,Criminal Code traffic,Age not applicable,Company,47,
2022/2023,Adult criminal courts,Alberta,Total offences,"Total, age of accused","Total, sex of accused",48,191.0
2022/2023,Adult criminal courts,Alberta,Total offences,"Total, age of accused",Males,48,197.0
2022/2023,Adult criminal courts,Alberta,Total offences,"Total, age of accused",Females,48,170.0
2022/2023,Adult criminal courts,Alberta,Total offences,"Total, age of accused",Company,48,538.0
2022/2023,Adult criminal courts,Alberta,Total offences,"Total, age of accused",Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,18 to 24 years,"Total, sex of accused",48,211.0
2022/2023,Adult criminal courts,Alberta,Total offences,18 to 24 years,Males,48,221.0
2022/2023,Adult criminal courts,Alberta,Total offences,18 to 24 years,Females,48,176.0
2022/2023,Adult criminal courts,Alberta,Total offences,18 to 24 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,25 to 34 years,"Total, sex of accused",48,193.0
2022/2023,Adult criminal courts,Alberta,Total offences,25 to 34 years,Males,48,197.0
2022/2023,Adult criminal courts,Alberta,Total offences,25 to 34 years,Females,48,177.0
2022/2023,Adult criminal courts,Alberta,Total offences,25 to 34 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,35 to 44 years,"Total, sex of accused",48,191.0
2022/2023,Adult criminal courts,Alberta,Total offences,35 to 44 years,Males,48,197.0
2022/2023,Adult criminal courts,Alberta,Total offences,35 to 44 years,Females,48,169.0
2022/2023,Adult criminal courts,Alberta,Total offences,35 to 44 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,45 to 54 years,"Total, sex of accused",48,179.0
2022/2023,Adult criminal courts,Alberta,Total offences,45 to 54 years,Males,48,183.0
2022/2023,Adult criminal courts,Alberta,Total offences,45 to 54 years,Females,48,155.0
2022/2023,Adult criminal courts,Alberta,Total offences,45 to 54 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,55 years and over,"Total, sex of accused",48,169.0
2022/2023,Adult criminal courts,Alberta,Total offences,55 years and over,Males,48,176.0
2022/2023,Adult criminal courts,Alberta,Total offences,55 years and over,Females,48,141.0
2022/2023,Adult criminal courts,Alberta,Total offences,55 years and over,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,Other ages,"Total, sex of accused",48,39.0
2022/2023,Adult criminal courts,Alberta,Total offences,Other ages,Males,48,48.0
2022/2023,Adult criminal courts,Alberta,Total offences,Other ages,Females,48,11.0
2022/2023,Adult criminal courts,Alberta,Total offences,Other ages,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total offences,Age not applicable,"Total, sex of accused",48,538.0
2022/2023,Adult criminal courts,Alberta,Total offences,Age not applicable,Company,48,538.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,"Total, age of accused","Total, sex of accused",48,193.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,"Total, age of accused",Males,48,199.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,"Total, age of accused",Females,48,171.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,"Total, age of accused",Company,48,952.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,"Total, age of accused",Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,18 to 24 years,"Total, sex of accused",48,211.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,18 to 24 years,Males,48,221.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,18 to 24 years,Females,48,176.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,18 to 24 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,25 to 34 years,"Total, sex of accused",48,195.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,25 to 34 years,Males,48,198.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,25 to 34 years,Females,48,176.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,25 to 34 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,35 to 44 years,"Total, sex of accused",48,193.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,35 to 44 years,Males,48,199.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,35 to 44 years,Females,48,169.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,35 to 44 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,45 to 54 years,"Total, sex of accused",48,183.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,45 to 54 years,Males,48,189.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,45 to 54 years,Females,48,162.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,45 to 54 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,55 years and over,"Total, sex of accused",48,175.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,55 years and over,Males,48,179.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,55 years and over,Females,48,141.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,55 years and over,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Other ages,"Total, sex of accused",48,44.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Other ages,Males,48,48.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Other ages,Females,48,1.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Other ages,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Age not applicable,"Total, sex of accused",48,952.0
2022/2023,Adult criminal courts,Alberta,Total Criminal Code,Age not applicable,Company,48,952.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,"Total, age of accused","Total, sex of accused",48,220.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,"Total, age of accused",Males,48,229.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,"Total, age of accused",Females,48,174.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,"Total, age of accused",Company,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,"Total, age of accused",Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,18 to 24 years,"Total, sex of accused",48,239.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,18 to 24 years,Males,48,251.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,18 to 24 years,Females,48,193.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,18 to 24 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,25 to 34 years,"Total, sex of accused",48,230.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,25 to 34 years,Males,48,239.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,25 to 34 years,Females,48,189.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,25 to 34 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,35 to 44 years,"Total, sex of accused",48,213.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,35 to 44 years,Males,48,224.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,35 to 44 years,Females,48,165.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,35 to 44 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,45 to 54 years,"Total, sex of accused",48,198.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,45 to 54 years,Males,48,211.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,45 to 54 years,Females,48,148.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,45 to 54 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,55 years and over,"Total, sex of accused",48,189.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,55 years and over,Males,48,195.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,55 years and over,Females,48,116.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,55 years and over,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Other ages,"Total, sex of accused",48,65.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Other ages,Males,48,58.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Other ages,Females,48,81.0
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Other ages,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Age not applicable,"Total, sex of accused",48,
2022/2023,Adult criminal courts,Alberta,Crimes against the person,Age not applicable,Company,48,
2022/2023,Adult criminal courts,Alberta,Crimes against property,"Total, age of accused","Total, sex of accused",48,176.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,"Total, age of accused",Males,48,182.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,"Total, age of accused",Females,48,162.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,"Total, age of accused",Company,48,952.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,"Total, age of accused",Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against property,18 to 24 years,"Total, sex of accused",48,181.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,18 to 24 years,Males,48,190.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,18 to 24 years,Females,48,156.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,18 to 24 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against property,25 to 34 years,"Total, sex of accused",48,175.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,25 to 34 years,Males,48,176.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,25 to 34 years,Females,48,169.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,25 to 34 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against property,35 to 44 years,"Total, sex of accused",48,183.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,35 to 44 years,Males,48,191.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,35 to 44 years,Females,48,158.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,35 to 44 years,Sex unknown,48,
2022/2023,Adult criminal courts,Alberta,Crimes against property,45 to 54 years,"Total, sex of accused",48,173.0
2022/2023,Adult criminal courts,Alberta,Crimes against property,45 to 54 years,Males,48,174.0
