Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2019,Quebec,Bachelor's level,Total - Gender,45 to 54 years,Total population,24,20.0
2019,Quebec,Bachelor's level,Men+,45 to 54 years,Total population,24,18.0
2019,Quebec,Bachelor's level,Women+,45 to 54 years,Total population,24,22.0
2019,Quebec,Bachelor's level,Total - Gender,55 to 64 years,Total population,24,14.0
2019,Quebec,Bachelor's level,Men+,55 to 64 years,Total population,24,13.0
2019,Quebec,Bachelor's level,Women+,55 to 64 years,Total population,24,14.0
2019,Quebec,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,24,10.0
2019,Quebec,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,24,9.0
2019,Quebec,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,24,10.0
2019,Quebec,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,24,11.0
2019,Quebec,Master's or Doctoral level,Men+,25 to 34 years,Total population,24,10.0
2019,Quebec,Master's or Doctoral level,Women+,25 to 34 years,Total population,24,13.0
2019,Quebec,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,24,12.0
2019,Quebec,Master's or Doctoral level,Men+,30 to 34 years,Total population,24,10.0
2019,Quebec,Master's or Doctoral level,Women+,30 to 34 years,Total population,24,14.0
2019,Quebec,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,24,13.0
2019,Quebec,Master's or Doctoral level,Men+,35 to 44 years,Total population,24,11.0
2019,Quebec,Master's or Doctoral level,Women+,35 to 44 years,Total population,24,14.0
2019,Quebec,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,24,9.0
2019,Quebec,Master's or Doctoral level,Men+,45 to 54 years,Total population,24,9.0
2019,Quebec,Master's or Doctoral level,Women+,45 to 54 years,Total population,24,9.0
2019,Quebec,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,24,7.0
2019,Quebec,Master's or Doctoral level,Men+,55 to 64 years,Total population,24,7.0
2019,Quebec,Master's or Doctoral level,Women+,55 to 64 years,Total population,24,7.0
2019,Ontario,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,35,65.0
2019,Ontario,Tertiary education,Men+,"Total, 25 to 64 years",Total population,35,61.0
2019,Ontario,Tertiary education,Women+,"Total, 25 to 64 years",Total population,35,70.0
2019,Ontario,Tertiary education,Total - Gender,25 to 34 years,Total population,35,70.0
2019,Ontario,Tertiary education,Men+,25 to 34 years,Total population,35,64.0
2019,Ontario,Tertiary education,Women+,25 to 34 years,Total population,35,77.0
2019,Ontario,Tertiary education,Total - Gender,30 to 34 years,Total population,35,70.0
2019,Ontario,Tertiary education,Men+,30 to 34 years,Total population,35,64.0
2019,Ontario,Tertiary education,Women+,30 to 34 years,Total population,35,76.0
2019,Ontario,Tertiary education,Total - Gender,35 to 44 years,Total population,35,70.0
2019,Ontario,Tertiary education,Men+,35 to 44 years,Total population,35,64.0
2019,Ontario,Tertiary education,Women+,35 to 44 years,Total population,35,76.0
2019,Ontario,Tertiary education,Total - Gender,45 to 54 years,Total population,35,66.0
2019,Ontario,Tertiary education,Men+,45 to 54 years,Total population,35,62.0
2019,Ontario,Tertiary education,Women+,45 to 54 years,Total population,35,70.0
2019,Ontario,Tertiary education,Total - Gender,55 to 64 years,Total population,35,55.0
2019,Ontario,Tertiary education,Men+,55 to 64 years,Total population,35,53.0
2019,Ontario,Tertiary education,Women+,55 to 64 years,Total population,35,58.0
2019,Ontario,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,35,29.0
2019,Ontario,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,35,26.0
2019,Ontario,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,35,31.0
2019,Ontario,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,35,28.0
2019,Ontario,Short-cycle tertiary,Men+,25 to 34 years,Total population,35,27.0
2019,Ontario,Short-cycle tertiary,Women+,25 to 34 years,Total population,35,29.0
2019,Ontario,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,35,29.0
2019,Ontario,Short-cycle tertiary,Men+,30 to 34 years,Total population,35,27.0
2019,Ontario,Short-cycle tertiary,Women+,30 to 34 years,Total population,35,30.0
2019,Ontario,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,35,29.0
2019,Ontario,Short-cycle tertiary,Men+,35 to 44 years,Total population,35,27.0
2019,Ontario,Short-cycle tertiary,Women+,35 to 44 years,Total population,35,31.0
2019,Ontario,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,35,31.0
2019,Ontario,Short-cycle tertiary,Men+,45 to 54 years,Total population,35,27.0
2019,Ontario,Short-cycle tertiary,Women+,45 to 54 years,Total population,35,34.0
2019,Ontario,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,35,28.0
2019,Ontario,Short-cycle tertiary,Men+,55 to 64 years,Total population,35,24.0
2019,Ontario,Short-cycle tertiary,Women+,55 to 64 years,Total population,35,32.0
2019,Ontario,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,35,24.0
2019,Ontario,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,35,22.0
2019,Ontario,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,35,26.0
2019,Ontario,Bachelor's level,Total - Gender,25 to 34 years,Total population,35,30.0
2019,Ontario,Bachelor's level,Men+,25 to 34 years,Total population,35,27.0
2019,Ontario,Bachelor's level,Women+,25 to 34 years,Total population,35,33.0
2019,Ontario,Bachelor's level,Total - Gender,30 to 34 years,Total population,35,27.0
2019,Ontario,Bachelor's level,Men+,30 to 34 years,Total population,35,24.0
2019,Ontario,Bachelor's level,Women+,30 to 34 years,Total population,35,31.0
2019,Ontario,Bachelor's level,Total - Gender,35 to 44 years,Total population,35,26.0
2019,Ontario,Bachelor's level,Men+,35 to 44 years,Total population,35,23.0
2019,Ontario,Bachelor's level,Women+,35 to 44 years,Total population,35,29.0
2019,Ontario,Bachelor's level,Total - Gender,45 to 54 years,Total population,35,24.0
2019,Ontario,Bachelor's level,Men+,45 to 54 years,Total population,35,23.0
2019,Ontario,Bachelor's level,Women+,45 to 54 years,Total population,35,24.0
2019,Ontario,Bachelor's level,Total - Gender,55 to 64 years,Total population,35,17.0
2019,Ontario,Bachelor's level,Men+,55 to 64 years,Total population,35,17.0
2019,Ontario,Bachelor's level,Women+,55 to 64 years,Total population,35,18.0
2019,Ontario,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,35,12.0
2019,Ontario,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,35,12.0
2019,Ontario,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,35,13.0
2019,Ontario,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,35,13.0
2019,Ontario,Master's or Doctoral level,Men+,25 to 34 years,Total population,35,11.0
2019,Ontario,Master's or Doctoral level,Women+,25 to 34 years,Total population,35,15.0
2019,Ontario,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,35,14.0
2019,Ontario,Master's or Doctoral level,Men+,30 to 34 years,Total population,35,13.0
2019,Ontario,Master's or Doctoral level,Women+,30 to 34 years,Total population,35,15.0
2019,Ontario,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,35,14.0
2019,Ontario,Master's or Doctoral level,Men+,35 to 44 years,Total population,35,13.0
2019,Ontario,Master's or Doctoral level,Women+,35 to 44 years,Total population,35,16.0
2019,Ontario,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,35,12.0
2019,Ontario,Master's or Doctoral level,Men+,45 to 54 years,Total population,35,12.0
2019,Ontario,Master's or Doctoral level,Women+,45 to 54 years,Total population,35,12.0
2019,Ontario,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,35,10.0
2019,Ontario,Master's or Doctoral level,Men+,55 to 64 years,Total population,35,11.0
2019,Ontario,Master's or Doctoral level,Women+,55 to 64 years,Total population,35,9.0
2019,Manitoba,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,46,54.0
2019,Manitoba,Tertiary education,Men+,"Total, 25 to 64 years",Total population,46,48.0
2019,Manitoba,Tertiary education,Women+,"Total, 25 to 64 years",Total population,46,60.0
2019,Manitoba,Tertiary education,Total - Gender,25 to 34 years,Total population,46,55.0
2019,Manitoba,Tertiary education,Men+,25 to 34 years,Total population,46,47.0
2019,Manitoba,Tertiary education,Women+,25 to 34 years,Total population,46,62.0
2019,Manitoba,Tertiary education,Total - Gender,30 to 34 years,Total population,46,57.0
2019,Manitoba,Tertiary education,Men+,30 to 34 years,Total population,46,52.0
2019,Manitoba,Tertiary education,Women+,30 to 34 years,Total population,46,64.0
2019,Manitoba,Tertiary education,Total - Gender,35 to 44 years,Total population,46,61.0
2019,Manitoba,Tertiary education,Men+,35 to 44 years,Total population,46,52.0
2019,Manitoba,Tertiary education,Women+,35 to 44 years,Total population,46,70.0
2019,Manitoba,Tertiary education,Total - Gender,45 to 54 years,Total population,46,55.0
2019,Manitoba,Tertiary education,Men+,45 to 54 years,Total population,46,50.0
2019,Manitoba,Tertiary education,Women+,45 to 54 years,Total population,46,60.0
2019,Manitoba,Tertiary education,Total - Gender,55 to 64 years,Total population,46,47.0
2019,Manitoba,Tertiary education,Men+,55 to 64 years,Total population,46,44.0
2019,Manitoba,Tertiary education,Women+,55 to 64 years,Total population,46,50.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,46,25.0
2019,Manitoba,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,46,23.0
2019,Manitoba,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,46,28.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,46,22.0
2019,Manitoba,Short-cycle tertiary,Men+,25 to 34 years,Total population,46,21.0
2019,Manitoba,Short-cycle tertiary,Women+,25 to 34 years,Total population,46,24.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,46,23.0
2019,Manitoba,Short-cycle tertiary,Men+,30 to 34 years,Total population,46,21.0
2019,Manitoba,Short-cycle tertiary,Women+,30 to 34 years,Total population,46,24.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,46,26.0
2019,Manitoba,Short-cycle tertiary,Men+,35 to 44 years,Total population,46,22.0
2019,Manitoba,Short-cycle tertiary,Women+,35 to 44 years,Total population,46,29.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,46,27.0
2019,Manitoba,Short-cycle tertiary,Men+,45 to 54 years,Total population,46,24.0
2019,Manitoba,Short-cycle tertiary,Women+,45 to 54 years,Total population,46,31.0
2019,Manitoba,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,46,27.0
2019,Manitoba,Short-cycle tertiary,Men+,55 to 64 years,Total population,46,23.0
2019,Manitoba,Short-cycle tertiary,Women+,55 to 64 years,Total population,46,31.0
2019,Manitoba,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,46,21.0
2019,Manitoba,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,46,18.0
2019,Manitoba,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,46,24.0
2019,Manitoba,Bachelor's level,Total - Gender,25 to 34 years,Total population,46,25.0
2019,Manitoba,Bachelor's level,Men+,25 to 34 years,Total population,46,21.0
2019,Manitoba,Bachelor's level,Women+,25 to 34 years,Total population,46,29.0
2019,Manitoba,Bachelor's level,Total - Gender,30 to 34 years,Total population,46,26.0
2019,Manitoba,Bachelor's level,Men+,30 to 34 years,Total population,46,23.0
2019,Manitoba,Bachelor's level,Women+,30 to 34 years,Total population,46,29.0
2019,Manitoba,Bachelor's level,Total - Gender,35 to 44 years,Total population,46,25.0
2019,Manitoba,Bachelor's level,Men+,35 to 44 years,Total population,46,20.0
2019,Manitoba,Bachelor's level,Women+,35 to 44 years,Total population,46,29.0
2019,Manitoba,Bachelor's level,Total - Gender,45 to 54 years,Total population,46,20.0
2019,Manitoba,Bachelor's level,Men+,45 to 54 years,Total population,46,19.0
2019,Manitoba,Bachelor's level,Women+,45 to 54 years,Total population,46,22.0
2019,Manitoba,Bachelor's level,Total - Gender,55 to 64 years,Total population,46,13.0
2019,Manitoba,Bachelor's level,Men+,55 to 64 years,Total population,46,13.0
2019,Manitoba,Bachelor's level,Women+,55 to 64 years,Total population,46,14.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,46,8.0
2019,Manitoba,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,46,8.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,46,8.0
2019,Manitoba,Master's or Doctoral level,Men+,25 to 34 years,Total population,46,6.0
2019,Manitoba,Master's or Doctoral level,Women+,25 to 34 years,Total population,46,9.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,46,9.0
2019,Manitoba,Master's or Doctoral level,Men+,30 to 34 years,Total population,46,8.0
2019,Manitoba,Master's or Doctoral level,Women+,30 to 34 years,Total population,46,10.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,46,10.0
2019,Manitoba,Master's or Doctoral level,Men+,35 to 44 years,Total population,46,9.0
2019,Manitoba,Master's or Doctoral level,Women+,35 to 44 years,Total population,46,11.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Men+,45 to 54 years,Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Women+,45 to 54 years,Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Men+,55 to 64 years,Total population,46,7.0
2019,Manitoba,Master's or Doctoral level,Women+,55 to 64 years,Total population,46,6.0
2019,Saskatchewan,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,47,45.0
2019,Saskatchewan,Tertiary education,Men+,"Total, 25 to 64 years",Total population,47,35.0
2019,Saskatchewan,Tertiary education,Women+,"Total, 25 to 64 years",Total population,47,56.0
2019,Saskatchewan,Tertiary education,Total - Gender,25 to 34 years,Total population,47,47.0
2019,Saskatchewan,Tertiary education,Men+,25 to 34 years,Total population,47,35.0
2019,Saskatchewan,Tertiary education,Women+,25 to 34 years,Total population,47,59.0
2019,Saskatchewan,Tertiary education,Total - Gender,30 to 34 years,Total population,47,51.0
2019,Saskatchewan,Tertiary education,Men+,30 to 34 years,Total population,47,39.0
2019,Saskatchewan,Tertiary education,Women+,30 to 34 years,Total population,47,62.0
2019,Saskatchewan,Tertiary education,Total - Gender,35 to 44 years,Total population,47,51.0
2019,Saskatchewan,Tertiary education,Men+,35 to 44 years,Total population,47,42.0
2019,Saskatchewan,Tertiary education,Women+,35 to 44 years,Total population,47,62.0
2019,Saskatchewan,Tertiary education,Total - Gender,45 to 54 years,Total population,47,45.0
2019,Saskatchewan,Tertiary education,Men+,45 to 54 years,Total population,47,34.0
2019,Saskatchewan,Tertiary education,Women+,45 to 54 years,Total population,47,56.0
2019,Saskatchewan,Tertiary education,Total - Gender,55 to 64 years,Total population,47,37.0
2019,Saskatchewan,Tertiary education,Men+,55 to 64 years,Total population,47,29.0
2019,Saskatchewan,Tertiary education,Women+,55 to 64 years,Total population,47,46.0
2019,Saskatchewan,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,47,20.0
