Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2025,Canada,Population totale,Femmes+,25 à 44 ans,,6.0
2025,Canada,Population totale,Femmes+,45 à 64 ans,,4.9
2025,Canada,Population totale,Femmes+,45 ans et plus,,4.8
2025,Canada,Population totale,Femmes+,25 à 54 ans,,5.6
2025,Canada,Population totale,Femmes+,55 ans et plus,,4.8
2025,Canada,Population totale,Femmes+,15 à 64 ans,,6.6
2025,Canada,Population totale,Femmes+,15 à 19 ans,,18.2
2025,Canada,Population totale,Femmes+,20 à 24 ans,,9.9
2025,Canada,Population totale,Femmes+,25 à 29 ans,,7.1
2025,Canada,Population totale,Femmes+,30 à 34 ans,,6.4
2025,Canada,Population totale,Femmes+,35 à 39 ans,,5.6
2025,Canada,Population totale,Femmes+,40 à 44 ans,,4.9
2025,Canada,Population totale,Femmes+,45 à 49 ans,,4.8
2025,Canada,Population totale,Femmes+,50 à 54 ans,,4.7
2025,Canada,Population totale,Femmes+,55 à 59 ans,,4.8
2025,Canada,Population totale,Femmes+,60 à 64 ans,,5.6
2025,Canada,Population totale,Femmes+,65 ans et plus,,3.6
2025,Canada,Population totale,Femmes+,65 à 69 ans,,3.7
2025,Canada,Population totale,Femmes+,70 ans et plus,,3.5
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,15 ans et plus,10,10.1
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,15 à 24 ans,10,16.4
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,25 ans et plus,10,9.2
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,25 à 44 ans,10,8.5
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,45 à 64 ans,10,9.6
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,45 ans et plus,10,9.8
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,25 à 54 ans,10,8.4
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,55 ans et plus,10,11.3
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,15 à 64 ans,10,10.1
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,15 à 19 ans,10,23.2
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,20 à 24 ans,10,12.7
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,25 à 29 ans,10,10.1
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,30 à 34 ans,10,9.1
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,35 à 39 ans,10,7.8
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,40 à 44 ans,10,7.4
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,45 à 49 ans,10,8.2
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,50 à 54 ans,10,7.8
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,55 à 59 ans,10,9.0
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,60 à 64 ans,10,14.7
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,65 ans et plus,10,10.6
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,65 à 69 ans,10,12.4
2025,Terre-Neuve-et-Labrador,Population totale,Total - Genre,70 ans et plus,10,
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,15 ans et plus,10,12.2
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,15 à 24 ans,10,18.2
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,25 ans et plus,10,11.3
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,25 à 44 ans,10,10.4
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,45 à 64 ans,10,12.1
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,45 ans et plus,10,12.3
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,25 à 54 ans,10,10.3
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,55 ans et plus,10,14.0
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,15 à 64 ans,10,12.2
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,15 à 19 ans,10,28.6
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,20 à 24 ans,10,12.9
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,25 à 29 ans,10,10.2
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,30 à 34 ans,10,12.3
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,35 à 39 ans,10,10.6
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,40 à 44 ans,10,8.0
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,45 à 49 ans,10,10.6
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,50 à 54 ans,10,9.6
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,55 à 59 ans,10,11.0
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,60 à 64 ans,10,18.6
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,65 ans et plus,10,
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,65 à 69 ans,10,
2025,Terre-Neuve-et-Labrador,Population totale,Hommes+,70 ans et plus,10,
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,15 ans et plus,10,7.8
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,15 à 24 ans,10,14.5
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,25 ans et plus,10,6.9
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,25 à 44 ans,10,6.7
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,45 à 64 ans,10,7.0
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,45 ans et plus,10,7.1
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,25 à 54 ans,10,6.4
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,55 ans et plus,10,8.3
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,15 à 64 ans,10,7.9
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,15 à 19 ans,10,17.7
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,20 à 24 ans,10,12.5
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,25 à 29 ans,10,9.9
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,30 à 34 ans,10,6.3
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,35 à 39 ans,10,5.0
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,40 à 44 ans,10,6.7
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,45 à 49 ans,10,5.9
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,50 à 54 ans,10,6.0
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,55 à 59 ans,10,7.0
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,60 à 64 ans,10,10.0
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,65 ans et plus,10,
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,65 à 69 ans,10,
2025,Terre-Neuve-et-Labrador,Population totale,Femmes+,70 ans et plus,10,
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,15 ans et plus,11,8.0
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,15 à 24 ans,11,10.9
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,25 ans et plus,11,7.4
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,25 à 44 ans,11,7.2
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,45 à 64 ans,11,7.6
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,45 ans et plus,11,7.7
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,25 à 54 ans,11,6.8
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,55 ans et plus,11,9.0
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,15 à 64 ans,11,8.0
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,15 à 19 ans,11,13.7
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,20 à 24 ans,11,9.6
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,25 à 29 ans,11,8.6
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,30 à 34 ans,11,6.7
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,35 à 39 ans,11,5.8
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,40 à 44 ans,11,6.1
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,45 à 49 ans,11,7.2
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,50 à 54 ans,11,4.6
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,55 à 59 ans,11,8.3
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,60 à 64 ans,11,10.7
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,65 ans et plus,11,8.1
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,65 à 69 ans,11,7.9
2025,Île-du-Prince-Édouard,Population totale,Total - Genre,70 ans et plus,11,
2025,Île-du-Prince-Édouard,Population totale,Hommes+,15 ans et plus,11,8.7
2025,Île-du-Prince-Édouard,Population totale,Hommes+,15 à 24 ans,11,11.9
2025,Île-du-Prince-Édouard,Population totale,Hommes+,25 ans et plus,11,8.1
2025,Île-du-Prince-Édouard,Population totale,Hommes+,25 à 44 ans,11,8.7
2025,Île-du-Prince-Édouard,Population totale,Hommes+,45 à 64 ans,11,8.0
2025,Île-du-Prince-Édouard,Population totale,Hommes+,45 ans et plus,11,7.5
2025,Île-du-Prince-Édouard,Population totale,Hommes+,25 à 54 ans,11,7.8
2025,Île-du-Prince-Édouard,Population totale,Hommes+,55 ans et plus,11,9.1
2025,Île-du-Prince-Édouard,Population totale,Hommes+,15 à 64 ans,11,9.0
2025,Île-du-Prince-Édouard,Population totale,Hommes+,15 à 19 ans,11,12.5
2025,Île-du-Prince-Édouard,Population totale,Hommes+,20 à 24 ans,11,11.7
2025,Île-du-Prince-Édouard,Population totale,Hommes+,25 à 29 ans,11,10.5
2025,Île-du-Prince-Édouard,Population totale,Hommes+,30 à 34 ans,11,7.4
2025,Île-du-Prince-Édouard,Population totale,Hommes+,35 à 39 ans,11,
2025,Île-du-Prince-Édouard,Population totale,Hommes+,40 à 44 ans,11,6.4
2025,Île-du-Prince-Édouard,Population totale,Hommes+,45 à 49 ans,11,6.7
2025,Île-du-Prince-Édouard,Population totale,Hommes+,50 à 54 ans,11,4.2
2025,Île-du-Prince-Édouard,Population totale,Hommes+,55 à 59 ans,11,11.9
2025,Île-du-Prince-Édouard,Population totale,Hommes+,60 à 64 ans,11,10.3
2025,Île-du-Prince-Édouard,Population totale,Hommes+,65 ans et plus,11,5.1
2025,Île-du-Prince-Édouard,Population totale,Hommes+,65 à 69 ans,11,
2025,Île-du-Prince-Édouard,Population totale,Hommes+,70 ans et plus,11,
2025,Île-du-Prince-Édouard,Population totale,Femmes+,15 ans et plus,11,7.1
2025,Île-du-Prince-Édouard,Population totale,Femmes+,15 à 24 ans,11,9.9
2025,Île-du-Prince-Édouard,Population totale,Femmes+,25 ans et plus,11,6.6
2025,Île-du-Prince-Édouard,Population totale,Femmes+,25 à 44 ans,11,5.5
2025,Île-du-Prince-Édouard,Population totale,Femmes+,45 à 64 ans,11,7.1
2025,Île-du-Prince-Édouard,Population totale,Femmes+,45 ans et plus,11,7.3
2025,Île-du-Prince-Édouard,Population totale,Femmes+,25 à 54 ans,11,5.8
2025,Île-du-Prince-Édouard,Population totale,Femmes+,55 ans et plus,11,9.0
2025,Île-du-Prince-Édouard,Population totale,Femmes+,15 à 64 ans,11,6.8
2025,Île-du-Prince-Édouard,Population totale,Femmes+,15 à 19 ans,11,18.5
2025,Île-du-Prince-Édouard,Population totale,Femmes+,20 à 24 ans,11,5.6
2025,Île-du-Prince-Édouard,Population totale,Femmes+,25 à 29 ans,11,6.3
2025,Île-du-Prince-Édouard,Population totale,Femmes+,30 à 34 ans,11,5.9
2025,Île-du-Prince-Édouard,Population totale,Femmes+,35 à 39 ans,11,
2025,Île-du-Prince-Édouard,Population totale,Femmes+,40 à 44 ans,11,5.8
2025,Île-du-Prince-Édouard,Population totale,Femmes+,45 à 49 ans,11,5.8
2025,Île-du-Prince-Édouard,Population totale,Femmes+,50 à 54 ans,11,5.1
2025,Île-du-Prince-Édouard,Population totale,Femmes+,55 à 59 ans,11,7.1
2025,Île-du-Prince-Édouard,Population totale,Femmes+,60 à 64 ans,11,11.1
2025,Île-du-Prince-Édouard,Population totale,Femmes+,65 ans et plus,11,8.7
2025,Île-du-Prince-Édouard,Population totale,Femmes+,65 à 69 ans,11,
2025,Île-du-Prince-Édouard,Population totale,Femmes+,70 ans et plus,11,
2025,Nouvelle-Écosse,Population totale,Total - Genre,15 ans et plus,12,6.6
2025,Nouvelle-Écosse,Population totale,Total - Genre,15 à 24 ans,12,13.0
2025,Nouvelle-Écosse,Population totale,Total - Genre,25 ans et plus,12,5.6
2025,Nouvelle-Écosse,Population totale,Total - Genre,25 à 44 ans,12,5.7
2025,Nouvelle-Écosse,Population totale,Total - Genre,45 à 64 ans,12,5.6
2025,Nouvelle-Écosse,Population totale,Total - Genre,45 ans et plus,12,5.4
2025,Nouvelle-Écosse,Population totale,Total - Genre,25 à 54 ans,12,5.6
2025,Nouvelle-Écosse,Population totale,Total - Genre,55 ans et plus,12,5.4
2025,Nouvelle-Écosse,Population totale,Total - Genre,15 à 64 ans,12,6.7
2025,Nouvelle-Écosse,Population totale,Total - Genre,15 à 19 ans,12,18.6
2025,Nouvelle-Écosse,Population totale,Total - Genre,20 à 24 ans,12,10.1
2025,Nouvelle-Écosse,Population totale,Total - Genre,25 à 29 ans,12,6.1
2025,Nouvelle-Écosse,Population totale,Total - Genre,30 à 34 ans,12,5.8
2025,Nouvelle-Écosse,Population totale,Total - Genre,35 à 39 ans,12,5.4
2025,Nouvelle-Écosse,Population totale,Total - Genre,40 à 44 ans,12,5.5
2025,Nouvelle-Écosse,Population totale,Total - Genre,45 à 49 ans,12,5.1
2025,Nouvelle-Écosse,Population totale,Total - Genre,50 à 54 ans,12,5.8
2025,Nouvelle-Écosse,Population totale,Total - Genre,55 à 59 ans,12,5.1
2025,Nouvelle-Écosse,Population totale,Total - Genre,60 à 64 ans,12,6.5
2025,Nouvelle-Écosse,Population totale,Total - Genre,65 ans et plus,12,4.4
2025,Nouvelle-Écosse,Population totale,Total - Genre,65 à 69 ans,12,5.0
2025,Nouvelle-Écosse,Population totale,Total - Genre,70 ans et plus,12,4.4
2025,Nouvelle-Écosse,Population totale,Hommes+,15 ans et plus,12,7.4
2025,Nouvelle-Écosse,Population totale,Hommes+,15 à 24 ans,12,14.2
2025,Nouvelle-Écosse,Population totale,Hommes+,25 ans et plus,12,6.3
2025,Nouvelle-Écosse,Population totale,Hommes+,25 à 44 ans,12,6.6
2025,Nouvelle-Écosse,Population totale,Hommes+,45 à 64 ans,12,6.2
2025,Nouvelle-Écosse,Population totale,Hommes+,45 ans et plus,12,6.0
2025,Nouvelle-Écosse,Population totale,Hommes+,25 à 54 ans,12,6.5
2025,Nouvelle-Écosse,Population totale,Hommes+,55 ans et plus,12,5.8
2025,Nouvelle-Écosse,Population totale,Hommes+,15 à 64 ans,12,7.6
2025,Nouvelle-Écosse,Population totale,Hommes+,15 à 19 ans,12,19.1
2025,Nouvelle-Écosse,Population totale,Hommes+,20 à 24 ans,12,11.7
2025,Nouvelle-Écosse,Population totale,Hommes+,25 à 29 ans,12,7.0
2025,Nouvelle-Écosse,Population totale,Hommes+,30 à 34 ans,12,7.1
2025,Nouvelle-Écosse,Population totale,Hommes+,35 à 39 ans,12,5.8
2025,Nouvelle-Écosse,Population totale,Hommes+,40 à 44 ans,12,6.6
2025,Nouvelle-Écosse,Population totale,Hommes+,45 à 49 ans,12,5.2
2025,Nouvelle-Écosse,Population totale,Hommes+,50 à 54 ans,12,7.0
2025,Nouvelle-Écosse,Population totale,Hommes+,55 à 59 ans,12,5.1
2025,Nouvelle-Écosse,Population totale,Hommes+,60 à 64 ans,12,7.5
2025,Nouvelle-Écosse,Population totale,Hommes+,65 ans et plus,12,4.9
2025,Nouvelle-Écosse,Population totale,Hommes+,65 à 69 ans,12,
2025,Nouvelle-Écosse,Population totale,Hommes+,70 ans et plus,12,
2025,Nouvelle-Écosse,Population totale,Femmes+,15 ans et plus,12,5.7
2025,Nouvelle-Écosse,Population totale,Femmes+,15 à 24 ans,12,11.8
2025,Nouvelle-Écosse,Population totale,Femmes+,25 ans et plus,12,4.8
2025,Nouvelle-Écosse,Population totale,Femmes+,25 à 44 ans,12,4.7
2025,Nouvelle-Écosse,Population totale,Femmes+,45 à 64 ans,12,4.8
2025,Nouvelle-Écosse,Population totale,Femmes+,45 ans et plus,12,4.8
2025,Nouvelle-Écosse,Population totale,Femmes+,25 à 54 ans,12,4.7
2025,Nouvelle-Écosse,Population totale,Femmes+,55 ans et plus,12,4.9
2025,Nouvelle-Écosse,Population totale,Femmes+,15 à 64 ans,12,5.8
2025,Nouvelle-Écosse,Population totale,Femmes+,15 à 19 ans,12,18.0
2025,Nouvelle-Écosse,Population totale,Femmes+,20 à 24 ans,12,8.4
2025,Nouvelle-Écosse,Population totale,Femmes+,25 à 29 ans,12,5.1
2025,Nouvelle-Écosse,Population totale,Femmes+,30 à 34 ans,12,4.4
2025,Nouvelle-Écosse,Population totale,Femmes+,35 à 39 ans,12,5.2
2025,Nouvelle-Écosse,Population totale,Femmes+,40 à 44 ans,12,4.3
2025,Nouvelle-Écosse,Population totale,Femmes+,45 à 49 ans,12,5.0
2025,Nouvelle-Écosse,Population totale,Femmes+,50 à 54 ans,12,4.4
2025,Nouvelle-Écosse,Population totale,Femmes+,55 à 59 ans,12,4.8
2025,Nouvelle-Écosse,Population totale,Femmes+,60 à 64 ans,12,5.3
2025,Nouvelle-Écosse,Population totale,Femmes+,65 ans et plus,12,4.5
2025,Nouvelle-Écosse,Population totale,Femmes+,65 à 69 ans,12,
2025,Nouvelle-Écosse,Population totale,Femmes+,70 ans et plus,12,
2025,Nouveau-Brunswick,Population totale,Total - Genre,15 ans et plus,13,7.1
2025,Nouveau-Brunswick,Population totale,Total - Genre,15 à 24 ans,13,14.9
2025,Nouveau-Brunswick,Population totale,Total - Genre,25 ans et plus,13,5.9
2025,Nouveau-Brunswick,Population totale,Total - Genre,25 à 44 ans,13,5.9
2025,Nouveau-Brunswick,Population totale,Total - Genre,45 à 64 ans,13,5.9
2025,Nouveau-Brunswick,Population totale,Total - Genre,45 ans et plus,13,6.0
2025,Nouveau-Brunswick,Population totale,Total - Genre,25 à 54 ans,13,5.6
2025,Nouveau-Brunswick,Population totale,Total - Genre,55 ans et plus,13,6.9
2025,Nouveau-Brunswick,Population totale,Total - Genre,15 à 64 ans,13,7.2
2025,Nouveau-Brunswick,Population totale,Total - Genre,15 à 19 ans,13,21.1
2025,Nouveau-Brunswick,Population totale,Total - Genre,20 à 24 ans,13,11.3
2025,Nouveau-Brunswick,Population totale,Total - Genre,25 à 29 ans,13,6.5
2025,Nouveau-Brunswick,Population totale,Total - Genre,30 à 34 ans,13,5.7
2025,Nouveau-Brunswick,Population totale,Total - Genre,35 à 39 ans,13,5.7
2025,Nouveau-Brunswick,Population totale,Total - Genre,40 à 44 ans,13,5.6
2025,Nouveau-Brunswick,Population totale,Total - Genre,45 à 49 ans,13,4.6
2025,Nouveau-Brunswick,Population totale,Total - Genre,50 à 54 ans,13,5.4
2025,Nouveau-Brunswick,Population totale,Total - Genre,55 à 59 ans,13,6.2
2025,Nouveau-Brunswick,Population totale,Total - Genre,60 à 64 ans,13,8.0
2025,Nouveau-Brunswick,Population totale,Total - Genre,65 ans et plus,13,6.6
2025,Nouveau-Brunswick,Population totale,Total - Genre,65 à 69 ans,13,7.8
2025,Nouveau-Brunswick,Population totale,Total - Genre,70 ans et plus,13,
2025,Nouveau-Brunswick,Population totale,Hommes+,15 ans et plus,13,8.1
2025,Nouveau-Brunswick,Population totale,Hommes+,15 à 24 ans,13,16.1
2025,Nouveau-Brunswick,Population totale,Hommes+,25 ans et plus,13,6.8
2025,Nouveau-Brunswick,Population totale,Hommes+,25 à 44 ans,13,6.2
2025,Nouveau-Brunswick,Population totale,Hommes+,45 à 64 ans,13,7.6
2025,Nouveau-Brunswick,Population totale,Hommes+,45 ans et plus,13,7.4
2025,Nouveau-Brunswick,Population totale,Hommes+,25 à 54 ans,13,6.2
2025,Nouveau-Brunswick,Population totale,Hommes+,55 ans et plus,13,8.5
2025,Nouveau-Brunswick,Population totale,Hommes+,15 à 64 ans,13,8.2
2025,Nouveau-Brunswick,Population totale,Hommes+,15 à 19 ans,13,22.5
2025,Nouveau-Brunswick,Population totale,Hommes+,20 à 24 ans,13,12.7
2025,Nouveau-Brunswick,Population totale,Hommes+,25 à 29 ans,13,6.7
2025,Nouveau-Brunswick,Population totale,Hommes+,30 à 34 ans,13,6.2
2025,Nouveau-Brunswick,Population totale,Hommes+,35 à 39 ans,13,5.8
2025,Nouveau-Brunswick,Population totale,Hommes+,40 à 44 ans,13,6.3
2025,Nouveau-Brunswick,Population totale,Hommes+,45 à 49 ans,13,5.7
2025,Nouveau-Brunswick,Population totale,Hommes+,50 à 54 ans,13,6.6
2025,Nouveau-Brunswick,Population totale,Hommes+,55 à 59 ans,13,8.8
2025,Nouveau-Brunswick,Population totale,Hommes+,60 à 64 ans,13,9.6
2025,Nouveau-Brunswick,Population totale,Hommes+,65 ans et plus,13,6.7
2025,Nouveau-Brunswick,Population totale,Hommes+,65 à 69 ans,13,7.6
2025,Nouveau-Brunswick,Population totale,Hommes+,70 ans et plus,13,
2025,Nouveau-Brunswick,Population totale,Femmes+,15 ans et plus,13,6.2
2025,Nouveau-Brunswick,Population totale,Femmes+,15 à 24 ans,13,13.8
2025,Nouveau-Brunswick,Population totale,Femmes+,25 ans et plus,13,5.0
2025,Nouveau-Brunswick,Population totale,Femmes+,25 à 44 ans,13,5.5
