Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,GeoCode,Value
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",48,188.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,45 à 54 ans,Hommes,48,196.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,45 à 54 ans,Femmes,48,151.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,45 à 54 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",48,161.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,55 ans et plus,Hommes,48,162.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,55 ans et plus,Femmes,48,154.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,55 ans et plus,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",48,53.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Autres âges,Hommes,48,53.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Autres âges,Femmes,48,144.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Autres âges,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",48,170.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,48,171.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,48,168.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,48,218.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",48,186.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,18 à 24 ans,Hommes,48,191.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,18 à 24 ans,Femmes,48,175.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,18 à 24 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",48,172.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,25 à 34 ans,Hommes,48,171.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,25 à 34 ans,Femmes,48,176.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,25 à 34 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,35 à 44 ans,"Total, le sexe de l'accusé",48,170.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,35 à 44 ans,Hommes,48,170.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,35 à 44 ans,Femmes,48,170.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,35 à 44 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,45 à 54 ans,"Total, le sexe de l'accusé",48,150.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,45 à 54 ans,Hommes,48,153.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,45 à 54 ans,Femmes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,45 à 54 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,55 ans et plus,"Total, le sexe de l'accusé",48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,55 ans et plus,Hommes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,55 ans et plus,Femmes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,55 ans et plus,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",48,106.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Autres âges,Hommes,48,106.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Autres âges,Femmes,48,1.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Autres âges,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",48,218.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,48,218.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",48,137.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,48,136.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,18 à 24 ans,"Total, le sexe de l'accusé",48,148.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,18 à 24 ans,Hommes,48,146.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,18 à 24 ans,Femmes,48,155.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,18 à 24 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,25 à 34 ans,"Total, le sexe de l'accusé",48,138.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,25 à 34 ans,Hommes,48,137.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,25 à 34 ans,Femmes,48,139.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,25 à 34 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,35 à 44 ans,"Total, le sexe de l'accusé",48,129.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,35 à 44 ans,Hommes,48,131.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,35 à 44 ans,Femmes,48,127.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,35 à 44 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,45 à 54 ans,"Total, le sexe de l'accusé",48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,45 à 54 ans,Hommes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,45 à 54 ans,Femmes,48,137.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,45 à 54 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,55 ans et plus,"Total, le sexe de l'accusé",48,129.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,55 ans et plus,Hommes,48,121.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,55 ans et plus,Femmes,48,174.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,55 ans et plus,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",48,105.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Autres âges,Hommes,48,109.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Autres âges,Femmes,48,90.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",48,148.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Hommes,48,153.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Femmes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sociétés,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,18 à 24 ans,"Total, le sexe de l'accusé",48,139.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,18 à 24 ans,Hommes,48,141.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,18 à 24 ans,Femmes,48,114.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,18 à 24 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,25 à 34 ans,"Total, le sexe de l'accusé",48,162.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,25 à 34 ans,Hommes,48,162.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,25 à 34 ans,Femmes,48,162.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,25 à 34 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",48,155.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,35 à 44 ans,Hommes,48,162.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,35 à 44 ans,Femmes,48,128.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,35 à 44 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",48,144.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,45 à 54 ans,Hommes,48,149.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,45 à 54 ans,Femmes,48,134.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,45 à 54 ans,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",48,124.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,55 ans et plus,Hommes,48,120.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,55 ans et plus,Femmes,48,147.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,55 ans et plus,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Autres âges,"Total, le sexe de l'accusé",48,15.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Autres âges,Hommes,48,8.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Autres âges,Femmes,48,15.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Autres âges,Sexe inconnu,48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",48,0.0
2020/2021,Tribunaux pour adultes,Alberta,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,48,0.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",59,182.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,"Total, l'âge de l'accusé",Hommes,59,178.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,"Total, l'âge de l'accusé",Femmes,59,205.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,"Total, l'âge de l'accusé",Sociétés,59,413.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,59,4.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,18 à 24 ans,"Total, le sexe de l'accusé",59,205.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,18 à 24 ans,Hommes,59,203.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,18 à 24 ans,Femmes,59,216.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,18 à 24 ans,Sexe inconnu,59,35.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,25 à 34 ans,"Total, le sexe de l'accusé",59,184.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,25 à 34 ans,Hommes,59,183.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,25 à 34 ans,Femmes,59,197.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,25 à 34 ans,Sexe inconnu,59,1.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,35 à 44 ans,"Total, le sexe de l'accusé",59,183.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,35 à 44 ans,Hommes,59,178.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,35 à 44 ans,Femmes,59,211.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,35 à 44 ans,Sexe inconnu,59,4.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,45 à 54 ans,"Total, le sexe de l'accusé",59,187.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,45 à 54 ans,Hommes,59,183.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,45 à 54 ans,Femmes,59,225.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,45 à 54 ans,Sexe inconnu,59,1.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,55 ans et plus,"Total, le sexe de l'accusé",59,149.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,55 ans et plus,Hommes,59,144.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,55 ans et plus,Femmes,59,200.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,55 ans et plus,Sexe inconnu,59,1.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Autres âges,"Total, le sexe de l'accusé",59,1.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Autres âges,Hommes,59,1.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Autres âges,Femmes,59,2.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Autres âges,Sexe inconnu,59,36.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",59,413.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,59,413.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",59,197.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,59,196.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,59,206.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,59,185.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,59,64.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,18 à 24 ans,"Total, le sexe de l'accusé",59,207.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,18 à 24 ans,Hommes,59,205.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,18 à 24 ans,Femmes,59,212.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,18 à 24 ans,Sexe inconnu,59,133.0
2020/2021,Tribunaux pour adultes,Colombie-Britannique,Total des infractions au Code criminel,25 à 34 ans,"Total, le sexe de l'accusé",59,189.0
