Year,Géographie,Genre,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Résidents non permanents,61,0.0
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Total de la population des minorités visibles,61,50.0
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Pas une minorité visible,61,28.0
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Identité autochtone,61,11.7
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),61,8.9
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Métis,61,33.3
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Inuk (Inuit),61,25.0
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Identité non autochtone,61,63.0
2016,Nunavut,Total,Total,Total,62,40.6
2016,Nunavut,Total,Total,Non-immigrants,62,38.5
2016,Nunavut,Total,Total,Immigrants,62,93.1
2016,Nunavut,Total,Total,Résidents non permanents,62,90.9
2016,Nunavut,Total,Total,Total de la population des minorités visibles,62,90.0
2016,Nunavut,Total,Total,Pas une minorité visible,62,39.0
2016,Nunavut,Total,Total,Identité autochtone,62,29.0
2016,Nunavut,Total,Total,Premières Nations (Indien de l'Amérique du Nord),62,80.6
2016,Nunavut,Total,Total,Métis,62,78.6
2016,Nunavut,Total,Total,Inuk (Inuit),62,28.2
2016,Nunavut,Total,Total,Identité non autochtone,62,92.1
2016,Nunavut,Total,15 à 24 ans,Total,62,24.6
2016,Nunavut,Total,15 à 24 ans,Non-immigrants,62,24.3
2016,Nunavut,Total,15 à 24 ans,Immigrants,62,45.5
2016,Nunavut,Total,15 à 24 ans,Résidents non permanents,62,100.0
2016,Nunavut,Total,15 à 24 ans,Total de la population des minorités visibles,62,44.4
2016,Nunavut,Total,15 à 24 ans,Pas une minorité visible,62,24.2
2016,Nunavut,Total,15 à 24 ans,Identité autochtone,62,22.3
2016,Nunavut,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),62,75.0
2016,Nunavut,Total,15 à 24 ans,Métis,62,66.7
2016,Nunavut,Total,15 à 24 ans,Inuk (Inuit),62,22.0
2016,Nunavut,Total,15 à 24 ans,Identité non autochtone,62,66.2
2016,Nunavut,Total,25 à 64 ans,Total,62,47.8
2016,Nunavut,Total,25 à 64 ans,Non-immigrants,62,45.4
2016,Nunavut,Total,25 à 64 ans,Immigrants,62,96.6
2016,Nunavut,Total,25 à 64 ans,Résidents non permanents,62,88.9
2016,Nunavut,Total,25 à 64 ans,Total de la population des minorités visibles,62,96.1
2016,Nunavut,Total,25 à 64 ans,Pas une minorité visible,62,45.9
2016,Nunavut,Total,25 à 64 ans,Identité autochtone,62,33.6
2016,Nunavut,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),62,84.6
2016,Nunavut,Total,25 à 64 ans,Métis,62,83.3
2016,Nunavut,Total,25 à 64 ans,Inuk (Inuit),62,32.5
2016,Nunavut,Total,25 à 64 ans,Identité non autochtone,62,94.5
2016,Nunavut,Total,65 à 74 ans,Total,62,29.7
2016,Nunavut,Total,65 à 74 ans,Non-immigrants,62,26.1
2016,Nunavut,Total,65 à 74 ans,Immigrants,62,91.7
2016,Nunavut,Total,65 à 74 ans,Résidents non permanents,62,0.0
2016,Nunavut,Total,65 à 74 ans,Total de la population des minorités visibles,62,80.0
2016,Nunavut,Total,65 à 74 ans,Pas une minorité visible,62,28.3
2016,Nunavut,Total,65 à 74 ans,Identité autochtone,62,16.3
2016,Nunavut,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Total,65 à 74 ans,Métis,62,0.0
2016,Nunavut,Total,65 à 74 ans,Inuk (Inuit),62,14.6
2016,Nunavut,Total,65 à 74 ans,Identité non autochtone,62,91.7
2016,Nunavut,Total,75 ans et plus,Total,62,10.4
2016,Nunavut,Total,75 ans et plus,Non-immigrants,62,7.7
2016,Nunavut,Total,75 ans et plus,Immigrants,62,100.0
2016,Nunavut,Total,75 ans et plus,Résidents non permanents,62,0.0
2016,Nunavut,Total,75 ans et plus,Total de la population des minorités visibles,62,0.0
2016,Nunavut,Total,75 ans et plus,Pas une minorité visible,62,9.0
2016,Nunavut,Total,75 ans et plus,Identité autochtone,62,6.5
2016,Nunavut,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Total,75 ans et plus,Métis,62,0.0
2016,Nunavut,Total,75 ans et plus,Inuk (Inuit),62,4.8
2016,Nunavut,Total,75 ans et plus,Identité non autochtone,62,80.0
2016,Nunavut,Hommes,Total,Total,62,39.4
2016,Nunavut,Hommes,Total,Non-immigrants,62,37.3
2016,Nunavut,Hommes,Total,Immigrants,62,91.5
2016,Nunavut,Hommes,Total,Résidents non permanents,62,100.0
2016,Nunavut,Hommes,Total,Total de la population des minorités visibles,62,90.5
2016,Nunavut,Hommes,Total,Pas une minorité visible,62,37.9
2016,Nunavut,Hommes,Total,Identité autochtone,62,26.9
2016,Nunavut,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),62,85.7
2016,Nunavut,Hommes,Total,Métis,62,73.3
2016,Nunavut,Hommes,Total,Inuk (Inuit),62,26.1
2016,Nunavut,Hommes,Total,Identité non autochtone,62,90.6
2016,Nunavut,Hommes,15 à 24 ans,Total,62,22.4
2016,Nunavut,Hommes,15 à 24 ans,Non-immigrants,62,22.1
2016,Nunavut,Hommes,15 à 24 ans,Immigrants,62,40.0
2016,Nunavut,Hommes,15 à 24 ans,Résidents non permanents,62,0.0
2016,Nunavut,Hommes,15 à 24 ans,Total de la population des minorités visibles,62,50.0
2016,Nunavut,Hommes,15 à 24 ans,Pas une minorité visible,62,22.1
2016,Nunavut,Hommes,15 à 24 ans,Identité autochtone,62,20.1
2016,Nunavut,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),62,100.0
2016,Nunavut,Hommes,15 à 24 ans,Métis,62,100.0
2016,Nunavut,Hommes,15 à 24 ans,Inuk (Inuit),62,20.0
2016,Nunavut,Hommes,15 à 24 ans,Identité non autochtone,62,65.5
2016,Nunavut,Hommes,25 à 64 ans,Total,62,46.6
2016,Nunavut,Hommes,25 à 64 ans,Non-immigrants,62,44.1
2016,Nunavut,Hommes,25 à 64 ans,Immigrants,62,94.9
2016,Nunavut,Hommes,25 à 64 ans,Résidents non permanents,62,100.0
2016,Nunavut,Hommes,25 à 64 ans,Total de la population des minorités visibles,62,95.2
2016,Nunavut,Hommes,25 à 64 ans,Pas une minorité visible,62,44.7
2016,Nunavut,Hommes,25 à 64 ans,Identité autochtone,62,31.3
2016,Nunavut,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),62,75.0
2016,Nunavut,Hommes,25 à 64 ans,Métis,62,75.0
2016,Nunavut,Hommes,25 à 64 ans,Inuk (Inuit),62,30.3
2016,Nunavut,Hommes,25 à 64 ans,Identité non autochtone,62,92.7
2016,Nunavut,Hommes,65 à 74 ans,Total,62,33.3
2016,Nunavut,Hommes,65 à 74 ans,Non-immigrants,62,28.1
2016,Nunavut,Hommes,65 à 74 ans,Immigrants,62,87.5
2016,Nunavut,Hommes,65 à 74 ans,Résidents non permanents,62,0.0
2016,Nunavut,Hommes,65 à 74 ans,Total de la population des minorités visibles,62,100.0
2016,Nunavut,Hommes,65 à 74 ans,Pas une minorité visible,62,32.0
2016,Nunavut,Hommes,65 à 74 ans,Identité autochtone,62,16.3
2016,Nunavut,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Hommes,65 à 74 ans,Métis,62,0.0
2016,Nunavut,Hommes,65 à 74 ans,Inuk (Inuit),62,15.2
2016,Nunavut,Hommes,65 à 74 ans,Identité non autochtone,62,95.5
2016,Nunavut,Hommes,75 ans et plus,Total,62,12.1
2016,Nunavut,Hommes,75 ans et plus,Non-immigrants,62,9.4
2016,Nunavut,Hommes,75 ans et plus,Immigrants,62,0.0
2016,Nunavut,Hommes,75 ans et plus,Résidents non permanents,62,0.0
2016,Nunavut,Hommes,75 ans et plus,Total de la population des minorités visibles,62,0.0
2016,Nunavut,Hommes,75 ans et plus,Pas une minorité visible,62,12.1
2016,Nunavut,Hommes,75 ans et plus,Identité autochtone,62,6.7
2016,Nunavut,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Hommes,75 ans et plus,Métis,62,0.0
2016,Nunavut,Hommes,75 ans et plus,Inuk (Inuit),62,6.7
2016,Nunavut,Hommes,75 ans et plus,Identité non autochtone,62,50.0
2016,Nunavut,Femmes,Total,Total,62,41.8
2016,Nunavut,Femmes,Total,Non-immigrants,62,39.8
2016,Nunavut,Femmes,Total,Immigrants,62,92.6
2016,Nunavut,Femmes,Total,Résidents non permanents,62,100.0
2016,Nunavut,Femmes,Total,Total de la population des minorités visibles,62,90.8
2016,Nunavut,Femmes,Total,Pas une minorité visible,62,40.1
2016,Nunavut,Femmes,Total,Identité autochtone,62,31.1
2016,Nunavut,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),62,77.8
2016,Nunavut,Femmes,Total,Métis,62,91.7
2016,Nunavut,Femmes,Total,Inuk (Inuit),62,30.2
2016,Nunavut,Femmes,Total,Identité non autochtone,62,93.7
2016,Nunavut,Femmes,15 à 24 ans,Total,62,26.7
2016,Nunavut,Femmes,15 à 24 ans,Non-immigrants,62,26.5
2016,Nunavut,Femmes,15 à 24 ans,Immigrants,62,57.1
2016,Nunavut,Femmes,15 à 24 ans,Résidents non permanents,62,0.0
2016,Nunavut,Femmes,15 à 24 ans,Total de la population des minorités visibles,62,50.0
2016,Nunavut,Femmes,15 à 24 ans,Pas une minorité visible,62,26.5
2016,Nunavut,Femmes,15 à 24 ans,Identité autochtone,62,24.3
2016,Nunavut,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),62,100.0
2016,Nunavut,Femmes,15 à 24 ans,Métis,62,100.0
2016,Nunavut,Femmes,15 à 24 ans,Inuk (Inuit),62,23.9
2016,Nunavut,Femmes,15 à 24 ans,Identité non autochtone,62,65.7
2016,Nunavut,Femmes,25 à 64 ans,Total,62,48.9
2016,Nunavut,Femmes,25 à 64 ans,Non-immigrants,62,46.7
2016,Nunavut,Femmes,25 à 64 ans,Immigrants,62,95.7
2016,Nunavut,Femmes,25 à 64 ans,Résidents non permanents,62,100.0
2016,Nunavut,Femmes,25 à 64 ans,Total de la population des minorités visibles,62,96.9
2016,Nunavut,Femmes,25 à 64 ans,Pas une minorité visible,62,47.0
2016,Nunavut,Femmes,25 à 64 ans,Identité autochtone,62,35.9
2016,Nunavut,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),62,85.7
2016,Nunavut,Femmes,25 à 64 ans,Métis,62,91.7
2016,Nunavut,Femmes,25 à 64 ans,Inuk (Inuit),62,34.8
2016,Nunavut,Femmes,25 à 64 ans,Identité non autochtone,62,96.8
2016,Nunavut,Femmes,65 à 74 ans,Total,62,25.8
2016,Nunavut,Femmes,65 à 74 ans,Non-immigrants,62,22.7
2016,Nunavut,Femmes,65 à 74 ans,Immigrants,62,100.0
2016,Nunavut,Femmes,65 à 74 ans,Résidents non permanents,62,0.0
2016,Nunavut,Femmes,65 à 74 ans,Total de la population des minorités visibles,62,66.7
2016,Nunavut,Femmes,65 à 74 ans,Pas une minorité visible,62,24.4
2016,Nunavut,Femmes,65 à 74 ans,Identité autochtone,62,15.0
2016,Nunavut,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Femmes,65 à 74 ans,Métis,62,0.0
2016,Nunavut,Femmes,65 à 74 ans,Inuk (Inuit),62,15.0
2016,Nunavut,Femmes,65 à 74 ans,Identité non autochtone,62,100.0
2016,Nunavut,Femmes,75 ans et plus,Total,62,8.8
2016,Nunavut,Femmes,75 ans et plus,Non-immigrants,62,6.1
2016,Nunavut,Femmes,75 ans et plus,Immigrants,62,0.0
2016,Nunavut,Femmes,75 ans et plus,Résidents non permanents,62,0.0
2016,Nunavut,Femmes,75 ans et plus,Total de la population des minorités visibles,62,0.0
2016,Nunavut,Femmes,75 ans et plus,Pas une minorité visible,62,9.1
2016,Nunavut,Femmes,75 ans et plus,Identité autochtone,62,0.0
2016,Nunavut,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),62,0.0
2016,Nunavut,Femmes,75 ans et plus,Métis,62,0.0
2016,Nunavut,Femmes,75 ans et plus,Inuk (Inuit),62,6.3
2016,Nunavut,Femmes,75 ans et plus,Identité non autochtone,62,0.0
2021,Canada,Total,Total,Identité autochtone,,67.0658882525741
2021,Canada,Total,Total,Premières Nations (Indien de l'Amérique du Nord),,63.3002510591558
2021,Canada,Total,Total,Métis,,74.6794213143726
2021,Canada,Total,Total,Inuk (Inuit),,45.4877794025486
2021,Canada,Total,Total,Identité non autochtone,,82.6471930074212
2021,Canada,Hommes+,Total,Total,,80.4378501135503
2021,Canada,Hommes+,Total,Identité autochtone,,63.0010093951394
2021,Canada,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),,58.8904103904726
2021,Canada,Hommes+,Total,Métis,,70.9548735700114
2021,Canada,Hommes+,Total,Inuk (Inuit),,42.0493934142114
2021,Canada,Hommes+,Total,Identité non autochtone,,81.2276174898249
2021,Canada,Femmes+,Total,Total,,83.4116063826866
2021,Canada,Femmes+,Total,Identité autochtone,,70.7828544646281
2021,Canada,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),,67.2535429556247
2021,Canada,Femmes+,Total,Métis,,78.2124694670244
2021,Canada,Femmes+,Total,Inuk (Inuit),,48.6889874949576
2021,Canada,Femmes+,Total,Identité non autochtone,,84.0135986489364
2021,Canada,Total,15 à 24 ans,Total,,66.7281741950606
2021,Canada,Total,15 à 24 ans,Identité autochtone,,51.4426620801011
2021,Canada,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),,48.0136906154926
2021,Canada,Total,15 à 24 ans,Métis,,59.4118283057628
2021,Canada,Total,15 à 24 ans,Inuk (Inuit),,36.3449691991786
2021,Canada,Total,15 à 24 ans,Identité non autochtone,,67.8459459494144
2021,Canada,Hommes+,15 à 24 ans,Total,,65.1656876331759
2021,Canada,Hommes+,15 à 24 ans,Identité autochtone,,49.1878712956286
2021,Canada,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),,45.5089475804131
2021,Canada,Hommes+,15 à 24 ans,Métis,,57.4503657262278
2021,Canada,Hommes+,15 à 24 ans,Inuk (Inuit),,34.4743276283619
2021,Canada,Hommes+,15 à 24 ans,Identité non autochtone,,66.3198604836929
2021,Canada,Femmes+,15 à 24 ans,Total,,68.4001554520859
2021,Canada,Femmes+,15 à 24 ans,Identité autochtone,,53.7997630757081
2021,Canada,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),,50.604058799024
2021,Canada,Femmes+,15 à 24 ans,Métis,,61.5212277360815
2021,Canada,Femmes+,15 à 24 ans,Inuk (Inuit),,38.1938690969345
2021,Canada,Femmes+,15 à 24 ans,Identité non autochtone,,69.4814223994683
2021,Canada,Total,25 à 64 ans,Total,,88.3926543271232
2021,Canada,Total,25 à 64 ans,Identité autochtone,,73.8945205940794
2021,Canada,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),,69.9245133094954
2021,Canada,Total,25 à 64 ans,Métis,,81.9769945254352
2021,Canada,Total,25 à 64 ans,Inuk (Inuit),,50.1188024710914
2021,Canada,Total,25 à 64 ans,Identité non autochtone,,89.0840943660999
2021,Canada,Hommes+,25 à 64 ans,Total,,86.391125469578
2021,Canada,Hommes+,25 à 64 ans,Identité autochtone,,69.4150617136724
2021,Canada,Hommes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),,64.999148138683
2021,Canada,Hommes+,25 à 64 ans,Métis,,78.0544296467863
2021,Canada,Hommes+,25 à 64 ans,Inuk (Inuit),,45.6152050683561
2021,Canada,Hommes+,25 à 64 ans,Identité non autochtone,,87.164692348114
2021,Canada,Femmes+,25 à 64 ans,Total,,90.3282342800132
2021,Canada,Femmes+,25 à 64 ans,Identité autochtone,,77.8779267051239
2021,Canada,Femmes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),,74.228013029316
2021,Canada,Femmes+,25 à 64 ans,Métis,,85.569075749094
2021,Canada,Femmes+,25 à 64 ans,Inuk (Inuit),,54.1943270971636
2021,Canada,Femmes+,25 à 64 ans,Identité non autochtone,,90.9477323163519
2021,Canada,Total,65 à 74 ans,Total,,78.8706456567438
2021,Canada,Total,65 à 74 ans,Identité autochtone,,63.3196549702705
2021,Canada,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),,60.640256102441
2021,Canada,Total,65 à 74 ans,Métis,,67.1112489660877
2021,Canada,Total,65 à 74 ans,Inuk (Inuit),,42.0512820512821
2021,Canada,Total,65 à 74 ans,Identité non autochtone,,79.3502629322368
2021,Canada,Hommes+,65 à 74 ans,Total,,77.9016945959242
2021,Canada,Hommes+,65 à 74 ans,Identité autochtone,,59.4994617868676
2021,Canada,Hommes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),,56.7201426024955
2021,Canada,Hommes+,65 à 74 ans,Métis,,62.927238414762
2021,Canada,Hommes+,65 à 74 ans,Inuk (Inuit),,44.0140845070423
2021,Canada,Hommes+,65 à 74 ans,Identité non autochtone,,78.4543729515267
2021,Canada,Femmes+,65 à 74 ans,Total,,79.7608575480087
2021,Canada,Femmes+,65 à 74 ans,Identité autochtone,,66.6588142913231
2021,Canada,Femmes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),,63.8304051110788
2021,Canada,Femmes+,65 à 74 ans,Métis,,71.1867862969005
2021,Canada,Femmes+,65 à 74 ans,Inuk (Inuit),,40.1993355481728
2021,Canada,Femmes+,65 à 74 ans,Identité non autochtone,,80.1743459547375
2021,Canada,Total,75 ans et plus,Total,,62.6887178647454
2021,Canada,Total,75 ans et plus,Identité autochtone,,44.7025495750708
2021,Canada,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),,43.4370529327611
2021,Canada,Total,75 ans et plus,Métis,,45.8686697358856
2021,Canada,Total,75 ans et plus,Inuk (Inuit),,25.2066115702479
2021,Canada,Total,75 ans et plus,Identité non autochtone,,63.0634173969133
2021,Canada,Hommes+,75 ans et plus,Total,,63.8248729661756
2021,Canada,Hommes+,75 ans et plus,Identité autochtone,,42.3184058281551
2021,Canada,Hommes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),,40.9940526762957
2021,Canada,Hommes+,75 ans et plus,Métis,,43.7275985663082
2021,Canada,Hommes+,75 ans et plus,Inuk (Inuit),,23.5849056603774
2021,Canada,Hommes+,75 ans et plus,Identité non autochtone,,64.2624896892144
2021,Canada,Femmes+,75 ans et plus,Total,,61.7578812329564
2021,Canada,Femmes+,75 ans et plus,Identité autochtone,,46.5732613099257
2021,Canada,Femmes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),,45.227062094532
2021,Canada,Femmes+,75 ans et plus,Métis,,47.7460901563937
2021,Canada,Femmes+,75 ans et plus,Inuk (Inuit),,27.007299270073
2021,Canada,Femmes+,75 ans et plus,Identité non autochtone,,62.0796420581656
2021,Terre-Neuve-et-Labrador,Total,Total,Total,10,77.7917319568624
2021,Terre-Neuve-et-Labrador,Total,Total,Identité autochtone,10,74.0838735282445
2021,Terre-Neuve-et-Labrador,Total,Total,Premières Nations (Indien de l'Amérique du Nord),10,75.3504420961829
2021,Terre-Neuve-et-Labrador,Total,Total,Métis,10,76.2384550797649
2021,Terre-Neuve-et-Labrador,Total,Total,Inuk (Inuit),10,68.9061154177433
2021,Terre-Neuve-et-Labrador,Total,Total,Identité non autochtone,10,78.1451938610662
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Total,10,75.8197788668703
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Identité autochtone,10,70.3263274336283
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),10,72.3714155666818
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Métis,10,72.7272727272727
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Inuk (Inuit),10,63.1205673758865
2021,Terre-Neuve-et-Labrador,Hommes+,Total,Identité non autochtone,10,76.3341187436887
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Total,10,79.6588486140725
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Identité autochtone,10,77.5101419878296
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),10,78.009828009828
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Métis,10,79.7029702970297
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Inuk (Inuit),10,74.3288590604027
2021,Terre-Neuve-et-Labrador,Femmes+,Total,Identité non autochtone,10,79.868019304639
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Total,10,65.2829088080887
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Identité autochtone,10,62.6066718386346
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),10,62.2784810126582
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Métis,10,72.5888324873096
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Inuk (Inuit),10,56.8888888888889
2021,Terre-Neuve-et-Labrador,Total,15 à 24 ans,Identité non autochtone,10,65.6663332221852
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Total,10,63.9962651727358
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Identité autochtone,10,59.9695585996956
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),10,59.4805194805195
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Métis,10,68.5185185185185
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Inuk (Inuit),10,56.198347107438
2021,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,Identité non autochtone,10,64.5593869731801
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Total,10,66.6869547575573
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Identité autochtone,10,65.4028436018957
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),10,65.0246305418719
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Métis,10,77.2727272727273
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Inuk (Inuit),10,58.252427184466
2021,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,Identité non autochtone,10,66.8683108422522
2021,Terre-Neuve-et-Labrador,Total,25 à 64 ans,Total,10,85.5649121496723
2021,Terre-Neuve-et-Labrador,Total,25 à 64 ans,Identité autochtone,10,82.2435635472007
