Year,Geography,Age group and family type,Statistics,GeoCode,Value
2016,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,13,31.2
2016,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,13,24.2
2016,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,13,4.7
2016,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,13,68.4
2016,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,13,57.6
2016,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,13,44.6
2016,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 1 month,13,62.0
2016,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 3 months,13,51.6
2016,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 6 months,13,35.3
2016,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 1 month,24,76.7
2016,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 3 months,24,63.2
2016,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 6 months,24,53.8
2016,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 1 month,24,74.3
2016,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 3 months,24,54.3
2016,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 6 months,24,43.6
2016,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,24,75.9
2016,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,24,62.7
2016,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,24,52.7
2016,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 1 month,24,82.0
2016,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 3 months,24,74.4
2016,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 6 months,24,68.2
2016,Quebec,Persons in an economic family,Persons who are asset resilient for at least 1 month,24,78.7
2016,Quebec,Persons in an economic family,Persons who are asset resilient for at least 3 months,24,64.6
2016,Quebec,Persons in an economic family,Persons who are asset resilient for at least 6 months,24,56.0
2016,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 1 month,24,85.9
2016,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 3 months,24,79.6
2016,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 6 months,24,72.1
2016,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,24,75.9
2016,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,24,55.7
2016,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,24,44.5
2016,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,24,65.5
2016,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,24,36.6
2016,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,24,30.9
2016,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,24,77.8
2016,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,24,68.6
2016,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,24,62.6
2016,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 1 month,24,67.5
2016,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 3 months,24,56.9
2016,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 6 months,24,43.9
2016,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 1 month,35,79.4
2016,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 3 months,35,68.1
2016,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 6 months,35,57.9
2016,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 1 month,35,71.1
2016,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 3 months,35,58.2
2016,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 6 months,35,47.5
2016,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,35,80.0
2016,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,35,68.3
2016,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,35,57.4
2016,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 1 month,35,86.9
2016,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 3 months,35,79.1
2016,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 6 months,35,72.4
2016,Ontario,Persons in an economic family,Persons who are asset resilient for at least 1 month,35,79.2
2016,Ontario,Persons in an economic family,Persons who are asset resilient for at least 3 months,35,68.0
2016,Ontario,Persons in an economic family,Persons who are asset resilient for at least 6 months,35,58.4
2016,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 1 month,35,88.8
2016,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 3 months,35,80.1
2016,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 6 months,35,71.9
2016,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,35,75.4
2016,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,35,62.1
2016,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,35,52.1
2016,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,35,59.9
2016,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,35,44.1
2016,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,35,34.8
2016,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,35,80.8
2016,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,35,71.7
2016,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,35,61.4
2016,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 1 month,35,80.6
2016,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 3 months,35,68.4
2016,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 6 months,35,54.8
2016,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 1 month,46,78.0
2016,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 3 months,46,65.3
2016,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 6 months,46,54.4
2016,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 1 month,46,68.1
2016,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 3 months,46,49.6
2016,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 6 months,46,37.2
2016,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,46,79.7
2016,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,46,67.2
2016,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,46,55.6
2016,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 1 month,46,85.0
2016,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 3 months,46,79.8
2016,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 6 months,46,73.7
2016,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 1 month,46,80.3
2016,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 3 months,46,67.3
2016,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 6 months,46,55.1
2016,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 1 month,46,93.4
2016,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 3 months,46,88.6
2016,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 6 months,46,81.3
2016,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,46,72.8
2016,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,46,57.8
2016,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,46,42.5
2016,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,46,46.7
2016,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,46,11.7
