Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2020,Newfoundland and Labrador,Full-time employees,Management occupations,15 years and over,10,0.98
2020,Newfoundland and Labrador,Full-time employees,Management occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,Management occupations,25 to 54 years,10,0.96
2020,Newfoundland and Labrador,Full-time employees,Management occupations,55 years and over,10,
2020,Newfoundland and Labrador,Full-time employees,"Business, finance and administration occupations",15 years and over,10,0.82
2020,Newfoundland and Labrador,Full-time employees,"Business, finance and administration occupations",15 to 24 years,10,0.76
2020,Newfoundland and Labrador,Full-time employees,"Business, finance and administration occupations",25 to 54 years,10,0.83
2020,Newfoundland and Labrador,Full-time employees,"Business, finance and administration occupations",55 years and over,10,0.68
2020,Newfoundland and Labrador,Full-time employees,Natural and applied sciences and related occupations,15 years and over,10,0.99
2020,Newfoundland and Labrador,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,10,0.99
2020,Newfoundland and Labrador,Full-time employees,Natural and applied sciences and related occupations,55 years and over,10,
2020,Newfoundland and Labrador,Full-time employees,Health occupations,15 years and over,10,1.0
2020,Newfoundland and Labrador,Full-time employees,Health occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,Health occupations,25 to 54 years,10,1.09
2020,Newfoundland and Labrador,Full-time employees,Health occupations,55 years and over,10,0.63
2020,Newfoundland and Labrador,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,10,0.83
2020,Newfoundland and Labrador,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,10,0.9
2020,Newfoundland and Labrador,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,10,0.58
2020,Newfoundland and Labrador,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,10,0.96
2020,Newfoundland and Labrador,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,10,
2020,Newfoundland and Labrador,Full-time employees,Sales and service occupations,15 years and over,10,0.93
2020,Newfoundland and Labrador,Full-time employees,Sales and service occupations,15 to 24 years,10,1.04
2020,Newfoundland and Labrador,Full-time employees,Sales and service occupations,25 to 54 years,10,0.93
2020,Newfoundland and Labrador,Full-time employees,Sales and service occupations,55 years and over,10,0.75
2020,Newfoundland and Labrador,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,10,0.89
2020,Newfoundland and Labrador,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,10,0.88
2020,Newfoundland and Labrador,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,10,1.05
2020,Newfoundland and Labrador,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,10,0.57
2020,Newfoundland and Labrador,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,10,
2020,Newfoundland and Labrador,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,10,
2020,Newfoundland and Labrador,Full-time employees,Occupations in manufacturing and utilities,15 years and over,10,0.69
2020,Newfoundland and Labrador,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,10,
2020,Newfoundland and Labrador,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,10,0.54
2020,Newfoundland and Labrador,Full-time employees,Occupations in manufacturing and utilities,55 years and over,10,0.78
2020,Newfoundland and Labrador,Part-time employees,"Total employees, all occupations",15 years and over,10,1.15
2020,Newfoundland and Labrador,Part-time employees,"Total employees, all occupations",15 to 24 years,10,1.0
2020,Newfoundland and Labrador,Part-time employees,"Total employees, all occupations",25 to 54 years,10,1.13
2020,Newfoundland and Labrador,Part-time employees,"Total employees, all occupations",55 years and over,10,1.0
2020,Newfoundland and Labrador,Part-time employees,Management occupations,15 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,Management occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Part-time employees,Management occupations,25 to 54 years,10,
2020,Newfoundland and Labrador,Part-time employees,Management occupations,55 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,"Business, finance and administration occupations",15 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,"Business, finance and administration occupations",15 to 24 years,10,
2020,Newfoundland and Labrador,Part-time employees,"Business, finance and administration occupations",25 to 54 years,10,
2020,Newfoundland and Labrador,Part-time employees,"Business, finance and administration occupations",55 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,Natural and applied sciences and related occupations,15 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,10,
2020,Newfoundland and Labrador,Part-time employees,Natural and applied sciences and related occupations,55 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,Health occupations,15 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,Health occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Part-time employees,Health occupations,25 to 54 years,10,
2020,Newfoundland and Labrador,Part-time employees,Health occupations,55 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,10,0.77
2020,Newfoundland and Labrador,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,10,
2020,Newfoundland and Labrador,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,10,0.72
2020,Newfoundland and Labrador,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,10,
2020,Newfoundland and Labrador,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,10,
