Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2017,Par habitant,Colombie-Britannique,Gaz naturel,Agriculture,0.0
2017,Par habitant,Colombie-Britannique,Gaz naturel,Résidentiel,0.02
2017,Par habitant,Colombie-Britannique,Gaz naturel,Administrations publiques,0.0
2017,Par habitant,Colombie-Britannique,Gaz naturel,Commerces et autres institutions,0.01
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2017,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Consommation énergétique finale,0.05
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Total industriel,0.02
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Total transport,0.0
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Agriculture,0.0
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Résidentiel,0.01
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Administrations publiques,0.0
2017,Par habitant,Colombie-Britannique,Hydroélectricité,Commerces et autres institutions,0.01
2017,Par habitant,Colombie-Britannique,Vapeur,Total industriel,0.0
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Consommation énergétique finale,0.09
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total industriel,0.01
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total transport,0.07
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Agriculture,0.0
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Résidentiel,0.0
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Administrations publiques,0.0
2017,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Consommation énergétique finale,0.2
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Total industriel,0.05
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Total transport,0.08
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Agriculture,0.01
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Résidentiel,0.03
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Administrations publiques,0.0
2018,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2018,Par habitant,Colombie-Britannique,Total charbon,Consommation énergétique finale,0.0
2018,Par habitant,Colombie-Britannique,Total charbon,Total industriel,0.0
2018,Par habitant,Colombie-Britannique,Gaz naturel,Consommation énergétique finale,0.05
2018,Par habitant,Colombie-Britannique,Gaz naturel,Total industriel,0.02
2018,Par habitant,Colombie-Britannique,Gaz naturel,Total transport,0.01
2018,Par habitant,Colombie-Britannique,Gaz naturel,Agriculture,0.0
2018,Par habitant,Colombie-Britannique,Gaz naturel,Résidentiel,0.02
2018,Par habitant,Colombie-Britannique,Gaz naturel,Administrations publiques,0.0
2018,Par habitant,Colombie-Britannique,Gaz naturel,Commerces et autres institutions,0.01
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2018,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Consommation énergétique finale,0.05
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Total industriel,0.02
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Total transport,0.0
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Agriculture,0.0
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Résidentiel,0.01
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Administrations publiques,0.0
2018,Par habitant,Colombie-Britannique,Hydroélectricité,Commerces et autres institutions,0.01
2018,Par habitant,Colombie-Britannique,Vapeur,Consommation énergétique finale,0.0
2018,Par habitant,Colombie-Britannique,Vapeur,Total industriel,0.0
2018,Par habitant,Colombie-Britannique,Coke,Consommation énergétique finale,0.0
2018,Par habitant,Colombie-Britannique,Coke,Total industriel,0.0
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Consommation énergétique finale,0.09
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total industriel,0.01
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total transport,0.07
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Agriculture,0.0
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Résidentiel,0.0
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Administrations publiques,0.0
2018,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Consommation énergétique finale,0.19
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Total industriel,0.05
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Total transport,0.08
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Agriculture,0.01
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Résidentiel,0.03
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Administrations publiques,0.0
2019,Par habitant,Colombie-Britannique,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2019,Par habitant,Colombie-Britannique,Total charbon,Consommation énergétique finale,0.0
2019,Par habitant,Colombie-Britannique,Total charbon,Total industriel,0.0
2019,Par habitant,Colombie-Britannique,Gaz naturel,Consommation énergétique finale,0.05
2019,Par habitant,Colombie-Britannique,Gaz naturel,Total industriel,0.02
2019,Par habitant,Colombie-Britannique,Gaz naturel,Total transport,0.01
2019,Par habitant,Colombie-Britannique,Gaz naturel,Agriculture,0.0
2019,Par habitant,Colombie-Britannique,Gaz naturel,Résidentiel,0.02
2019,Par habitant,Colombie-Britannique,Gaz naturel,Administrations publiques,0.0
2019,Par habitant,Colombie-Britannique,Gaz naturel,Commerces et autres institutions,0.01
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2019,Par habitant,Colombie-Britannique,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Consommation énergétique finale,0.05
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Total industriel,0.02
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Total transport,0.0
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Agriculture,0.0
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Résidentiel,0.01
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Administrations publiques,0.0
2019,Par habitant,Colombie-Britannique,Hydroélectricité,Commerces et autres institutions,0.01
2019,Par habitant,Colombie-Britannique,Vapeur,Consommation énergétique finale,0.0
2019,Par habitant,Colombie-Britannique,Vapeur,Total industriel,0.0
2019,Par habitant,Colombie-Britannique,Coke,Consommation énergétique finale,0.0
2019,Par habitant,Colombie-Britannique,Coke,Total industriel,0.0
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Consommation énergétique finale,0.09
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total industriel,0.01
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Total transport,0.07
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Agriculture,0.0
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Résidentiel,0.0
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Administrations publiques,0.0
2019,Par habitant,Colombie-Britannique,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2015,Par habitant,,,,0.23
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Total industriel,0.08
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Total transport,0.08
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Agriculture,0.01
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Résidentiel,0.04
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Administrations publiques,0.0
2015,Par habitant,Canada,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2015,Par habitant,Canada,Total charbon,Consommation énergétique finale,0.0
2015,Par habitant,Canada,Total charbon,Total industriel,0.0
2015,Par habitant,Canada,Total charbon,Résidentiel,0.0
2015,Par habitant,Canada,Gaz naturel,Consommation énergétique finale,0.08
2015,Par habitant,Canada,Gaz naturel,Total industriel,0.04
2015,Par habitant,Canada,Gaz naturel,Total transport,0.0
2015,Par habitant,Canada,Gaz naturel,Agriculture,0.0
2015,Par habitant,Canada,Gaz naturel,Résidentiel,0.02
2015,Par habitant,Canada,Gaz naturel,Administrations publiques,0.0
2015,Par habitant,Canada,Gaz naturel,Commerces et autres institutions,0.01
2015,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2015,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2015,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2015,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2015,Par habitant,Canada,Hydroélectricité,Consommation énergétique finale,0.04
2015,Par habitant,Canada,Hydroélectricité,Total industriel,0.02
2015,Par habitant,Canada,Hydroélectricité,Total transport,0.0
2015,Par habitant,Canada,Hydroélectricité,Agriculture,0.0
2015,Par habitant,Canada,Hydroélectricité,Résidentiel,0.01
2015,Par habitant,Canada,Hydroélectricité,Administrations publiques,0.0
2015,Par habitant,Canada,Hydroélectricité,Commerces et autres institutions,0.01
2015,Par habitant,Canada,Nucléaire,Consommation énergétique finale,0.01
2015,Par habitant,Canada,Nucléaire,Total industriel,0.0
2015,Par habitant,Canada,Nucléaire,Total transport,0.0
2015,Par habitant,Canada,Nucléaire,Agriculture,0.0
2015,Par habitant,Canada,Nucléaire,Résidentiel,0.0
2015,Par habitant,Canada,Nucléaire,Administrations publiques,0.0
2015,Par habitant,Canada,Nucléaire,Commerces et autres institutions,0.0
2015,Par habitant,Canada,Vapeur,Consommation énergétique finale,0.0
2015,Par habitant,Canada,Vapeur,Total industriel,0.0
2015,Par habitant,Canada,Vapeur,Agriculture,0.0
2015,Par habitant,Canada,Vapeur,Commerces et autres institutions,0.0
2015,Par habitant,Canada,Coke,Consommation énergétique finale,0.0
2015,Par habitant,Canada,Coke,Total industriel,0.0
2015,Par habitant,Canada,Gaz de cokerie,Consommation énergétique finale,0.0
2015,Par habitant,Canada,Gaz de cokerie,Total industriel,0.0
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Consommation énergétique finale,0.09
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Total industriel,0.01
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Total transport,0.07
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Agriculture,0.01
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Résidentiel,0.0
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Administrations publiques,0.0
2015,Par habitant,Canada,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2016,Par habitant,,,,0.23
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Total industriel,0.07
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Total transport,0.07
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Agriculture,0.01
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Résidentiel,0.04
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Administrations publiques,0.0
2016,Par habitant,Canada,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2016,Par habitant,Canada,Total charbon,Consommation énergétique finale,0.0
2016,Par habitant,Canada,Gaz naturel,Consommation énergétique finale,0.08
2016,Par habitant,Canada,Gaz naturel,Total industriel,0.04
2016,Par habitant,Canada,Gaz naturel,Total transport,0.0
2016,Par habitant,Canada,Gaz naturel,Agriculture,0.0
2016,Par habitant,Canada,Gaz naturel,Résidentiel,0.02
2016,Par habitant,Canada,Gaz naturel,Administrations publiques,0.0
2016,Par habitant,Canada,Gaz naturel,Commerces et autres institutions,0.01
2016,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2016,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2016,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2016,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2016,Par habitant,Canada,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2016,Par habitant,Canada,Hydroélectricité,Consommation énergétique finale,0.04
2016,Par habitant,Canada,Hydroélectricité,Total industriel,0.02
2016,Par habitant,Canada,Hydroélectricité,Total transport,0.0
