Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,12,0.82
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,12,0.94
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,12,0.8
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,12,0.81
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,12,0.91
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,12,0.92
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,12,1.02
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,12,1.15
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,12,0.93
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,12,1.02
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,12,0.88
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,12,0.87
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,12,0.91
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,12,0.81
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,12,0.95
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,12,0.78
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,12,0.8
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,12,0.77
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,12,0.83
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,12,0.77
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,12,0.72
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,12,0.58
2018,Nouvelle-Écosse,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,12,0.91
2018,Nouvelle-Écosse,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,12,0.9
2018,Nouvelle-Écosse,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,12,0.89
2018,Nouvelle-Écosse,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,12,0.87
2018,Nouvelle-Écosse,Employés à temps plein,Gestion,15 ans et plus,12,0.97
2018,Nouvelle-Écosse,Employés à temps plein,Gestion,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,Gestion,25 à 54 ans,12,1.04
2018,Nouvelle-Écosse,Employés à temps plein,Gestion,55 ans et plus,12,0.84
2018,Nouvelle-Écosse,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,12,0.88
2018,Nouvelle-Écosse,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,12,0.95
2018,Nouvelle-Écosse,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,12,0.86
2018,Nouvelle-Écosse,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,12,0.81
2018,Nouvelle-Écosse,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,12,0.93
2018,Nouvelle-Écosse,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,12,0.95
2018,Nouvelle-Écosse,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,12,1.15
2018,Nouvelle-Écosse,Employés à temps plein,Secteur de la santé,15 ans et plus,12,0.81
2018,Nouvelle-Écosse,Employés à temps plein,Secteur de la santé,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,Secteur de la santé,25 à 54 ans,12,0.82
2018,Nouvelle-Écosse,Employés à temps plein,Secteur de la santé,55 ans et plus,12,0.68
2018,Nouvelle-Écosse,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,12,0.87
2018,Nouvelle-Écosse,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,12,0.85
2018,Nouvelle-Écosse,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,12,0.96
2018,Nouvelle-Écosse,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,12,1.24
2018,Nouvelle-Écosse,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,12,1.2
2018,Nouvelle-Écosse,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps plein,Vente et services,15 ans et plus,12,0.92
2018,Nouvelle-Écosse,Employés à temps plein,Vente et services,15 à 24 ans,12,1.0
2018,Nouvelle-Écosse,Employés à temps plein,Vente et services,25 à 54 ans,12,0.9
2018,Nouvelle-Écosse,Employés à temps plein,Vente et services,55 ans et plus,12,0.81
2018,Nouvelle-Écosse,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,12,0.89
2018,Nouvelle-Écosse,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,12,0.86
2018,Nouvelle-Écosse,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,12,0.98
2018,Nouvelle-Écosse,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,12,0.77
2018,Nouvelle-Écosse,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,12,0.84
2018,Nouvelle-Écosse,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,12,0.75
2018,Nouvelle-Écosse,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,12,0.76
2018,Nouvelle-Écosse,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,12,0.7
2018,Nouvelle-Écosse,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,12,0.59
2018,Nouvelle-Écosse,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,12,1.1
2018,Nouvelle-Écosse,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,12,1.01
2018,Nouvelle-Écosse,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,12,0.98
2018,Nouvelle-Écosse,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,12,1.07
2018,Nouvelle-Écosse,Employés à temps partiel,Gestion,15 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Gestion,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Gestion,25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Gestion,55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,12,0.9
2018,Nouvelle-Écosse,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Secteur de la santé,15 ans et plus,12,0.92
2018,Nouvelle-Écosse,Employés à temps partiel,Secteur de la santé,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Secteur de la santé,25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Secteur de la santé,55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,12,0.81
2018,Nouvelle-Écosse,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,12,0.85
2018,Nouvelle-Écosse,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,12,0.91
2018,Nouvelle-Écosse,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,12,1.02
2018,Nouvelle-Écosse,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,12,1.0
2018,Nouvelle-Écosse,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Vente et services,15 ans et plus,12,1.02
2018,Nouvelle-Écosse,Employés à temps partiel,Vente et services,15 à 24 ans,12,1.0
2018,Nouvelle-Écosse,Employés à temps partiel,Vente et services,25 à 54 ans,12,0.93
2018,Nouvelle-Écosse,Employés à temps partiel,Vente et services,55 ans et plus,12,1.0
2018,Nouvelle-Écosse,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,12,1.29
2018,Nouvelle-Écosse,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,12,1.18
2018,Nouvelle-Écosse,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,12,
2018,Nouvelle-Écosse,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,12,
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,13,0.93
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,13,0.93
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,13,0.92
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,13,0.86
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,13,0.92
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,13,
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,13,0.92
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,13,1.04
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,13,0.84
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,13,0.82
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,13,0.83
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,13,0.86
2018,Nouveau-Brunswick,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,13,0.83
