Year,Géographie,Sexe,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Saskatchewan,Femmes,25 à 64 ans,data.Total Aboriginal identity,47,72.2
2016,Saskatchewan,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),47,66.0
2016,Saskatchewan,Femmes,25 à 64 ans,Métis,47,82.5
2016,Saskatchewan,Femmes,25 à 64 ans,Inuk (Inuit),47,66.7
2016,Saskatchewan,Femmes,25 à 64 ans,data.Non-Aboriginal identity,47,92.0
2016,Saskatchewan,Femmes,65 à 74 ans,"Total, toutes les personnes",47,72.6
2016,Saskatchewan,Femmes,65 à 74 ans,Non-immigrants,47,72.3
2016,Saskatchewan,Femmes,65 à 74 ans,Immigrants,47,76.8
2016,Saskatchewan,Femmes,65 à 74 ans,Résidents non permanents,47,70.0
2016,Saskatchewan,Femmes,65 à 74 ans,Total de la population des minorités visibles,47,65.8
2016,Saskatchewan,Femmes,65 à 74 ans,Pas une minorité visible,47,72.9
2016,Saskatchewan,Femmes,65 à 74 ans,data.Total Aboriginal identity,47,51.4
2016,Saskatchewan,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),47,43.3
2016,Saskatchewan,Femmes,65 à 74 ans,Métis,47,61.1
2016,Saskatchewan,Femmes,65 à 74 ans,Inuk (Inuit),47,0.0
2016,Saskatchewan,Femmes,65 à 74 ans,data.Non-Aboriginal identity,47,74.2
2016,Saskatchewan,Femmes,75 ans et plus,"Total, toutes les personnes",47,52.2
2016,Saskatchewan,Femmes,75 ans et plus,Non-immigrants,47,51.7
2016,Saskatchewan,Femmes,75 ans et plus,Immigrants,47,58.7
2016,Saskatchewan,Femmes,75 ans et plus,Résidents non permanents,47,50.0
2016,Saskatchewan,Femmes,75 ans et plus,Total de la population des minorités visibles,47,50.3
2016,Saskatchewan,Femmes,75 ans et plus,Pas une minorité visible,47,52.2
2016,Saskatchewan,Femmes,75 ans et plus,data.Total Aboriginal identity,47,25.4
2016,Saskatchewan,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),47,19.7
2016,Saskatchewan,Femmes,75 ans et plus,Métis,47,30.8
2016,Saskatchewan,Femmes,75 ans et plus,Inuk (Inuit),47,100.0
2016,Saskatchewan,Femmes,75 ans et plus,data.Non-Aboriginal identity,47,53.3
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",48,80.4
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,48,79.4
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,48,82.7
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,48,90.8
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,48,83.2
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,48,79.6
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,48,59.6
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),48,52.4
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,48,66.8
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),48,68.5
2016,Alberta,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,48,81.7
2016,Alberta,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",48,63.7
2016,Alberta,Les deux sexes,15 à 24 ans,Non-immigrants,48,62.8
2016,Alberta,Les deux sexes,15 à 24 ans,Immigrants,48,65.4
2016,Alberta,Les deux sexes,15 à 24 ans,Résidents non permanents,48,81.6
2016,Alberta,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,48,67.6
2016,Alberta,Les deux sexes,15 à 24 ans,Pas une minorité visible,48,62.4
2016,Alberta,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,48,45.3
2016,Alberta,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),48,37.9
2016,Alberta,Les deux sexes,15 à 24 ans,Métis,48,54.0
2016,Alberta,Les deux sexes,15 à 24 ans,Inuk (Inuit),48,62.8
2016,Alberta,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,48,65.6
2016,Alberta,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",48,86.6
2016,Alberta,Les deux sexes,25 à 64 ans,Non-immigrants,48,85.7
2016,Alberta,Les deux sexes,25 à 64 ans,Immigrants,48,88.4
2016,Alberta,Les deux sexes,25 à 64 ans,Résidents non permanents,48,93.7
2016,Alberta,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,48,89.3
2016,Alberta,Les deux sexes,25 à 64 ans,Pas une minorité visible,48,85.7
2016,Alberta,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,48,66.5
2016,Alberta,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),48,59.3
2016,Alberta,Les deux sexes,25 à 64 ans,Métis,48,73.4
2016,Alberta,Les deux sexes,25 à 64 ans,Inuk (Inuit),48,71.2
2016,Alberta,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,48,87.7
2016,Alberta,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",48,75.0
2016,Alberta,Les deux sexes,65 à 74 ans,Non-immigrants,48,74.6
2016,Alberta,Les deux sexes,65 à 74 ans,Immigrants,48,76.0
2016,Alberta,Les deux sexes,65 à 74 ans,Résidents non permanents,48,73.0
2016,Alberta,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,48,70.7
2016,Alberta,Les deux sexes,65 à 74 ans,Pas une minorité visible,48,75.7
2016,Alberta,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,48,50.2
2016,Alberta,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),48,45.5
2016,Alberta,Les deux sexes,65 à 74 ans,Métis,48,53.6
2016,Alberta,Les deux sexes,65 à 74 ans,Inuk (Inuit),48,60.0
2016,Alberta,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,48,75.9
2016,Alberta,Les deux sexes,75 ans et plus,"Total, toutes les personnes",48,56.4
2016,Alberta,Les deux sexes,75 ans et plus,Non-immigrants,48,57.1
2016,Alberta,Les deux sexes,75 ans et plus,Immigrants,48,55.0
2016,Alberta,Les deux sexes,75 ans et plus,Résidents non permanents,48,59.7
2016,Alberta,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,48,48.5
2016,Alberta,Les deux sexes,75 ans et plus,Pas une minorité visible,48,57.5
2016,Alberta,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,48,30.9
2016,Alberta,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),48,25.6
2016,Alberta,Les deux sexes,75 ans et plus,Métis,48,34.5
2016,Alberta,Les deux sexes,75 ans et plus,Inuk (Inuit),48,57.1
2016,Alberta,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,48,57.0
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",48,78.6
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,48,76.9
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,48,83.2
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,48,90.3
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,48,83.7
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,48,77.2
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,48,55.6
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),48,48.0
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,48,62.9
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),48,66.3
2016,Alberta,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,48,80.0
2016,Alberta,Hommes,15 à 24 ans,"Total, toutes les personnes",48,62.1
2016,Alberta,Hommes,15 à 24 ans,Non-immigrants,48,61.1
2016,Alberta,Hommes,15 à 24 ans,Immigrants,48,64.4
2016,Alberta,Hommes,15 à 24 ans,Résidents non permanents,48,79.9
2016,Alberta,Hommes,15 à 24 ans,Total de la population des minorités visibles,48,66.5
2016,Alberta,Hommes,15 à 24 ans,Pas une minorité visible,48,60.6
2016,Alberta,Hommes,15 à 24 ans,data.Total Aboriginal identity,48,43.1
2016,Alberta,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),48,36.2
2016,Alberta,Hommes,15 à 24 ans,Métis,48,51.2
2016,Alberta,Hommes,15 à 24 ans,Inuk (Inuit),48,61.1
2016,Alberta,Hommes,15 à 24 ans,data.Non-Aboriginal identity,48,63.9
2016,Alberta,Hommes,25 à 64 ans,"Total, toutes les personnes",48,84.5
2016,Alberta,Hommes,25 à 64 ans,Non-immigrants,48,82.9
2016,Alberta,Hommes,25 à 64 ans,Immigrants,48,88.4
2016,Alberta,Hommes,25 à 64 ans,Résidents non permanents,48,93.2
2016,Alberta,Hommes,25 à 64 ans,Total de la population des minorités visibles,48,89.5
2016,Alberta,Hommes,25 à 64 ans,Pas une minorité visible,48,83.0
2016,Alberta,Hommes,25 à 64 ans,data.Total Aboriginal identity,48,61.8
2016,Alberta,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),48,54.1
2016,Alberta,Hommes,25 à 64 ans,Métis,48,69.0
2016,Alberta,Hommes,25 à 64 ans,Inuk (Inuit),48,66.9
2016,Alberta,Hommes,25 à 64 ans,data.Non-Aboriginal identity,48,85.7
2016,Alberta,Hommes,65 à 74 ans,"Total, toutes les personnes",48,74.3
2016,Alberta,Hommes,65 à 74 ans,Non-immigrants,48,72.2
2016,Alberta,Hommes,65 à 74 ans,Immigrants,48,79.3
2016,Alberta,Hommes,65 à 74 ans,Résidents non permanents,48,79.0
2016,Alberta,Hommes,65 à 74 ans,Total de la population des minorités visibles,48,76.6
2016,Alberta,Hommes,65 à 74 ans,Pas une minorité visible,48,73.9
2016,Alberta,Hommes,65 à 74 ans,data.Total Aboriginal identity,48,48.4
2016,Alberta,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),48,42.7
2016,Alberta,Hommes,65 à 74 ans,Métis,48,52.1
2016,Alberta,Hommes,65 à 74 ans,Inuk (Inuit),48,80.0
2016,Alberta,Hommes,65 à 74 ans,data.Non-Aboriginal identity,48,75.1
2016,Alberta,Hommes,75 ans et plus,"Total, toutes les personnes",48,55.9
2016,Alberta,Hommes,75 ans et plus,Non-immigrants,48,53.8
2016,Alberta,Hommes,75 ans et plus,Immigrants,48,60.4
2016,Alberta,Hommes,75 ans et plus,Résidents non permanents,48,69.6
2016,Alberta,Hommes,75 ans et plus,Total de la population des minorités visibles,48,59.5
2016,Alberta,Hommes,75 ans et plus,Pas une minorité visible,48,55.4
2016,Alberta,Hommes,75 ans et plus,data.Total Aboriginal identity,48,27.9
2016,Alberta,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),48,20.7
2016,Alberta,Hommes,75 ans et plus,Métis,48,31.9
2016,Alberta,Hommes,75 ans et plus,Inuk (Inuit),48,60.0
2016,Alberta,Hommes,75 ans et plus,data.Non-Aboriginal identity,48,56.5
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",48,82.2
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,48,81.9
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,48,82.2
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,48,91.4
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,48,82.8
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,48,82.0
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,48,63.2
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),48,56.1
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,48,70.5
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),48,71.0
2016,Alberta,Femmes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,48,83.4
2016,Alberta,Femmes,15 à 24 ans,"Total, toutes les personnes",48,65.4
2016,Alberta,Femmes,15 à 24 ans,Non-immigrants,48,64.7
2016,Alberta,Femmes,15 à 24 ans,Immigrants,48,66.5
2016,Alberta,Femmes,15 à 24 ans,Résidents non permanents,48,83.3
2016,Alberta,Femmes,15 à 24 ans,Total de la population des minorités visibles,48,68.8
2016,Alberta,Femmes,15 à 24 ans,Pas une minorité visible,48,64.3
2016,Alberta,Femmes,15 à 24 ans,data.Total Aboriginal identity,48,47.5
2016,Alberta,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),48,39.4
2016,Alberta,Femmes,15 à 24 ans,Métis,48,56.6
2016,Alberta,Femmes,15 à 24 ans,Inuk (Inuit),48,68.3
2016,Alberta,Femmes,15 à 24 ans,data.Non-Aboriginal identity,48,67.3
2016,Alberta,Femmes,25 à 64 ans,"Total, toutes les personnes",48,88.6
2016,Alberta,Femmes,25 à 64 ans,Non-immigrants,48,88.5
2016,Alberta,Femmes,25 à 64 ans,Immigrants,48,88.5
2016,Alberta,Femmes,25 à 64 ans,Résidents non permanents,48,94.2
2016,Alberta,Femmes,25 à 64 ans,Total de la population des minorités visibles,48,89.0
2016,Alberta,Femmes,25 à 64 ans,Pas une minorité visible,48,88.5
2016,Alberta,Femmes,25 à 64 ans,data.Total Aboriginal identity,48,70.6
2016,Alberta,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),48,63.8
2016,Alberta,Femmes,25 à 64 ans,Métis,48,77.4
2016,Alberta,Femmes,25 à 64 ans,Inuk (Inuit),48,74.0
2016,Alberta,Femmes,25 à 64 ans,data.Non-Aboriginal identity,48,89.7
2016,Alberta,Femmes,65 à 74 ans,"Total, toutes les personnes",48,75.7
2016,Alberta,Femmes,65 à 74 ans,Non-immigrants,48,76.8
2016,Alberta,Femmes,65 à 74 ans,Immigrants,48,72.7
2016,Alberta,Femmes,65 à 74 ans,Résidents non permanents,48,68.9
2016,Alberta,Femmes,65 à 74 ans,Total de la population des minorités visibles,48,65.1
2016,Alberta,Femmes,65 à 74 ans,Pas une minorité visible,48,77.4
2016,Alberta,Femmes,65 à 74 ans,data.Total Aboriginal identity,48,51.7
2016,Alberta,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),48,47.5
2016,Alberta,Femmes,65 à 74 ans,Métis,48,55.1
2016,Alberta,Femmes,65 à 74 ans,Inuk (Inuit),48,33.3
2016,Alberta,Femmes,65 à 74 ans,data.Non-Aboriginal identity,48,76.6
2016,Alberta,Femmes,75 ans et plus,"Total, toutes les personnes",48,56.9
2016,Alberta,Femmes,75 ans et plus,Non-immigrants,48,59.8
2016,Alberta,Femmes,75 ans et plus,Immigrants,48,50.3
2016,Alberta,Femmes,75 ans et plus,Résidents non permanents,48,54.5
2016,Alberta,Femmes,75 ans et plus,Total de la population des minorités visibles,48,39.4
2016,Alberta,Femmes,75 ans et plus,Pas une minorité visible,48,59.4
2016,Alberta,Femmes,75 ans et plus,data.Total Aboriginal identity,48,33.3
2016,Alberta,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),48,29.1
2016,Alberta,Femmes,75 ans et plus,Métis,48,36.9
2016,Alberta,Femmes,75 ans et plus,Inuk (Inuit),48,0.0
2016,Alberta,Femmes,75 ans et plus,data.Non-Aboriginal identity,48,57.4
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",59,82.0
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,59,81.1
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,59,83.1
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,59,89.0
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,59,82.4
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,59,81.8
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,59,65.0
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),59,60.8
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,59,72.0
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),59,66.0
2016,Colombie-Britannique,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,59,82.9
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",59,67.3
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Non-immigrants,59,65.2
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Immigrants,59,72.4
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Résidents non permanents,59,80.9
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,59,71.2
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Pas une minorité visible,59,65.0
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,59,54.1
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),59,51.0
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Métis,59,59.8
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,Inuk (Inuit),59,53.2
2016,Colombie-Britannique,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,59,68.5
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",59,88.1
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Non-immigrants,59,87.5
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Immigrants,59,88.9
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Résidents non permanents,59,95.1
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,59,89.1
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Pas une minorité visible,59,87.7
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,59,70.8
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),59,66.3
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Métis,59,78.6
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,Inuk (Inuit),59,70.8
2016,Colombie-Britannique,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,59,89.1
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",59,78.7
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Non-immigrants,59,79.0
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Immigrants,59,78.4
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Résidents non permanents,59,69.7
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,59,71.0
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Pas une minorité visible,59,80.6
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,59,57.4
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),59,52.5
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Métis,59,63.5
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,Inuk (Inuit),59,50.0
2016,Colombie-Britannique,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,59,79.4
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,"Total, toutes les personnes",59,62.3
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Non-immigrants,59,62.5
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Immigrants,59,62.1
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Résidents non permanents,59,60.6
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,59,53.7
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Pas une minorité visible,59,64.5
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,59,34.8
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),59,29.2
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Métis,59,41.4
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,Inuk (Inuit),59,60.0
2016,Colombie-Britannique,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,59,62.9
2016,Colombie-Britannique,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",59,80.5
