Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,Value
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,72.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,63.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,71.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",161.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,180.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,2.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,190.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",64.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,64.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,51.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,73.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",325.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,325.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,0.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,0.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",90.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",85.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",107.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",128.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",115.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,79.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,85.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,120.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,114.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,119.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,164.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,87.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,162.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,96.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,78.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,85.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,107.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,134.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,113.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",54.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,11.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,204.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,65.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",134.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,134.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,164.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,0.0
2014/2015,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,140.0
2015/2016,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,0.0
2016/2017,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,0.0
2018/2019,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,0.0
