Year,Geography,Population characteristics,Education attainment level,Age group,Gender,GeoCode,Value
2016,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Women+,46,25.0
2016,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,46,26.0
2016,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Men+,46,21.0
2016,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Women+,46,31.0
2016,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,46,26.0
2016,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Men+,46,21.0
2016,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Women+,46,30.0
2016,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,46,23.0
2016,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Men+,46,20.0
2016,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Women+,46,27.0
2016,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,46,19.0
2016,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,46,17.0
2016,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,46,22.0
2016,Manitoba,Total population,Bachelor's level,25 to 34 years,Total - Gender,46,24.0
2016,Manitoba,Total population,Bachelor's level,25 to 34 years,Men+,46,19.0
2016,Manitoba,Total population,Bachelor's level,25 to 34 years,Women+,46,29.0
2016,Manitoba,Total population,Bachelor's level,30 to 34 years,Total - Gender,46,23.0
2016,Manitoba,Total population,Bachelor's level,30 to 34 years,Men+,46,18.0
2016,Manitoba,Total population,Bachelor's level,30 to 34 years,Women+,46,29.0
2016,Manitoba,Total population,Bachelor's level,35 to 44 years,Total - Gender,46,22.0
2016,Manitoba,Total population,Bachelor's level,35 to 44 years,Men+,46,19.0
2016,Manitoba,Total population,Bachelor's level,35 to 44 years,Women+,46,24.0
2016,Manitoba,Total population,Bachelor's level,45 to 54 years,Total - Gender,46,17.0
2016,Manitoba,Total population,Bachelor's level,45 to 54 years,Men+,46,15.0
2016,Manitoba,Total population,Bachelor's level,45 to 54 years,Women+,46,20.0
2016,Manitoba,Total population,Bachelor's level,55 to 64 years,Total - Gender,46,14.0
2016,Manitoba,Total population,Bachelor's level,55 to 64 years,Men+,46,12.0
2016,Manitoba,Total population,Bachelor's level,55 to 64 years,Women+,46,15.0
2016,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Men+,46,6.0
2016,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Women+,46,8.0
2016,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,46,8.0
2016,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Men+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Women+,46,9.0
2016,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Men+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Women+,46,8.0
2016,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Men+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Women+,46,6.0
2016,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,46,6.0
2016,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Men+,46,7.0
2016,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Women+,46,6.0
2016,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,47,43.0
2016,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Men+,47,33.0
2016,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Women+,47,54.0
2016,Saskatchewan,Total population,Tertiary education,25 to 34 years,Total - Gender,47,48.0
2016,Saskatchewan,Total population,Tertiary education,25 to 34 years,Men+,47,37.0
2016,Saskatchewan,Total population,Tertiary education,25 to 34 years,Women+,47,59.0
2016,Saskatchewan,Total population,Tertiary education,30 to 34 years,Total - Gender,47,50.0
2016,Saskatchewan,Total population,Tertiary education,30 to 34 years,Men+,47,40.0
2016,Saskatchewan,Total population,Tertiary education,30 to 34 years,Women+,47,61.0
2016,Saskatchewan,Total population,Tertiary education,35 to 44 years,Total - Gender,47,48.0
2016,Saskatchewan,Total population,Tertiary education,35 to 44 years,Men+,47,37.0
2016,Saskatchewan,Total population,Tertiary education,35 to 44 years,Women+,47,60.0
2016,Saskatchewan,Total population,Tertiary education,45 to 54 years,Total - Gender,47,41.0
2016,Saskatchewan,Total population,Tertiary education,45 to 54 years,Men+,47,31.0
2016,Saskatchewan,Total population,Tertiary education,45 to 54 years,Women+,47,51.0
2016,Saskatchewan,Total population,Tertiary education,55 to 64 years,Total - Gender,47,36.0
2016,Saskatchewan,Total population,Tertiary education,55 to 64 years,Men+,47,26.0
2016,Saskatchewan,Total population,Tertiary education,55 to 64 years,Women+,47,47.0
2016,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,47,19.0
2016,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,47,12.0
2016,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,47,26.0
2016,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,47,16.0
2016,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Men+,47,12.0
2016,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Women+,47,20.0
2016,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,47,17.0
2016,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Men+,47,12.0
2016,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Women+,47,21.0
2016,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,47,21.0
2016,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Men+,47,14.0
2016,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Women+,47,28.0
2016,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,47,20.0
2016,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Men+,47,12.0
2016,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Women+,47,27.0
2016,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,47,20.0
2016,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Men+,47,11.0
2016,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Women+,47,29.0
2016,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,47,18.0
2016,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,47,14.0
2016,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,47,21.0
2016,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Total - Gender,47,25.0
2016,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Men+,47,19.0
2016,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Women+,47,31.0
2016,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Total - Gender,47,25.0
2016,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Men+,47,20.0
2016,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Women+,47,30.0
2016,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Total - Gender,47,20.0
2016,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Men+,47,16.0
2016,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Women+,47,24.0
2016,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Total - Gender,47,15.0
2016,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Men+,47,12.0
2016,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Women+,47,17.0
2016,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Total - Gender,47,11.0
2016,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Men+,47,10.0
2016,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Women+,47,13.0
2016,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,47,6.0
2016,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,47,6.0
2016,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Men+,47,6.0
2016,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Women+,47,8.0
2016,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,47,9.0
2016,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Men+,47,8.0
2016,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Women+,47,10.0
2016,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Men+,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Women+,47,8.0
2016,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Men+,47,7.0
2016,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Women+,47,6.0
2016,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,47,5.0
2016,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Men+,47,5.0
2016,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Women+,47,5.0
2016,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,48,53.0
2016,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Men+,48,44.0
2016,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Women+,48,62.0
2016,Alberta,Total population,Tertiary education,25 to 34 years,Total - Gender,48,55.0
2016,Alberta,Total population,Tertiary education,25 to 34 years,Men+,48,44.0
2016,Alberta,Total population,Tertiary education,25 to 34 years,Women+,48,65.0
2016,Alberta,Total population,Tertiary education,30 to 34 years,Total - Gender,48,57.0
2016,Alberta,Total population,Tertiary education,30 to 34 years,Men+,48,46.0
2016,Alberta,Total population,Tertiary education,30 to 34 years,Women+,48,67.0
2016,Alberta,Total population,Tertiary education,35 to 44 years,Total - Gender,48,59.0
2016,Alberta,Total population,Tertiary education,35 to 44 years,Men+,48,49.0
2016,Alberta,Total population,Tertiary education,35 to 44 years,Women+,48,69.0
2016,Alberta,Total population,Tertiary education,45 to 54 years,Total - Gender,48,51.0
2016,Alberta,Total population,Tertiary education,45 to 54 years,Men+,48,44.0
2016,Alberta,Total population,Tertiary education,45 to 54 years,Women+,48,59.0
2016,Alberta,Total population,Tertiary education,55 to 64 years,Total - Gender,48,45.0
2016,Alberta,Total population,Tertiary education,55 to 64 years,Men+,48,37.0
2016,Alberta,Total population,Tertiary education,55 to 64 years,Women+,48,53.0
2016,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,48,23.0
2016,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,48,17.0
2016,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,48,29.0
2016,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,48,21.0
2016,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Men+,48,16.0
2016,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Women+,48,27.0
2016,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,48,21.0
2016,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Men+,48,16.0
2016,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Women+,48,27.0
2016,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,48,24.0
2016,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Men+,48,19.0
2016,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Women+,48,28.0
2016,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,48,25.0
2016,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Men+,48,19.0
2016,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Women+,48,32.0
2016,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,48,22.0
2016,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Men+,48,15.0
2016,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Women+,48,29.0
2016,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,48,21.0
2016,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,48,19.0
2016,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,48,24.0
2016,Alberta,Total population,Bachelor's level,25 to 34 years,Total - Gender,48,25.0
2016,Alberta,Total population,Bachelor's level,25 to 34 years,Men+,48,22.0
2016,Alberta,Total population,Bachelor's level,25 to 34 years,Women+,48,28.0
2016,Alberta,Total population,Bachelor's level,30 to 34 years,Total - Gender,48,26.0
2016,Alberta,Total population,Bachelor's level,30 to 34 years,Men+,48,23.0
2016,Alberta,Total population,Bachelor's level,30 to 34 years,Women+,48,29.0
2016,Alberta,Total population,Bachelor's level,35 to 44 years,Total - Gender,48,25.0
2016,Alberta,Total population,Bachelor's level,35 to 44 years,Men+,48,20.0
2016,Alberta,Total population,Bachelor's level,35 to 44 years,Women+,48,30.0
2016,Alberta,Total population,Bachelor's level,45 to 54 years,Total - Gender,48,18.0
2016,Alberta,Total population,Bachelor's level,45 to 54 years,Men+,48,16.0
2016,Alberta,Total population,Bachelor's level,45 to 54 years,Women+,48,20.0
2016,Alberta,Total population,Bachelor's level,55 to 64 years,Total - Gender,48,15.0
2016,Alberta,Total population,Bachelor's level,55 to 64 years,Men+,48,15.0
2016,Alberta,Total population,Bachelor's level,55 to 64 years,Women+,48,16.0
2016,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,48,9.0
2016,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Men+,48,6.0
2016,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Women+,48,10.0
2016,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,48,9.0
2016,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Men+,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Women+,48,11.0
2016,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,48,10.0
2016,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Men+,48,9.0
2016,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Women+,48,11.0
2016,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Men+,48,9.0
2016,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Women+,48,7.0
2016,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,48,8.0
2016,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Men+,48,8.0
